Taxonsimplified_DN,Taxa_names_no_hyb,Binomial,binomial,UniqueID,Drought2020Scale.mean,AICorrected,AP,PDryQ,PrecDeficit,height_max_m,RowTree,Genus,Subgenus,Section,Series,Subseries,Species,Subspecies,Wooddensity.g.cm3..mean,Diamthickness.mm..mean,SLA_m2.kg.mean,d13C.mean,totalN.mean,Habit,Habit_num,RegenStrategysimplified,RegenStrategysimplified_num,LeafAreaEst_cm2,Aridclass,Aridclass_num,latitude,longitude
Eucalyptus virens,Eucalyptus virens,Eucalyptus virens,eucalyptus_virens,2116,0,0.3058,612,73,-611.8,25,R150/T09,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,NA,virens,NA,0.69,2.463333333,4.898296937,-26.46,1.066666667,Tree,0,Combination resprouter,3,8.37375,Semiarid,2,-25.19972222,147.9361111
Eucalyptus virens,Eucalyptus virens,Eucalyptus virens,eucalyptus_virens,2116,0,0.3058,612,73,-611.8,25,R150/T10,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,NA,virens,NA,0.69,2.463333333,4.898296937,-26.46,1.066666667,Tree,0,Combination resprouter,3,8.37375,Semiarid,2,-25.19972222,147.9361111
Eucalyptus virens,Eucalyptus virens,Eucalyptus virens,eucalyptus_virens,2116,0,0.3058,612,73,-611.8,25,R150/T11,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,NA,virens,NA,0.69,2.463333333,4.898296937,-26.46,1.066666667,Tree,0,Combination resprouter,3,8.37375,Semiarid,2,-25.19972222,147.9361111
Eucalyptus virens,Eucalyptus virens,Eucalyptus virens,eucalyptus_virens,2116,0,0.3058,612,73,-611.8,25,R150/T12,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,NA,virens,NA,0.69,2.463333333,4.898296937,-26.46,1.066666667,Tree,0,Combination resprouter,3,8.37375,Semiarid,2,-25.19972222,147.9361111
Eucalyptus panda,Eucalyptus panda,Eucalyptus panda,eucalyptus_panda,2117,0,0.3058,612,73,-611.8,20,R150/T25,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,NA,panda,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,8.4,Semiarid,2,-25.19972222,147.9361111
Eucalyptus panda,Eucalyptus panda,Eucalyptus panda,eucalyptus_panda,2117,0,0.3058,612,73,-611.8,20,R150/T26,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,NA,panda,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,8.4,Semiarid,2,-25.19972222,147.9361111
Eucalyptus panda,Eucalyptus panda,Eucalyptus panda,eucalyptus_panda,2117,0,0.3058,612,73,-611.8,20,R150/T27,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,NA,panda,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,8.4,Semiarid,2,-25.19972222,147.9361111
Eucalyptus erosa,Eucalyptus erosa,Eucalyptus erosa,eucalyptus_erosa,2118,1,0.3585,657,81,-656.8168,30,R150/T20,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,NA,erosa,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,14.3325,Semiarid,2,-24.91055556,148.0408333
Eucalyptus erosa,Eucalyptus erosa,Eucalyptus erosa,eucalyptus_erosa,2118,1,0.3585,657,81,-656.8168,30,R150/T21,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,NA,erosa,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,14.3325,Semiarid,2,-24.91055556,148.0408333
Eucalyptus erosa,Eucalyptus erosa,Eucalyptus erosa,eucalyptus_erosa,2118,1,0.3585,657,81,-656.8168,30,R150/T22,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,NA,erosa,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,14.3325,Semiarid,2,-24.91055556,148.0408333
Eucalyptus erosa,Eucalyptus erosa,Eucalyptus erosa,eucalyptus_erosa,2118,1,0.3585,657,81,-656.8168,30,R150/T23,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,NA,erosa,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,14.3325,Semiarid,2,-24.91055556,148.0408333
Eucalyptus ochrophloia,Eucalyptus ochrophloia,Eucalyptus ochrophloia,eucalyptus_ochrophloia,2119,0,0.186,446,64,-445.7603,15,R083/T20,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,NA,ochrophloia,NA,0.76,1.876666667,2.948937973,-29.47333333,0.966666667,Tree,0,Combination resprouter,3,16.5375,Arid,3,-26.50416667,146.0819444
Eucalyptus ochrophloia,Eucalyptus ochrophloia,Eucalyptus ochrophloia,eucalyptus_ochrophloia,2119,0,0.186,446,64,-445.7603,15,R083/T21,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,NA,ochrophloia,NA,0.76,1.876666667,2.948937973,-29.47333333,0.966666667,Tree,0,Combination resprouter,3,16.5375,Arid,3,-26.50416667,146.0819444
Eucalyptus ochrophloia,Eucalyptus ochrophloia,Eucalyptus ochrophloia,eucalyptus_ochrophloia,2119,0,0.186,446,64,-445.7603,15,R083/T22,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,NA,ochrophloia,NA,0.76,1.876666667,2.948937973,-29.47333333,0.966666667,Tree,0,Combination resprouter,3,16.5375,Arid,3,-26.50416667,146.0819444
Eucalyptus newbeyi,Eucalyptus newbeyi,Eucalyptus newbeyi,eucalyptus_newbeyi,212,0,0.3299,519,69,-518.8428,8,R170/T14,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Cornutae,Liberae,newbeyi,NA,0.726666667,1.461666667,5.547729682,-28.15,1.266666667,Tree,0,Obligate seeder,0,0.525,Semiarid,2,-34.45333333,118.8758333
Eucalyptus newbeyi,Eucalyptus newbeyi,Eucalyptus newbeyi,eucalyptus_newbeyi,212,0,0.3299,519,69,-518.8428,8,R170/T15,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Cornutae,Liberae,newbeyi,NA,0.726666667,1.461666667,5.547729682,-28.15,1.266666667,Tree,0,Obligate seeder,0,0.525,Semiarid,2,-34.45333333,118.8758333
Eucalyptus newbeyi,Eucalyptus newbeyi,Eucalyptus newbeyi,eucalyptus_newbeyi,212,0,0.3299,519,69,-518.8428,8,R170/T16,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Cornutae,Liberae,newbeyi,NA,0.726666667,1.461666667,5.547729682,-28.15,1.266666667,Tree,0,Obligate seeder,0,0.525,Semiarid,2,-34.45333333,118.8758333
Corymbia terminalis,Corymbia terminalis,Corymbia terminalis,corymbia_terminalis,2120,0,0.1668,405,58,-404.7573,18,R082/T03,Corymbia,Corymbia,Corymbia,'Isobilaterales' ms,'Limitaneae' ms,terminalis,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,20.58,Arid,3,-26.65333333,145.5636111
Corymbia terminalis,Corymbia terminalis,Corymbia terminalis,corymbia_terminalis,2120,0,0.1668,405,58,-404.7573,18,R082/T04,Corymbia,Corymbia,Corymbia,'Isobilaterales' ms,'Limitaneae' ms,terminalis,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,20.58,Arid,3,-26.65333333,145.5636111
Corymbia terminalis,Corymbia terminalis,Corymbia terminalis,corymbia_terminalis,2120,0,0.1668,405,58,-404.7573,18,R082/T05,Corymbia,Corymbia,Corymbia,'Isobilaterales' ms,'Limitaneae' ms,terminalis,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,20.58,Arid,3,-26.65333333,145.5636111
Corymbia terminalis,Corymbia terminalis,Corymbia terminalis,corymbia_terminalis,2120,0,0.1668,405,58,-404.7573,18,R082/T06,Corymbia,Corymbia,Corymbia,'Isobilaterales' ms,'Limitaneae' ms,terminalis,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,20.58,Arid,3,-26.65333333,145.5636111
Eucalyptus oleosa subsp. ampliata,Eucalyptus oleosa subsp. ampliata,Eucalyptus oleosa,eucalyptus_oleosa,2123,0,0.1223,268,38,-267.7811,14,R183/T37,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Spirales,oleosa,ampliata,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,10.36,Arid,3,-31.90944444,132.9591667
Eucalyptus oleosa subsp. ampliata,Eucalyptus oleosa subsp. ampliata,Eucalyptus oleosa,eucalyptus_oleosa,2123,0,0.1223,268,38,-267.7811,14,R183/T38,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Spirales,oleosa,ampliata,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,10.36,Arid,3,-31.90944444,132.9591667
Eucalyptus oleosa subsp. ampliata,Eucalyptus oleosa subsp. ampliata,Eucalyptus oleosa,eucalyptus_oleosa,2123,0,0.1223,268,38,-267.7811,14,R183/T39,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Spirales,oleosa,ampliata,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,10.36,Arid,3,-31.90944444,132.9591667
Eucalyptus yalatensis,Eucalyptus yalatensis,Eucalyptus yalatensis,eucalyptus_yalatensis,2129,0,0.104,214,36,-213.7943,7,R186/T35,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decussatae,yalatensis,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,9.765,Arid,3,-31.53611111,130.685
Eucalyptus yalatensis,Eucalyptus yalatensis,Eucalyptus yalatensis,eucalyptus_yalatensis,2129,0,0.104,214,36,-213.7943,7,R186/T36,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decussatae,yalatensis,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,9.765,Arid,3,-31.53611111,130.685
Eucalyptus yalatensis,Eucalyptus yalatensis,Eucalyptus yalatensis,eucalyptus_yalatensis,2129,0,0.104,214,36,-213.7943,7,R186/T37,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decussatae,yalatensis,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,9.765,Arid,3,-31.53611111,130.685
Eucalyptus praetermissa,Eucalyptus praetermissa,Eucalyptus praetermissa,eucalyptus_praetermissa,213,0.5,0.3299,519,69,-518.8428,10,R030/T02,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,praetermissa,NA,NA,NA,NA,NA,NA,Tree,0,Obligate seeder,0,7.875,Semiarid,2,-34.45333333,118.8758333
Eucalyptus praetermissa,Eucalyptus praetermissa,Eucalyptus praetermissa,eucalyptus_praetermissa,213,0.5,0.3299,519,69,-518.8428,10,R030/T04,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,praetermissa,NA,NA,NA,NA,NA,NA,Tree,0,Obligate seeder,0,7.875,Semiarid,2,-34.45333333,118.8758333
Eucalyptus oleosa subsp. ampliata,Eucalyptus oleosa subsp. ampliata,Eucalyptus oleosa,eucalyptus_oleosa,2135,0,0.1139,232,39,-231.7965,14,R183/T10,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Spirales,oleosa,ampliata,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,10.36,Arid,3,-31.58722222,129.8391667
Eucalyptus oleosa subsp. ampliata,Eucalyptus oleosa subsp. ampliata,Eucalyptus oleosa,eucalyptus_oleosa,2135,0,0.1139,232,39,-231.7965,14,R183/T11,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Spirales,oleosa,ampliata,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,10.36,Arid,3,-31.58722222,129.8391667
Eucalyptus oleosa subsp. ampliata,Eucalyptus oleosa subsp. ampliata,Eucalyptus oleosa,eucalyptus_oleosa,2135,0,0.1139,232,39,-231.7965,14,R183/T12,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Spirales,oleosa,ampliata,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,10.36,Arid,3,-31.58722222,129.8391667
Eucalyptus astringens subsp. redacta,Eucalyptus astringens subsp. redacta,Eucalyptus astringens,eucalyptus_astringens,214,0,0.3299,519,69,-518.8428,5,R085/T17,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Pedicellatae,astringens,redacta,0.746666667,2.173333333,3.250623469,-29.05666667,0.9,Tree,0,Obligate seeder,0,9.49375,Semiarid,2,-34.45333333,118.8758333
Eucalyptus astringens subsp. redacta,Eucalyptus astringens subsp. redacta,Eucalyptus astringens,eucalyptus_astringens,214,0,0.3299,519,69,-518.8428,5,R085/T18,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Pedicellatae,astringens,redacta,0.746666667,2.173333333,3.250623469,-29.05666667,0.9,Tree,0,Obligate seeder,0,9.49375,Semiarid,2,-34.45333333,118.8758333
Eucalyptus astringens subsp. redacta,Eucalyptus astringens subsp. redacta,Eucalyptus astringens,eucalyptus_astringens,214,0,0.3299,519,69,-518.8428,5,R085/T19,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Pedicellatae,astringens,redacta,0.746666667,2.173333333,3.250623469,-29.05666667,0.9,Tree,0,Obligate seeder,0,9.49375,Semiarid,2,-34.45333333,118.8758333
Eucalyptus yalatensis,Eucalyptus yalatensis,Eucalyptus yalatensis,eucalyptus_yalatensis,2142,0,0.107,239,46,-238.7767,7,R184/T06,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decussatae,yalatensis,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,9.765,Arid,3,-31.89527778,126.9805556
Eucalyptus yalatensis,Eucalyptus yalatensis,Eucalyptus yalatensis,eucalyptus_yalatensis,2142,0,0.107,239,46,-238.7767,7,R184/T07,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decussatae,yalatensis,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,9.765,Arid,3,-31.89527778,126.9805556
Eucalyptus yalatensis,Eucalyptus yalatensis,Eucalyptus yalatensis,eucalyptus_yalatensis,2142,0,0.107,239,46,-238.7767,7,R184/T08,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decussatae,yalatensis,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,9.765,Arid,3,-31.89527778,126.9805556
Eucalyptus utilis,Eucalyptus utilis,Eucalyptus utilis,eucalyptus_utilis,215,0,0.3299,519,69,-518.8428,7,R042/T32,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,utilis,NA,0.78,1.771666667,2.731897111,-27.17666667,0.766666667,Tree,0,Obligate seeder,0,8.75,Semiarid,2,-34.45333333,118.8758333
Eucalyptus utilis,Eucalyptus utilis,Eucalyptus utilis,eucalyptus_utilis,215,0,0.3299,519,69,-518.8428,7,R042/T33,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,utilis,NA,0.78,1.771666667,2.731897111,-27.17666667,0.766666667,Tree,0,Obligate seeder,0,8.75,Semiarid,2,-34.45333333,118.8758333
Eucalyptus utilis,Eucalyptus utilis,Eucalyptus utilis,eucalyptus_utilis,215,0,0.3299,519,69,-518.8428,7,R042/T34,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Abundae,utilis,NA,0.78,1.771666667,2.731897111,-27.17666667,0.766666667,Tree,0,Obligate seeder,0,8.75,Semiarid,2,-34.45333333,118.8758333
Eucalyptus longissima,Eucalyptus longissima,Eucalyptus longissima,eucalyptus_longissima,2160,0,0.1496,309,66,-308.7936,8,R187/T31,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Oleaginae,longissima,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,6.64125,Arid,3,-32.14222222,121.8147222
Eucalyptus longissima,Eucalyptus longissima,Eucalyptus longissima,eucalyptus_longissima,2160,0,0.1496,309,66,-308.7936,8,R187/T33,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Oleaginae,longissima,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,6.64125,Arid,3,-32.14222222,121.8147222
Eucalyptus longissima,Eucalyptus longissima,Eucalyptus longissima,eucalyptus_longissima,2163,0,0.1447,298,64,-297.7942,8,R228/T33,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Oleaginae,longissima,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,6.64125,Arid,3,-32.15222222,121.7372222
Eucalyptus longissima,Eucalyptus longissima,Eucalyptus longissima,eucalyptus_longissima,2163,0,0.1447,298,64,-297.7942,8,R228/T34,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Oleaginae,longissima,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,6.64125,Arid,3,-32.15222222,121.7372222
Eucalyptus brockwayi,Eucalyptus brockwayi,Eucalyptus brockwayi,eucalyptus_brockwayi,2166,0,0.1489,299,64,-298.7992,15,R187/T01,Eucalyptus,Symphyomyrtus,Bisectae,Brockwayanae,NA,brockwayi,NA,NA,NA,NA,NA,NA,Tree,0,Obligate seeder,0,10.01,Arid,3,-32.1525,121.7075
Eucalyptus brockwayi,Eucalyptus brockwayi,Eucalyptus brockwayi,eucalyptus_brockwayi,2166,0,0.1489,299,64,-298.7992,15,R187/T02,Eucalyptus,Symphyomyrtus,Bisectae,Brockwayanae,NA,brockwayi,NA,NA,NA,NA,NA,NA,Tree,0,Obligate seeder,0,10.01,Arid,3,-32.1525,121.7075
Eucalyptus brockwayi,Eucalyptus brockwayi,Eucalyptus brockwayi,eucalyptus_brockwayi,2166,0,0.1489,299,64,-298.7992,15,R187/T03,Eucalyptus,Symphyomyrtus,Bisectae,Brockwayanae,NA,brockwayi,NA,NA,NA,NA,NA,NA,Tree,0,Obligate seeder,0,10.01,Arid,3,-32.1525,121.7075
Eucalyptus brockwayi,Eucalyptus brockwayi,Eucalyptus brockwayi,eucalyptus_brockwayi,2166,0,0.1489,299,64,-298.7992,15,R187/T04,Eucalyptus,Symphyomyrtus,Bisectae,Brockwayanae,NA,brockwayi,NA,NA,NA,NA,NA,NA,Tree,0,Obligate seeder,0,10.01,Arid,3,-32.1525,121.7075
Eucalyptus brockwayi,Eucalyptus brockwayi,Eucalyptus brockwayi,eucalyptus_brockwayi,2168,0,0.1489,299,64,-298.7992,15,R178/T05,Eucalyptus,Symphyomyrtus,Bisectae,Brockwayanae,NA,brockwayi,NA,0.785,3.1075,2.758535446,-28.115,0.9,Tree,0,Obligate seeder,0,10.01,Arid,3,-32.15444444,121.7033333
Eucalyptus brockwayi,Eucalyptus brockwayi,Eucalyptus brockwayi,eucalyptus_brockwayi,2168,0,0.1489,299,64,-298.7992,15,R178/T06,Eucalyptus,Symphyomyrtus,Bisectae,Brockwayanae,NA,brockwayi,NA,0.785,3.1075,2.758535446,-28.115,0.9,Tree,0,Obligate seeder,0,10.01,Arid,3,-32.15444444,121.7033333
Eucalyptus brockwayi,Eucalyptus brockwayi,Eucalyptus brockwayi,eucalyptus_brockwayi,2168,0,0.1489,299,64,-298.7992,15,R178/T07,Eucalyptus,Symphyomyrtus,Bisectae,Brockwayanae,NA,brockwayi,NA,0.785,3.1075,2.758535446,-28.115,0.9,Tree,0,Obligate seeder,0,10.01,Arid,3,-32.15444444,121.7033333
Eucalyptus neutra,Eucalyptus neutra,Eucalyptus neutra,eucalyptus_neutra,218,0,0.2838,476,66,-475.8323,6,R014/T21,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decurrentes,neutra,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,8.4,Semiarid,2,-34.39555556,118.7369444
Eucalyptus neutra,Eucalyptus neutra,Eucalyptus neutra,eucalyptus_neutra,218,0,0.2838,476,66,-475.8323,6,R014/T22,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decurrentes,neutra,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,8.4,Semiarid,2,-34.39555556,118.7369444
Eucalyptus neutra,Eucalyptus neutra,Eucalyptus neutra,eucalyptus_neutra,218,0,0.2838,476,66,-475.8323,6,R014/T23,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decurrentes,neutra,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,8.4,Semiarid,2,-34.39555556,118.7369444
Eucalyptus moderata,Eucalyptus moderata,Eucalyptus moderata,eucalyptus_moderata,2182,0,0.1049,266,41,-265.7466,10,R186/T30,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decurrentes,moderata,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,2.24,Arid,3,-29.71166667,120.9136111
Eucalyptus moderata,Eucalyptus moderata,Eucalyptus moderata,eucalyptus_moderata,2182,0,0.1049,266,41,-265.7466,10,R186/T31,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decurrentes,moderata,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,2.24,Arid,3,-29.71166667,120.9136111
Eucalyptus moderata,Eucalyptus moderata,Eucalyptus moderata,eucalyptus_moderata,2183,0,0.1048,266,41,-265.7464,10,R179/T02,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decurrentes,moderata,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,2.24,Arid,3,-29.71055556,120.9213889
Eucalyptus moderata,Eucalyptus moderata,Eucalyptus moderata,eucalyptus_moderata,2183,0,0.1048,266,41,-265.7464,10,R179/T04,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decurrentes,moderata,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,2.24,Arid,3,-29.71055556,120.9213889
Eucalyptus longissima,Eucalyptus longissima,Eucalyptus longissima,eucalyptus_longissima,2184,0,0.1075,277,43,-276.7424,8,R199/T25,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Oleaginae,longissima,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,6.64125,Arid,3,-29.69888889,121.0005556
Eucalyptus longissima,Eucalyptus longissima,Eucalyptus longissima,eucalyptus_longissima,2184,0,0.1075,277,43,-276.7424,8,R199/T26,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Oleaginae,longissima,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,6.64125,Arid,3,-29.69888889,121.0005556
Eucalyptus kochii subsp. amaryssia,Eucalyptus kochii subsp. amaryssia,Eucalyptus kochii,eucalyptus_kochii,2190,0,0.0886,229,28,-228.7418,12,R184/T38,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Oleaginae,kochii,amaryssia,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,6.3,Arid,3,-29.27388889,120.2847222
Eucalyptus kochii subsp. amaryssia,Eucalyptus kochii subsp. amaryssia,Eucalyptus kochii,eucalyptus_kochii,2190,0,0.0886,229,28,-228.7418,12,R184/T39,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Oleaginae,kochii,amaryssia,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,6.3,Arid,3,-29.27388889,120.2847222
Eucalyptus kochii subsp. amaryssia,Eucalyptus kochii subsp. amaryssia,Eucalyptus kochii,eucalyptus_kochii,2190,0,0.0886,229,28,-228.7418,12,R184/T40,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Oleaginae,kochii,amaryssia,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,6.3,Arid,3,-29.27388889,120.2847222
Eucalyptus capillosa,Eucalyptus capillosa,Eucalyptus capillosa,eucalyptus_capillosa,2192,0,0.0924,238,29,-237.7427,12,R186/T02,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,capillosa,NA,NA,NA,NA,NA,NA,Tree,0,Polymorphic,4,10.92,Arid,3,-29.19694444,120.2361111
Eucalyptus capillosa,Eucalyptus capillosa,Eucalyptus capillosa,eucalyptus_capillosa,2192,0,0.0924,238,29,-237.7427,12,R186/T03,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,capillosa,NA,NA,NA,NA,NA,NA,Tree,0,Polymorphic,4,10.92,Arid,3,-29.19694444,120.2361111
Eucalyptus socialis subsp. eucentrica,Eucalyptus socialis subsp. eucentrica,Eucalyptus socialis,eucalyptus_socialis,2198,0,0.1209,373,16,-372.6916,10,R185/T12,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decussatae,socialis,eucentrica,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,13.99125,Arid,3,-23.12888889,119.2761111
Eucalyptus socialis subsp. eucentrica,Eucalyptus socialis subsp. eucentrica,Eucalyptus socialis,eucalyptus_socialis,2198,0,0.1209,373,16,-372.6916,10,R185/T14,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decussatae,socialis,eucentrica,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,13.99125,Arid,3,-23.12888889,119.2761111
Eucalyptus socialis subsp. eucentrica,Eucalyptus socialis subsp. eucentrica,Eucalyptus socialis,eucalyptus_socialis,2198,0,0.1209,373,16,-372.6916,10,R185/T15,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decussatae,socialis,eucentrica,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,13.99125,Arid,3,-23.12888889,119.2761111
Eucalyptus notactites,Eucalyptus notactites,Eucalyptus notactites,eucalyptus_notactites,220,0.5,0.3772,582,75,-581.8458,3,R170/T02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,21.65625,Semiarid,2,-34.59277778,118.7322222
Eucalyptus notactites,Eucalyptus notactites,Eucalyptus notactites,eucalyptus_notactites,220,0.5,0.3772,582,75,-581.8458,3,R170/T03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,21.65625,Semiarid,2,-34.59277778,118.7322222
Eucalyptus ultima,Eucalyptus ultima,Eucalyptus ultima,eucalyptus_ultima,2202,0,0.0959,279,7,-278.7093,4,R199/T05,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Oleaginae,ultima,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,4.76,Arid,3,-22.11888889,114.05
Eucalyptus ultima,Eucalyptus ultima,Eucalyptus ultima,eucalyptus_ultima,2202,0,0.0959,279,7,-278.7093,4,R199/T06,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Oleaginae,ultima,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,4.76,Arid,3,-22.11888889,114.05
Eucalyptus ultima,Eucalyptus ultima,Eucalyptus ultima,eucalyptus_ultima,2202,0,0.0959,279,7,-278.7093,4,R199/T07,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Oleaginae,ultima,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,4.76,Arid,3,-22.11888889,114.05
Eucalyptus ultima,Eucalyptus ultima,Eucalyptus ultima,eucalyptus_ultima,2202,0,0.0959,279,7,-278.7093,4,R199/T08,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Oleaginae,ultima,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,4.76,Arid,3,-22.11888889,114.05
