,TaxonoriginalDN,Taxonsimplified_DN,Acceptedname_ALA,Note.Gbif,Taxonresolution_ALA,Collector,UniqueID,Provenance,Latitudedegrees,Latitudeminutes,Latitudeseconds,Longitudedegrees,Longitudeminutes,Longitudeseconds,Lat,Long,Row,Tree,Row.Tree,StatusFeb2016,Drought2019,Drought2020,Recovery2019.2020,Regrowth,RegrowthLocation,RegrowthAge,Regrowthdieback,Timesincedeath.June2019.,Drought2006,MaturityMar2020,Maturity.at.June.2019,Yearplanted,DroughtImpact_20192020,DroughtImpact_20192020_shift,affected_tree_bin,number_rep_total_per_UniqueID,number_rep_2020_alive_per_UniqueID,percentage_affected,.groups
6033,Corymbia ferruginea subsp. ferruginea,Corymbia ferruginea subsp. ferruginea,Corymbia ferruginea subsp. ferruginea,,Subspecies,D.Nicolle,595,"Pine Creek, NT",13,40,38,131,41,30,13.67722222,131.6916667,242,20,R242/T20,Dead,,,,,,,,,,,,2002,NA,NA,NA,4,NA,NA,drop
6034,Corymbia ferruginea subsp. ferruginea,Corymbia ferruginea subsp. ferruginea,Corymbia ferruginea subsp. ferruginea,,Subspecies,D.Nicolle,595,"Pine Creek, NT",13,40,38,131,41,30,13.67722222,131.6916667,242,21,R242/T21,Dead,,,,,,,,,,,,2002,NA,NA,NA,4,NA,NA,drop
6035,Corymbia ferruginea subsp. ferruginea,Corymbia ferruginea subsp. ferruginea,Corymbia ferruginea subsp. ferruginea,,Subspecies,D.Nicolle,595,"Pine Creek, NT",13,40,38,131,41,30,13.67722222,131.6916667,242,22,R242/T22,Dead,,,,,,,,,,,,2002,NA,NA,NA,4,NA,NA,drop
6036,Corymbia ferruginea subsp. ferruginea,Corymbia ferruginea subsp. ferruginea,Corymbia ferruginea subsp. ferruginea,,Subspecies,D.Nicolle,595,"Pine Creek, NT",13,40,38,131,41,30,13.67722222,131.6916667,242,23,R242/T23,Dead,,,,,,,,,,,,2002,NA,NA,NA,4,NA,NA,drop
6037,Eucalyptus oligantha,Eucalyptus oligantha,Eucalyptus oligantha,,Species ,D.Nicolle,596,"Adelaide River, NT",13,30,58,131,23,35,13.51611111,131.3930556,165,5,R165/T05,Dead,,,,,,,,,,,,1999,NA,NA,NA,3,NA,NA,drop
6038,Eucalyptus oligantha,Eucalyptus oligantha,Eucalyptus oligantha,,Species ,D.Nicolle,596,"Adelaide River, NT",13,30,58,131,23,35,13.51611111,131.3930556,165,6,R165/T06,Dead,,,,,,,,,,,,1999,NA,NA,NA,3,NA,NA,drop
6039,Eucalyptus todtiana,Eucalyptus todtiana,Eucalyptus todtiana,,Species ,D.Nicolle,596,"Gingin, WA",31,20,23,116,0,43,31.33972222,116.0119444,26,19,R026/T19,Dead,,,,,,,,,,,,1993,NA,NA,NA,2,NA,NA,drop
6040,Corymbia foelscheana,Corymbia foelscheana,Corymbia foelscheana,,Species ,D.Nicolle,596,"Adelaide River, NT",13,30,58,131,23,35,13.51611111,131.3930556,171,31,R171/T31,Dead,,,,,,,,,,,,1999,NA,NA,NA,6,NA,NA,drop
6041,Corymbia foelscheana,Corymbia foelscheana,Corymbia foelscheana,,Species ,D.Nicolle,596,"Adelaide River, NT",13,30,58,131,23,35,13.51611111,131.3930556,171,32,R171/T32,Dead,,,,,,,,,,,,1999,NA,NA,NA,6,NA,NA,drop
6042,Corymbia foelscheana,Corymbia foelscheana,Corymbia foelscheana,,Species ,D.Nicolle,596,"Adelaide River, NT",13,30,58,131,23,35,13.51611111,131.3930556,171,33,R171/T33,Dead,,,,,,,,,,,,1999,NA,NA,NA,6,NA,NA,drop
6043,Corymbia foelscheana,Corymbia foelscheana,Corymbia foelscheana,,Species ,D.Nicolle,596,"Adelaide River, NT",13,30,58,131,23,35,13.51611111,131.3930556,244,24,R244/T24,Dead,,,,,,,,,,,,2002,NA,NA,NA,6,NA,NA,drop
6044,Corymbia foelscheana,Corymbia foelscheana,Corymbia foelscheana,,Species ,D.Nicolle,596,"Adelaide River, NT",13,30,58,131,23,35,13.51611111,131.3930556,244,25,R244/T25,Dead,,,,,,,,,,,,2002,NA,NA,NA,6,NA,NA,drop
6045,Corymbia foelscheana,Corymbia foelscheana,Corymbia foelscheana,,Species ,D.Nicolle,596,"Adelaide River, NT",13,30,58,131,23,35,13.51611111,131.3930556,244,26,R244/T26,Dead,,,,,,,,,,,,2002,NA,NA,NA,6,NA,NA,drop
6046,Corymbia porrecta,Corymbia porrecta,Corymbia porrecta,,Species ,D.Nicolle,5966,"Humpty Doo, NT",12,42,30,131,25,27,12.70833333,131.4241667,174,33,R174/T33,Dead,,,,,,,,,,,,1999,NA,NA,NA,2,NA,0,drop
6047,Corymbia porrecta,Corymbia porrecta,Corymbia porrecta,,Species ,D.Nicolle,5966,"Humpty Doo, NT",12,42,30,131,25,27,12.70833333,131.4241667,245,28,R245/T28,Dead,,,,,,,,,,,,2002,NA,NA,NA,2,NA,0,drop
6048,Corymbia chartacea,Corymbia chartacea,Corymbia chartacea,,Species ,D.Nicolle,5966,"Jabiru, NT",12,32,14,132,54,7,12.53722222,132.9019444,177,31,R177/T31,Dead,,,,,,,,,,,,1999,NA,NA,NA,1,NA,0,drop
6049,Eucalyptus alba var. australasica,Eucalyptus alba var. australasica,Eucalyptus alba var. australasica,,Variety,D.Nicolle,5966,"Jabiru, NT",12,30,3,132,53,29,12.50083333,132.8913889,165,12,R165/T12,Dead,,,,,,,,,,,,1999,NA,NA,NA,3,NA,0,drop
6050,Eucalyptus alba var. australasica,Eucalyptus alba var. australasica,Eucalyptus alba var. australasica,,Variety,D.Nicolle,597,"Jabiru, NT",12,30,3,132,53,29,12.50083333,132.8913889,165,13,R165/T13,Dead,,,,,,,,,,,,1999,NA,NA,NA,3,NA,NA,drop
6051,Eucalyptus alba var. australasica,Eucalyptus alba var. australasica,Eucalyptus alba var. australasica,,Variety,D.Nicolle,597,"Jabiru, NT",12,30,3,132,53,29,12.50083333,132.8913889,165,14,R165/T14,Dead,,,,,,,,,,,,1999,NA,NA,NA,3,NA,NA,drop
6052,Corymbia ptychocarpa subsp. aptycha,Corymbia ptychocarpa subsp. aptycha,Corymbia ptychocarpa subsp. aptycha,,Subspecies,D.Nicolle,597,"Oenpelli, NT",12,23,6,133,1,15,12.385,133.0208333,169,20,R169/T20,Dead,,,,,,,,,,,,1999,NA,NA,NA,5,NA,NA,drop
6053,Corymbia ptychocarpa subsp. aptycha,Corymbia ptychocarpa subsp. aptycha,Corymbia ptychocarpa subsp. aptycha,,Subspecies,D.Nicolle,597,"Oenpelli, NT",12,23,6,133,1,15,12.385,133.0208333,169,21,R169/T21,Dead,,,,,,,,,,,,1999,NA,NA,NA,5,NA,NA,drop
6054,Corymbia ptychocarpa subsp. aptycha,Corymbia ptychocarpa subsp. aptycha,Corymbia ptychocarpa subsp. aptycha,,Subspecies,D.Nicolle,597,"Oenpelli, NT",12,23,6,133,1,15,12.385,133.0208333,198,28,R198/T28,Dead,,,,,,,,,,,,2000,NA,NA,NA,5,NA,NA,drop
6055,Corymbia ptychocarpa subsp. aptycha,Corymbia ptychocarpa subsp. aptycha,Corymbia ptychocarpa subsp. aptycha,,Subspecies,D.Nicolle,597,"Oenpelli, NT",12,23,6,133,1,15,12.385,133.0208333,198,29,R198/T29,Dead,,,,,,,,,,,,2000,NA,NA,NA,5,NA,NA,drop
6056,Corymbia ptychocarpa subsp. aptycha,Corymbia ptychocarpa subsp. aptycha,Corymbia ptychocarpa subsp. aptycha,,Subspecies,D.Nicolle,597,"Oenpelli, NT",12,23,6,133,1,15,12.385,133.0208333,198,30,R198/T30,Dead,,,,,,,,,,,,2000,NA,NA,NA,5,NA,NA,drop
6057,Corymbia oocarpa,Corymbia oocarpa,Corymbia oocarpa,,Species ,D.Nicolle,597,"Oenpelli, NT",12,8,14,133,43,22,12.13722222,133.7227778,172,26,R172/T26,Dead,,,,,,,,,,,,1999,NA,NA,NA,5,NA,NA,drop
6058,Corymbia oocarpa,Corymbia oocarpa,Corymbia oocarpa,,Species ,D.Nicolle,597,"Oenpelli, NT",12,8,14,133,43,22,12.13722222,133.7227778,172,27,R172/T27,Dead,,,,,,,,,,,,1999,NA,NA,NA,5,NA,NA,drop
6059,Corymbia oocarpa,Corymbia oocarpa,Corymbia oocarpa,,Species ,D.Nicolle,597,"Oenpelli, NT",12,8,14,133,43,22,12.13722222,133.7227778,172,28,R172/T28,Dead,,,,,,,,,,,,1999,NA,NA,NA,5,NA,NA,drop
6060,Corymbia oocarpa,Corymbia oocarpa,Corymbia oocarpa,,Species ,D.Nicolle,597,"Oenpelli, NT",12,8,14,133,43,22,12.13722222,133.7227778,172,29,R172/T29,Dead,,,,,,,,,,,,1999,NA,NA,NA,5,NA,NA,drop
6061,Corymbia oocarpa,Corymbia oocarpa,Corymbia oocarpa,,Species ,D.Nicolle,597,"Oenpelli, NT",12,8,14,133,43,22,12.13722222,133.7227778,241,24,R241/T24,Dead,,,,,,,,,,,,2002,NA,NA,NA,5,NA,NA,drop
6062,Eucalyptus herbertiana,Eucalyptus herbertiana,Eucalyptus herbertiana,,Species ,D.Nicolle,597,"Nourlangie Rock, NT",12,51,18,132,49,5,12.855,132.8180556,167,3,R167/T03,Dead,,,,,,,,,,,,1999,NA,NA,NA,4,NA,NA,drop
6063,Eucalyptus herbertiana,Eucalyptus herbertiana,Eucalyptus herbertiana,,Species ,D.Nicolle,597,"Nourlangie Rock, NT",12,51,18,132,49,5,12.855,132.8180556,167,4,R167/T04,Dead,,,,,,,,,,,,1999,NA,NA,NA,4,NA,NA,drop
6064,Eucalyptus gigantangion,Eucalyptus gigantangion,Eucalyptus gigantangion,,Species ,D.Nicolle,597,"Twin Falls, NT",13,19,30,132,47,30,13.325,132.7916667,170,34,R170/T34,Dead,,,,,,,,,,,,1999,NA,NA,NA,5,NA,NA,drop
6065,Eucalyptus gigantangion,Eucalyptus gigantangion,Eucalyptus gigantangion,,Species ,D.Nicolle,5976,"Twin Falls, NT",13,19,30,132,47,30,13.325,132.7916667,196,21,R196/T21,Dead,,,,,,,,,,,,2000,NA,NA,NA,5,NA,0,drop
6066,Eucalyptus gigantangion,Eucalyptus gigantangion,Eucalyptus gigantangion,,Species ,D.Nicolle,5976,"Twin Falls, NT",13,19,30,132,47,30,13.325,132.7916667,196,22,R196/T22,Dead,,,,,,,,,,,,2000,NA,NA,NA,5,NA,0,drop
6067,Eucalyptus gigantangion,Eucalyptus gigantangion,Eucalyptus gigantangion,,Species ,D.Nicolle,5976,"Twin Falls, NT",13,19,30,132,47,30,13.325,132.7916667,196,23,R196/T23,Dead,,,,,,,,,,,,2000,NA,NA,NA,5,NA,0,drop
6068,Eucalyptus gigantangion,Eucalyptus gigantangion,Eucalyptus gigantangion,,Species ,D.Nicolle,5976,"Twin Falls, NT",13,19,30,132,47,30,13.325,132.7916667,196,24,R196/T24,Dead,,,,,,,,,,,,2000,NA,NA,NA,5,NA,0,drop
6069,Corymbia arnhemensis,Corymbia arnhemensis,Corymbia arnhemensis,,Species ,D.Nicolle,598,"Twin Falls, NT",13,19,30,132,47,30,13.325,132.7916667,312,29,R312/T29,Dead,,,,,,,,,,,,2011,NA,NA,NA,2,NA,1,drop
6070,Eucalyptus koolpinensis,Eucalyptus koolpinensis,Eucalyptus koolpinensis,,Species ,D.Nicolle,598,"Kakadu Nat. Park, NT",13,30,57,132,34,32,13.51583333,132.5755556,167,29,R167/T29,Dead,,,,,,,,,,,,1999,NA,NA,NA,3,NA,1,drop
6071,Corymbia umbonata,Corymbia umbonata,Corymbia umbonata,,Species ,D.Nicolle,598,"Mataranka, NT",14,35,45,132,33,5,14.59583333,132.5513889,166,25,R166/T25,Dead,,,,,,,,,,,,1999,NA,NA,NA,9,NA,1,drop
6072,Corymbia umbonata,Corymbia umbonata,Corymbia umbonata,,Species ,D.Nicolle,598,"Mataranka, NT",14,35,45,132,33,5,14.59583333,132.5513889,166,26,R166/T26,Dead,,,,,,,,,,,,1999,NA,NA,NA,9,NA,1,drop
6073,Corymbia umbonata,Corymbia umbonata,Corymbia umbonata,,Species ,D.Nicolle,5983,"Mataranka, NT",14,35,45,132,33,5,14.59583333,132.5513889,243,14,R243/T14,Dead,,,,,,,,,,,,2002,NA,NA,NA,9,NA,0,drop
6074,Corymbia umbonata,Corymbia umbonata,Corymbia umbonata,,Species ,D.Nicolle,5983,"Mataranka, NT",14,35,45,132,33,5,14.59583333,132.5513889,243,15,R243/T15,Dead,,,,,,,,,,,,2002,NA,NA,NA,9,NA,0,drop
6075,Corymbia umbonata,Corymbia umbonata,Corymbia umbonata,,Species ,D.Nicolle,5983,"Mataranka, NT",14,35,45,132,33,5,14.59583333,132.5513889,243,16,R243/T16,Dead,,,,,,,,,,,,2002,NA,NA,NA,9,NA,0,drop
6076,Corymbia umbonata,Corymbia umbonata,Corymbia umbonata,,Species ,D.Nicolle,5992,"Mataranka, NT",14,35,45,132,33,5,14.59583333,132.5513889,306,28,R306/T28,Dead,,,,,,,,,,,,2010,NA,NA,NA,9,NA,0,drop
6077,Eucalyptus argutifolia,Eucalyptus argutifolia,Eucalyptus argutifolia,,Species ,D.Nicolle,5992,"Seabird, WA",31,17,8,115,26,50,31.28555556,115.4472222,14,34,R014/T34,Dead,,,,,,,,,,,,1993,NA,NA,NA,4,NA,0,drop
6078,Corymbia pocillum,Corymbia pocillum,Corymbia pocillum,,Species ,D.Nicolle,5992,"Bang Bang, Qld",18,31,39,140,38,48,18.5275,140.6466667,172,5,R172/T05,Dead,,,,,,,,,,,,1999,NA,NA,NA,4,NA,0,drop
6079,Corymbia pocillum,Corymbia pocillum,Corymbia pocillum,,Species ,D.Nicolle,5992,"Bang Bang, Qld",18,31,39,140,38,48,18.5275,140.6466667,172,6,R172/T06,Dead,,,,,,,,,,,,1999,NA,NA,NA,4,NA,0,drop
6080,Corymbia pocillum,Corymbia pocillum,Corymbia pocillum,,Species ,D.Nicolle,5993,"Bang Bang, Qld",18,31,39,140,38,48,18.5275,140.6466667,172,7,R172/T07,Dead,,,,,,,,,,,,1999,NA,NA,NA,4,NA,0,drop
6081,Corymbia pocillum,Corymbia pocillum,Corymbia pocillum,,Species ,D.Nicolle,5993,"Bang Bang, Qld",18,31,39,140,38,48,18.5275,140.6466667,172,8,R172/T08,Dead,,,,,,,,,,,,1999,NA,NA,NA,4,NA,0,drop
6082,Eucalyptus leucophloia subsp. euroa,Eucalyptus leucophloia subsp. euroa,Eucalyptus leucophloia subsp. euroa,,Subspecies,D.Nicolle,5993,"Bang Bang, Qld",18,31,39,140,38,48,18.5275,140.6466667,170,11,R170/T11,Dead,,,,,,,,,,,,1999,NA,NA,NA,3,NA,0,drop
6083,Eucalyptus macrocarpa subsp. elachantha,Eucalyptus macrocarpa subsp. elachantha,Eucalyptus macrocarpa subsp. elachantha,,Subspecies,D.Nicolle,5993,"Cataby, WA",30,46,18,115,33,52,30.77166667,115.5644444,16,21,R016/T21,Dead,,,,,,,,,,,,1993,NA,NA,NA,3,NA,0,drop
6084,Eucalyptus macrocarpa subsp. elachantha,Eucalyptus macrocarpa subsp. elachantha,Eucalyptus macrocarpa subsp. elachantha,,Subspecies,D.Nicolle,5994,"Cataby, WA",30,46,18,115,33,52,30.77166667,115.5644444,16,22,R016/T22,Dead,,,,,,,,,,,,1993,NA,NA,NA,3,NA,NA,drop
6085,Eucalyptus distans,Eucalyptus distans,Eucalyptus distans,,Species ,D.Nicolle,5994,"Croydon, Qld",18,14,47,142,30,56,18.24638889,142.5155556,169,5,R169/T05,Dead,,,,,,,,,,,,1999,NA,NA,NA,4,NA,NA,drop
6086,Eucalyptus distans,Eucalyptus distans,Eucalyptus distans,,Species ,D.Nicolle,5994,"Croydon, Qld",18,14,47,142,30,56,18.24638889,142.5155556,169,7,R169/T07,Dead,,,,,,,,,,,,1999,NA,NA,NA,4,NA,NA,drop
6087,Corymbia serendipita,Corymbia serendipita,Corymbia serendipita,,Species ,D.Nicolle,5994,"Newcastle Range, Qld",18,37,11,143,47,28,18.61972222,143.7911111,168,25,R168/T25,Dead,,,,,,,,,,,,1999,NA,NA,NA,10,NA,NA,drop
6088,Corymbia serendipita,Corymbia serendipita,Corymbia serendipita,,Species ,D.Nicolle,5996,"Newcastle Range, Qld",18,37,11,143,47,28,18.61972222,143.7911111,168,26,R168/T26,Dead,,,,,,,,,,,,1999,NA,NA,NA,10,NA,NA,drop
6089,Corymbia serendipita,Corymbia serendipita,Corymbia serendipita,,Species ,D.Nicolle,5996,"Newcastle Range, Qld",18,37,11,143,47,28,18.61972222,143.7911111,241,5,R241/T05,Dead,,,,,,,,,,,,2002,NA,NA,NA,10,NA,NA,drop
6090,Corymbia serendipita,Corymbia serendipita,Corymbia serendipita,,Species ,D.Nicolle,5996,"Newcastle Range, Qld",18,37,11,143,47,28,18.61972222,143.7911111,241,6,R241/T06,Dead,,,,,,,,,,,,2002,NA,NA,NA,10,NA,NA,drop
6091,Corymbia serendipita,Corymbia serendipita,Corymbia serendipita,,Species ,D.Nicolle,5996,"Newcastle Range, Qld",18,37,11,143,47,28,18.61972222,143.7911111,241,7,R241/T07,Dead,,,,,,,,,,,,2002,NA,NA,NA,10,NA,NA,drop
6092,Corymbia serendipita,Corymbia serendipita,Corymbia serendipita,,Species ,D.Nicolle,5997,"Newcastle Range, Qld",18,37,11,143,47,28,18.61972222,143.7911111,241,8,R241/T08,Dead,,,,,,,,,,,,2002,NA,NA,NA,10,NA,0,drop
6093,Corymbia serendipita,Corymbia serendipita,Corymbia serendipita,,Species ,D.Nicolle,5997,"Newcastle Range, Qld",18,37,11,143,47,28,18.61972222,143.7911111,302,19,R302/T19,Dead,,,,,,,,,,,,2010,NA,NA,NA,10,NA,0,drop
6094,Corymbia ligans (subsp. novacastrensis),Corymbia ligans,Corymbia ligans,,Species ,D.Nicolle,5997,"Newcastle Range, Qld",18,37,11,143,47,28,18.61972222,143.7911111,168,31,R168/T31,Dead,,,,,,,,,,,,1999,NA,NA,NA,7,NA,0,drop
6095,Corymbia ligans (subsp. novacastrensis),Corymbia ligans,Corymbia ligans,,Species ,D.Nicolle,5997,"Newcastle Range, Qld",18,37,11,143,47,28,18.61972222,143.7911111,168,32,R168/T32,Dead,,,,,,,,,,,,1999,NA,NA,NA,7,NA,0,drop
6096,Corymbia ligans (subsp. novacastrensis),Corymbia ligans,Corymbia ligans,,Species ,D.Nicolle,60,"Newcastle Range, Qld",18,37,11,143,47,28,18.61972222,143.7911111,168,33,R168/T33,Dead,,,,,,,,,,,,1999,NA,NA,NA,7,NA,0,drop
6097,Corymbia ligans (subsp. novacastrensis),Corymbia ligans,Corymbia ligans,,Species ,D.Nicolle,60,"Newcastle Range, Qld",18,37,11,143,47,28,18.61972222,143.7911111,244,1,R244/T01,Dead,,,,,,,,,,,,2002,NA,NA,NA,7,NA,0,drop
6098,Corymbia ligans (subsp. novacastrensis),Corymbia ligans,Corymbia ligans,,Species ,D.Nicolle,60,"Newcastle Range, Qld",18,37,11,143,47,28,18.61972222,143.7911111,244,2,R244/T02,Dead,,,,,,,,,,,,2002,NA,NA,NA,7,NA,0,drop
6099,Corymbia ligans (subsp. novacastrensis),Corymbia ligans,Corymbia ligans,,Species ,D.Nicolle,60,"Newcastle Range, Qld",18,37,11,143,47,28,18.61972222,143.7911111,244,3,R244/T03,Dead,,,,,,,,,,,,2002,NA,NA,NA,7,NA,0,drop
6100,Corymbia ligans (subsp. novacastrensis),Corymbia ligans,Corymbia ligans,,Species ,D.Nicolle,600,"Newcastle Range, Qld",18,37,11,143,47,28,18.61972222,143.7911111,244,4,R244/T04,Dead,,,,,,,,,,,,2002,NA,NA,NA,7,NA,NA,drop
6101,Corymbia peltata,Corymbia peltata,Corymbia peltata,,Species ,D.Nicolle,600,"Newcastle Range, Qld",18,37,10,143,49,35,18.61944444,143.8263889,168,29,R168/T29,Dead,,,,,,,,,,,,1999,NA,NA,NA,4,NA,NA,drop
6102,Corymbia stockeri subsp. stockeri ,Corymbia stockeri subsp. stockeri,Corymbia stockeri subsp. lamprophylla,,Subspecies,D.Nicolle,600,"Lappa Junction, Qld",17,37,30,144,59,20,17.625,144.9888889,192,29,R192/T29,Dead,,,,,,,,,,,,2000,NA,NA,NA,1,NA,NA,drop
6103,Eucalyptus chartaboma,Eucalyptus chartaboma,Eucalyptus chartaboma,,Species ,D.Nicolle,600,"Lappa Junction, Qld",17,32,26,144,57,21,17.54055556,144.9558333,191,33,R191/T33,Dead,,,,,,,,,,,,2000,NA,NA,NA,2,NA,NA,drop
6104,Eucalyptus chartaboma,Eucalyptus chartaboma,Eucalyptus chartaboma,,Species ,D.Nicolle,6000,"Lappa Junction, Qld",17,32,26,144,57,21,17.54055556,144.9558333,191,34,R191/T34,Dead,,,,,,,,,,,,2000,NA,NA,NA,2,NA,0,drop
6105,Eucalyptus x abdita (arachnaea x E. redunca),Eucalyptus x abdita,,,Hybrid,D.Nicolle,6000,"Mt Misery, WA",30,41,50,115,36,53,30.69722222,115.6147222,27,30,R027/T30,Dead,,,,,,,,,,,,1993,NA,NA,NA,4,NA,0,drop
6106,Corymbia clarksoniana,Corymbia clarksoniana,Corymbia clarksoniana,,Species ,D.Nicolle,6000,"Musgrave, Qld",14,49,12,143,30,58,14.82,143.5161111,246,8,R246/T08,Dead,,,,,,,,,,,,2002,NA,NA,NA,4,NA,0,drop
6107,Corymbia clarksoniana,Corymbia clarksoniana,Corymbia clarksoniana,,Species ,D.Nicolle,6000,"Musgrave, Qld",14,49,12,143,30,58,14.82,143.5161111,246,9,R246/T09,Dead,,,,,,,,,,,,2002,NA,NA,NA,4,NA,0,drop
6108,Corymbia clarksoniana,Corymbia clarksoniana,Corymbia clarksoniana,,Species ,D.Nicolle,6005,"Musgrave, Qld",14,49,12,143,30,58,14.82,143.5161111,246,10,R246/T10,Dead,,,,,,,,,,,,2002,NA,NA,NA,4,NA,0,drop
6109,Corymbia clarksoniana,Corymbia clarksoniana,Corymbia clarksoniana,,Species ,D.Nicolle,6005,"Musgrave, Qld",14,49,12,143,30,58,14.82,143.5161111,246,11,R246/T11,Dead,,,,,,,,,,,,2002,NA,NA,NA,4,NA,0,drop
6110,Corymbia stockeri subsp. peninsularis,Corymbia stockeri subsp. peninsularis,Corymbia stockeri subsp. peninsularis,,Subspecies,D.Nicolle,6005,"Coen, Qld",14,35,57,143,26,23,14.59916667,143.4397222,170,17,R170/T17,Dead,,,,,,,,,,,,1999,NA,NA,NA,9,NA,0,drop
6111,Corymbia stockeri subsp. peninsularis,Corymbia stockeri subsp. peninsularis,Corymbia stockeri subsp. peninsularis,,Subspecies,D.Nicolle,6005,"Coen, Qld",14,35,57,143,26,23,14.59916667,143.4397222,170,18,R170/T18,Dead,,,,,,,,,,,,1999,NA,NA,NA,9,NA,0,drop
6112,Corymbia stockeri subsp. peninsularis,Corymbia stockeri subsp. peninsularis,Corymbia stockeri subsp. peninsularis,,Subspecies,D.Nicolle,601,"Coen, Qld",14,35,57,143,26,23,14.59916667,143.4397222,170,19,R170/T19,Dead,,,,,,,,,,,,1999,NA,NA,NA,9,NA,NA,drop
6113,Corymbia stockeri subsp. peninsularis,Corymbia stockeri subsp. peninsularis,Corymbia stockeri subsp. peninsularis,,Subspecies,D.Nicolle,601,"Coen, Qld",14,35,57,143,26,23,14.59916667,143.4397222,245,7,R245/T07,Dead,,,,,,,,,,,,2002,NA,NA,NA,9,NA,NA,drop
6114,Corymbia stockeri subsp. peninsularis,Corymbia stockeri subsp. peninsularis,Corymbia stockeri subsp. peninsularis,,Subspecies,D.Nicolle,601,"Coen, Qld",14,35,57,143,26,23,14.59916667,143.4397222,245,8,R245/T08,Dead,,,,,,,,,,,,2002,NA,NA,NA,9,NA,NA,drop
6115,Corymbia stockeri subsp. peninsularis,Corymbia stockeri subsp. peninsularis,Corymbia stockeri subsp. peninsularis,,Subspecies,D.Nicolle,601,"Coen, Qld",14,35,57,143,26,23,14.59916667,143.4397222,245,9,R245/T09,Dead,,,,,,,,,,,,2002,NA,NA,NA,9,NA,NA,drop
6116,Corymbia stockeri subsp. peninsularis,Corymbia stockeri subsp. peninsularis,Corymbia stockeri subsp. peninsularis,,Subspecies,D.Nicolle,6010,"Coen, Qld",14,35,57,143,26,23,14.59916667,143.4397222,245,10,R245/T10,Dead,,,,,,,,,,,,2002,NA,NA,NA,9,NA,0,drop
6117,Corymbia stockeri subsp. peninsularis,Corymbia stockeri subsp. peninsularis,Corymbia stockeri subsp. peninsularis,,Subspecies,D.Nicolle,6010,"Coen, Qld",14,35,57,143,26,23,14.59916667,143.4397222,305,20,R305/T20,Dead,,,,,,,,,,,,2010,NA,NA,NA,9,NA,0,drop
6118,Corymbia nesophila,Corymbia nesophila,Corymbia nesophila,,Species ,D.Nicolle,6010,"Musgrave, Qld",14,24,44,143,22,47,14.41222222,143.3797222,177,28,R177/T28,Dead,,,,,,,,,,,,1999,NA,NA,NA,6,NA,0,drop
6119,Corymbia nesophila,Corymbia nesophila,Corymbia nesophila,,Species ,D.Nicolle,6010,"Musgrave, Qld",14,24,44,143,22,47,14.41222222,143.3797222,177,29,R177/T29,Dead,,,,,,,,,,,,1999,NA,NA,NA,6,NA,0,drop
6120,Corymbia nesophila,Corymbia nesophila,Corymbia nesophila,,Species ,D.Nicolle,6015,"Musgrave, Qld",14,24,44,143,22,47,14.41222222,143.3797222,177,30,R177/T30,Dead,,,,,,,,,,,,1999,NA,NA,NA,6,NA,0.5,drop
6121,Corymbia nesophila,Corymbia nesophila,Corymbia nesophila,,Species ,D.Nicolle,6015,"Musgrave, Qld",14,24,44,143,22,47,14.41222222,143.3797222,305,23,R305/T23,Dead,,,,,,,,,,,,2010,NA,NA,NA,6,NA,0.5,drop
6122,Corymbia nesophila,Corymbia nesophila,Corymbia nesophila,,Species ,D.Nicolle,6015,"Musgrave, Qld",14,24,44,143,22,47,14.41222222,143.3797222,305,24,R305/T24,Dead,,,,,,,,,,,,2010,NA,NA,NA,6,NA,0.5,drop
6123,Corymbia nesophila,Corymbia nesophila,Corymbia nesophila,,Species ,D.Nicolle,6015,"Musgrave, Qld",14,24,44,143,22,47,14.41222222,143.3797222,305,25,R305/T25,Dead,,,,,,,,,,,,2010,NA,NA,NA,6,NA,0.5,drop
6124,Eucalyptus biterranea,Eucalyptus biterranea,Eucalyptus pellita,,Species ,D.Nicolle,6016,"Iron Range, Qld",12,43,33,143,12,22,12.72583333,143.2061111,165,17,R165/T17,Alive,Dead,,,,,,,2 - 3 years,Moderate,,,1999,4,5,1,4,NA,NA,drop
6125,Eucalyptus biterranea,Eucalyptus biterranea,Eucalyptus pellita,,Species ,D.Nicolle,6016,"Iron Range, Qld",12,43,33,143,12,22,12.72583333,143.2061111,165,15,R165/T15,Dead,,,,,,,,,,,,1999,NA,NA,NA,4,NA,NA,drop
6126,Eucalyptus gittinsii subsp. illucida,Eucalyptus gittinsii subsp. illucida,Eucalyptus gittinsii subsp. illucida,,Subspecies,D.Nicolle,6016,"Mt Misery, WA",30,41,50,115,36,53,30.69722222,115.6147222,18,12,R018/T12,Dead,,,,,,,,,,,,1993,NA,NA,NA,4,NA,NA,drop
6127,Eucalyptus gittinsii subsp. illucida,Eucalyptus gittinsii subsp. illucida,Eucalyptus gittinsii subsp. illucida,,Subspecies,D.Nicolle,6016,"Mt Misery, WA",30,41,50,115,36,53,30.69722222,115.6147222,18,13,R018/T13,Dead,,,,,,,,,,,,1993,NA,NA,NA,4,NA,NA,drop
6128,Eucalyptus grandis,Eucalyptus grandis,Eucalyptus grandis,,Species ,D.Nicolle,6017,"Herberton, Qld",17,27,12,145,27,33,17.45333333,145.4591667,165,24,R165/T24,Dead,,,,,,,,,,,,1999,NA,NA,NA,8,NA,NA,drop
