TaxonoriginalDN,Taxonsimplified_DN,Acceptedname_ALA,Note Gbif,Taxonresolution_ALA,Collector,UniqueID,Provenance,Latitudedegrees,Latitudeminutes,Latitudeseconds,Longitudedegrees,Longitudeminutes,Longitudeseconds,Lat,Long,Row,Tree,Row/Tree,StatusFeb2016,Drought2019,Drought2020,Recovery2019-2020,Regrowth,RegrowthLocation,RegrowthAge,Regrowthdieback,Timesincedeath(June2019),Drought2006,MaturityMar2020,Maturity at June 2019,Yearplanted,DroughtImpact_20192020,affected_tree_bin,number_rep_total_per_UniqueID,number_rep_2020_alive_per_UniqueID
Eucalyptus gypsophila,Eucalyptus gypsophila,Eucalyptus gypsophila,,Species ,D.Nicolle,1405,"Yumbarra Con. Park, SA",31,39,28,133,46,43,31.65777778,133.7786111,86,28,R086/T28,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,2,2
Eucalyptus oleosa subsp. ampliata,Eucalyptus oleosa subsp. ampliata,Eucalyptus oleosa subsp. ampliata,Synonym of E. moluccana,Subspecies,D.Nicolle,1408,"Kimba, SA",33,12,20,136,11,36,33.20555556,136.1933333,87,11,R087/T11,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,3,1
Eucalyptus kumarlensis,Eucalyptus kumarlensis,Eucalyptus kumarlensis,,Species ,D.Nicolle,141,"Beete, WA",32,38,33,121,30,21,32.6425,121.5058333,11,35,R011/T35,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,4,3
Eucalyptus kumarlensis,Eucalyptus kumarlensis,Eucalyptus kumarlensis,,Species ,D.Nicolle,141,"Beete, WA",32,38,33,121,30,21,32.6425,121.5058333,11,36,R011/T36,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,4,3
Eucalyptus kumarlensis,Eucalyptus kumarlensis,Eucalyptus kumarlensis,,Species ,D.Nicolle,141,"Beete, WA",32,38,33,121,30,21,32.6425,121.5058333,11,38,R011/T38,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,4,3
Eucalyptus melanoxylon,Eucalyptus melanoxylon,Eucalyptus melanoxylon,,Species,D.Nicolle,143,"Lake Gilmore, WA",32,40,16,121,32,23,32.67111111,121.5397222,11,27,R011/T27,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,4,3
Eucalyptus melanoxylon,Eucalyptus melanoxylon,Eucalyptus melanoxylon,,Species,D.Nicolle,143,"Lake Gilmore, WA",32,40,16,121,32,23,32.67111111,121.5397222,11,28,R011/T28,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,4,3
Eucalyptus melanoxylon,Eucalyptus melanoxylon,Eucalyptus melanoxylon,,Species,D.Nicolle,143,"Lake Gilmore, WA",32,40,16,121,32,23,32.67111111,121.5397222,11,30,R011/T30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,4,3
Eucalyptus cylindriflora,Eucalyptus cylindriflora,Eucalyptus cylindriflora,,Species ,D.Nicolle,144,"Salmon Gums, WA",32,52,19,121,35,29,32.87194444,121.5913889,17,12,R017/T12,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,4,1
Eucalyptus diptera,Eucalyptus diptera,Eucalyptus diptera,,Species ,D.Nicolle,146,"Salmon Gums, WA",32,57,51,121,38,3,32.96416667,121.6341667,21,19,R021/T19,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,12,2
Eucalyptus diptera,Eucalyptus diptera,Eucalyptus diptera,,Species ,D.Nicolle,146,"Salmon Gums, WA",32,57,51,121,38,3,32.96416667,121.6341667,85,29,R085/T29,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,12,2
Eucalyptus misella,Eucalyptus misella,Eucalyptus misella,,Species ,D.Nicolle,147,"Lort River, WA",33,6,54,121,11,41,33.115,121.1947222,24,29,R024/T29,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,4,4
Eucalyptus misella,Eucalyptus misella,Eucalyptus misella,,Species ,D.Nicolle,147,"Lort River, WA",33,6,54,121,11,41,33.115,121.1947222,24,30,R024/T30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,4,4
Eucalyptus misella,Eucalyptus misella,Eucalyptus misella,,Species ,D.Nicolle,147,"Lort River, WA",33,6,54,121,11,41,33.115,121.1947222,24,31,R024/T31,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,4,4
Eucalyptus misella,Eucalyptus misella,Eucalyptus misella,,Species ,D.Nicolle,147,"Lort River, WA",33,6,54,121,11,41,33.115,121.1947222,24,32,R024/T32,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,4,4
Eucalyptus perangusta,Eucalyptus perangusta,Eucalyptus perangusta,,Species ,D.Nicolle,148,"Lort River, WA",33,6,23,121,11,26,33.10638889,121.1905556,12,21,R012/T21,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,4,4
Eucalyptus perangusta,Eucalyptus perangusta,Eucalyptus perangusta,,Species ,D.Nicolle,148,"Lort River, WA",33,6,23,121,11,26,33.10638889,121.1905556,12,22,R012/T22,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,4,4
Eucalyptus perangusta,Eucalyptus perangusta,Eucalyptus perangusta,,Species ,D.Nicolle,148,"Lort River, WA",33,6,23,121,11,26,33.10638889,121.1905556,12,23,R012/T23,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,4,4
Eucalyptus perangusta,Eucalyptus perangusta,Eucalyptus perangusta,,Species ,D.Nicolle,148,"Lort River, WA",33,6,23,121,11,26,33.10638889,121.1905556,12,24,R012/T24,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,4,4
Eucalyptus delicata,Eucalyptus delicata,Eucalyptus delicata,,Species ,D.Nicolle,149,"Lort River, WA",33,3,21,121,10,27,33.05583333,121.1741667,19,29,R019/T29,Alive,None evident,None evident,?,,,,,,None evident,,,1993,0,0,3,2
Eucalyptus delicata,Eucalyptus delicata,Eucalyptus delicata,,Species ,D.Nicolle,149,"Lort River, WA",33,3,21,121,10,27,33.05583333,121.1741667,19,30,R019/T30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,3,2
Eucalyptus angustissima,Eucalyptus angustissima,Eucalyptus angustissima,,Species ,D.Nicolle,150,"Lort River 1, WA",33,2,46,121,10,20,33.04611111,121.1722222,13,20,R013/T20,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,4,4
Eucalyptus angustissima,Eucalyptus angustissima,Eucalyptus angustissima,,Species ,D.Nicolle,150,"Lort River 1, WA",33,2,46,121,10,20,33.04611111,121.1722222,13,23,R013/T23,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,4,4
Eucalyptus angustissima,Eucalyptus angustissima,Eucalyptus angustissima,,Species ,D.Nicolle,150,"Lort River 1, WA",33,2,46,121,10,20,33.04611111,121.1722222,13,22,R013/T22,Alive,Slight,None evident,?,None evident,,,,,None evident,Flowered,Flowered,1993,0,0,4,4
Eucalyptus eremicola subsp. eremicola,Eucalyptus eremicola subsp. eremicola,Eucalyptus eremicola subsp. eremicola,,Subspecies,D.Nicolle,1500,"Maralinga, SA",29,51,26,131,14,44,29.85722222,131.2455556,86,24,R086/T24,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,5,3
Eucalyptus eremicola subsp. eremicola,Eucalyptus eremicola subsp. eremicola,Eucalyptus eremicola subsp. eremicola,,Subspecies,D.Nicolle,1500,"Maralinga, SA",29,51,26,131,14,44,29.85722222,131.2455556,345,21,R345/T21,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,,2017,0,0,5,3
Eucalyptus eremicola subsp. eremicola,Eucalyptus eremicola subsp. eremicola,Eucalyptus eremicola subsp. eremicola,,Subspecies,D.Nicolle,1500,"Maralinga, SA",29,51,26,131,14,44,29.85722222,131.2455556,345,22,R345/T22,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,5,3
Eucalyptus vokesensis,Eucalyptus vokesensis,Eucalyptus vokesensis,,Species ,D.Nicolle,1502,"Maralinga, SA",29,43,51,131,5,9,29.73083333,131.0858333,87,1,R087/T01,Alive,None evident,None evident,?,,,,,,None evident,,,1996,0,0,2,1
Eucalyptus canescens subsp. beadellii,Eucalyptus canescens subsp. beadellii,Eucalyptus canescens subsp. beadellii,,Subspecies,D.Nicolle,1506,"Oak Valley, SA",29,20,7,130,13,15,29.33527778,130.2208333,86,1,R086/T01,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,4,3
Eucalyptus canescens subsp. beadellii,Eucalyptus canescens subsp. beadellii,Eucalyptus canescens subsp. beadellii,,Subspecies,D.Nicolle,1506,"Oak Valley, SA",29,20,7,130,13,15,29.33527778,130.2208333,86,2,R086/T02,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,4,3
Eucalyptus canescens subsp. beadellii,Eucalyptus canescens subsp. beadellii,Eucalyptus canescens subsp. beadellii,,Subspecies,D.Nicolle,1506,"Oak Valley, SA",29,20,7,130,13,15,29.33527778,130.2208333,86,3,R086/T03,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,4,3
Eucalyptus glomerosa,Eucalyptus glomerosa,Eucalyptus glomerosa,,Species ,D.Nicolle,1508,"Voakes Hill, SA",28,52,56,130,27,43,28.88222222,130.4619444,86,5,R086/T05,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,5,3
Eucalyptus glomerosa,Eucalyptus glomerosa,Eucalyptus glomerosa,,Species ,D.Nicolle,1508,"Voakes Hill, SA",28,52,56,130,27,43,28.88222222,130.4619444,183,13,R183/T13,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000,0,0,5,3
Eucalyptus glomerosa,Eucalyptus glomerosa,Eucalyptus glomerosa,,Species ,D.Nicolle,1508,"Voakes Hill, SA",28,52,56,130,27,43,28.88222222,130.4619444,183,15,R183/T15,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000,0,0,5,3
Eucalyptus eremicola subsp. peeneri,Eucalyptus eremicola subsp. peeneri,Eucalyptus eremicola subsp. peeneri,,Subspecies,D.Nicolle,1518,"Voakes Hill, SA",28,30,42,129,28,41,28.51166667,129.4780556,83,1,R083/T01,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1998,0,0,4,4
Eucalyptus eremicola subsp. peeneri,Eucalyptus eremicola subsp. peeneri,Eucalyptus eremicola subsp. peeneri,,Subspecies,D.Nicolle,1518,"Voakes Hill, SA",28,30,42,129,28,41,28.51166667,129.4780556,83,2,R083/T02,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1998,0,0,4,4
Eucalyptus eremicola subsp. peeneri,Eucalyptus eremicola subsp. peeneri,Eucalyptus eremicola subsp. peeneri,,Subspecies,D.Nicolle,1518,"Voakes Hill, SA",28,30,42,129,28,41,28.51166667,129.4780556,83,3,R083/T03,Alive,None evident,None evident,?,,,,,,None evident,,,1998,0,0,4,4
Eucalyptus eremicola subsp. peeneri,Eucalyptus eremicola subsp. peeneri,Eucalyptus eremicola subsp. peeneri,,Subspecies,D.Nicolle,1518,"Voakes Hill, SA",28,30,42,129,28,41,28.51166667,129.4780556,83,4,R083/T04,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1998,0,0,4,4
Eucalyptus dolichorhyncha,Eucalyptus dolichorhyncha,Eucalyptus dolichorhyncha,,Species ,D.Nicolle,152,"Grass Patch, WA",33,9,34,121,26,47,33.15944444,121.4463889,43,10,R043/T10,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,4,3
Eucalyptus dolichorhyncha,Eucalyptus dolichorhyncha,Eucalyptus dolichorhyncha,,Species ,D.Nicolle,152,"Grass Patch, WA",33,9,34,121,26,47,33.15944444,121.4463889,43,11,R043/T11,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,4,3
Eucalyptus dolichorhyncha,Eucalyptus dolichorhyncha,Eucalyptus dolichorhyncha,,Species ,D.Nicolle,152,"Grass Patch, WA",33,9,34,121,26,47,33.15944444,121.4463889,43,12,R043/T12,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,4,3
Eucalyptus gypsophila,Eucalyptus gypsophila,Eucalyptus gypsophila,,Species ,D.Nicolle,1520,"Serpentine Lakes, WA",28,30,35,128,59,40,28.50972222,128.9944444,87,3,R087/T03,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,3,2
Eucalyptus gypsophila,Eucalyptus gypsophila,Eucalyptus gypsophila,,Species ,D.Nicolle,1520,"Serpentine Lakes, WA",28,30,35,128,59,40,28.50972222,128.9944444,87,5,R087/T05,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,3,2
Eucalyptus leptocalyx subsp. leptocalyx,Eucalyptus leptocalyx subsp. leptocalyx,Eucalyptus leptocalyx subsp. leptocalyx,,Subspecies,D.Nicolle,153,"Grass Patch, WA",33,9,34,121,26,47,33.15944444,121.4463889,17,20,R017/T20,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,4,1
Eucalyptus alatissima,Eucalyptus alatissima,Eucalyptus alatissima,,Species ,D.Nicolle,1530,"Ilkurlka, WA",28,18,45,127,14,15,28.3125,127.2375,132,26,R132/T26,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1997,0,0,3,1
Eucalyptus trivalva (pruinose form),Eucalyptus trivalva,Eucalyptus trivalva,,Species ,D.Nicolle,1534,"Neale Junction, WA",28,18,4,126,13,17,28.30111111,126.2213889,86,7,R086/T07,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,1,1
Eucalyptus youngiana (glaucous form),Eucalyptus youngiana,Eucalyptus youngiana,,Species ,D.Nicolle,1535,"Neale Junction, WA",28,18,18,125,50,37,28.305,125.8436111,132,19,R132/T19,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1997,0,0,2,2
Eucalyptus youngiana (glaucous form),Eucalyptus youngiana,Eucalyptus youngiana,,Species ,D.Nicolle,1535,"Neale Junction, WA",28,18,18,125,50,37,28.305,125.8436111,132,20,R132/T20,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1997,0,0,2,2
Eucalyptus pleurocarpa,Eucalyptus pleurocarpa,Eucalyptus pleurocarpa,Synonym of Eucalyptus tetragona,Species ,D.Nicolle,154,"Grass Patch, WA",33,9,28,121,38,25,33.15777778,121.6402778,71,13,R071/T13,Alive,None evident,None evident,?,,,,,,Severe,Flowered,Flowered,1995,0,0,4,2
Eucalyptus effusa subsp. exsul,Eucalyptus effusa subsp. exsul,Eucalyptus effusa subsp. exsul,,Subspecies,D.Nicolle,1540,"Morton Craig Range, WA",28,13,40,124,39,57,28.22777778,124.6658333,86,10,R086/T10,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,4,2
Eucalyptus effusa subsp. exsul,Eucalyptus effusa subsp. exsul,Eucalyptus effusa subsp. exsul,,Subspecies,D.Nicolle,1540,"Morton Craig Range, WA",28,13,40,124,39,57,28.22777778,124.6658333,86,11,R086/T11,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,4,2
Eucalyptus eremicola subsp. peeneri,Eucalyptus eremicola subsp. peeneri,Eucalyptus eremicola subsp. peeneri,,Subspecies,D.Nicolle,1542,"Lake Yeo, WA",28,6,4,124,12,45,28.10111111,124.2125,86,12,R086/T12,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,4,4
Eucalyptus eremicola subsp. peeneri,Eucalyptus eremicola subsp. peeneri,Eucalyptus eremicola subsp. peeneri,,Subspecies,D.Nicolle,1542,"Lake Yeo, WA",28,6,4,124,12,45,28.10111111,124.2125,86,13,R086/T13,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,4,4
Eucalyptus eremicola subsp. peeneri,Eucalyptus eremicola subsp. peeneri,Eucalyptus eremicola subsp. peeneri,,Subspecies,D.Nicolle,1542,"Lake Yeo, WA",28,6,4,124,12,45,28.10111111,124.2125,86,14,R086/T14,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,4,4
Eucalyptus eremicola subsp. peeneri,Eucalyptus eremicola subsp. peeneri,Eucalyptus eremicola subsp. peeneri,,Subspecies,D.Nicolle,1542,"Lake Yeo, WA",28,6,4,124,12,45,28.10111111,124.2125,86,15,R086/T15,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,4,4
Eucalyptus striaticalyx,Eucalyptus striaticalyx,Eucalyptus striaticalyx,,Species,D.Nicolle,1548,"Milly Soak, WA",27,17,10,117,55,44,27.28611111,117.9288889,88,9,R088/T09,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,8,7
Eucalyptus striaticalyx,Eucalyptus striaticalyx,Eucalyptus striaticalyx,,Species,D.Nicolle,1548,"Milly Soak, WA",27,17,10,117,55,44,27.28611111,117.9288889,88,10,R088/T10,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,8,7
Eucalyptus striaticalyx,Eucalyptus striaticalyx,Eucalyptus striaticalyx,,Species,D.Nicolle,1548,"Milly Soak, WA",27,17,10,117,55,44,27.28611111,117.9288889,88,11,R088/T11,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,8,7
Eucalyptus striaticalyx,Eucalyptus striaticalyx,Eucalyptus striaticalyx,,Species,D.Nicolle,1548,"Milly Soak, WA",27,17,10,117,55,44,27.28611111,117.9288889,88,12,R088/T12,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,8,7
Eucalyptus striaticalyx,Eucalyptus striaticalyx,Eucalyptus striaticalyx,,Species,D.Nicolle,1548,"Milly Soak, WA",27,17,10,117,55,44,27.28611111,117.9288889,201,9,R201/T09,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2002,0,0,8,7
Eucalyptus striaticalyx,Eucalyptus striaticalyx,Eucalyptus striaticalyx,,Species,D.Nicolle,1548,"Milly Soak, WA",27,17,10,117,55,44,27.28611111,117.9288889,201,10,R201/T10,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2002,0,0,8,7
Eucalyptus striaticalyx,Eucalyptus striaticalyx,Eucalyptus striaticalyx,,Species,D.Nicolle,1548,"Milly Soak, WA",27,17,10,117,55,44,27.28611111,117.9288889,201,11,R201/T11,Alive,None evident,None evident,?,,,,,,Not applicable,,,2002,0,0,8,7
Eucalyptus halophila,Eucalyptus halophila,Eucalyptus halophila,,Species ,D.Nicolle,155,"Truslove, WA",33,20,18,121,44,50,33.33833333,121.7472222,12,33,R012/T33,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,4,4
Eucalyptus halophila,Eucalyptus halophila,Eucalyptus halophila,,Species ,D.Nicolle,155,"Truslove, WA",33,20,18,121,44,50,33.33833333,121.7472222,12,34,R012/T34,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,4,4
Eucalyptus halophila,Eucalyptus halophila,Eucalyptus halophila,,Species ,D.Nicolle,155,"Truslove, WA",33,20,18,121,44,50,33.33833333,121.7472222,12,35,R012/T35,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,4,4
Eucalyptus halophila,Eucalyptus halophila,Eucalyptus halophila,,Species ,D.Nicolle,155,"Truslove, WA",33,20,18,121,44,50,33.33833333,121.7472222,12,36,R012/T36,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,4,4
Eucalyptus repullulans,Eucalyptus repullulans,Eucalyptus repullulans,,Species ,D.Nicolle,1550,"Tallering Peak, WA",28,5,35,115,39,29,28.09305556,115.6580556,86,37,R086/T37,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,2,1
Eucalyptus effusa subsp. exsul,Eucalyptus effusa subsp. exsul,Eucalyptus effusa subsp. exsul,,Subspecies,D.Nicolle,1554,"Youanmi, WA",28,36,15,118,47,40,28.60416667,118.7944444,88,13,R088/T13,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,3,1
Eucalyptus merrickiae,Eucalyptus merrickiae,Eucalyptus merrickiae,,Species ,D.Nicolle,156,"Truslove, WA",33,20,22,121,45,38,33.33944444,121.7605556,16,24,R016/T24,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,4,3
Eucalyptus merrickiae,Eucalyptus merrickiae,Eucalyptus merrickiae,,Species ,D.Nicolle,156,"Truslove, WA",33,20,22,121,45,38,33.33944444,121.7605556,16,27,R016/T27,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,4,3
Eucalyptus merrickiae,Eucalyptus merrickiae,Eucalyptus merrickiae,,Species ,D.Nicolle,156,"Truslove, WA",33,20,22,121,45,38,33.33944444,121.7605556,16,25,R016/T25,Alive,Slight,None evident,?,None evident,,,,,None evident,Flowered,Flowered,1993,0,0,4,3
Eucalyptus yilgarnensis,Eucalyptus yilgarnensis,Eucalyptus yilgarnensis,,Species ,D.Nicolle,1566,"Pigeon Rock, WA",29,56,14,119,15,32,29.93722222,119.2588889,88,20,R088/T20,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,4,4
Eucalyptus yilgarnensis,Eucalyptus yilgarnensis,Eucalyptus yilgarnensis,,Species ,D.Nicolle,1566,"Pigeon Rock, WA",29,56,14,119,15,32,29.93722222,119.2588889,88,21,R088/T21,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,4,4
Eucalyptus yilgarnensis,Eucalyptus yilgarnensis,Eucalyptus yilgarnensis,,Species ,D.Nicolle,1566,"Pigeon Rock, WA",29,56,14,119,15,32,29.93722222,119.2588889,88,22,R088/T22,Alive,None evident,None evident,?,,,,,,None evident,,,1996,0,0,4,4
Eucalyptus yilgarnensis,Eucalyptus yilgarnensis,Eucalyptus yilgarnensis,,Species ,D.Nicolle,1566,"Pigeon Rock, WA",29,56,14,119,15,32,29.93722222,119.2588889,88,23,R088/T23,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,4,4
Eucalyptus formanii subsp. formanii,Eucalyptus formanii subsp. formanii,Eucalyptus formanii,,Species ,D.Nicolle,1567,"Pigeon Rock, WA",29,56,43,119,15,4,29.94527778,119.2511111,88,24,R088/T24,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,4,3
Eucalyptus formanii subsp. formanii,Eucalyptus formanii subsp. formanii,Eucalyptus formanii,,Species ,D.Nicolle,1567,"Pigeon Rock, WA",29,56,43,119,15,4,29.94527778,119.2511111,88,25,R088/T25,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,4,3
Eucalyptus formanii subsp. formanii,Eucalyptus formanii subsp. formanii,Eucalyptus formanii,,Species ,D.Nicolle,1567,"Pigeon Rock, WA",29,56,43,119,15,4,29.94527778,119.2511111,88,26,R088/T26,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,4,3
Eucalyptus longissima,Eucalyptus longissima,Eucalyptus longissima,,Species ,D.Nicolle,1569,"Norseman 1, WA",32,9,4,121,44,9,32.15111111,121.7358333,88,29,R088/T29,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,4,3
Eucalyptus longissima,Eucalyptus longissima,Eucalyptus longissima,,Species ,D.Nicolle,1569,"Norseman 1, WA",32,9,4,121,44,9,32.15111111,121.7358333,88,30,R088/T30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,4,3
Eucalyptus longissima,Eucalyptus longissima,Eucalyptus longissima,,Species ,D.Nicolle,1569,"Norseman 1, WA",32,9,4,121,44,9,32.15111111,121.7358333,88,31,R088/T31,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,0,0,4,3
Eucalyptus rigens,Eucalyptus rigens,Eucalyptus rigens,,Species ,D.Nicolle,157,"Truslove, WA",33,20,55,121,46,0,33.34861111,121.7666667,24,1,R024/T01,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,0,0,4,4
