UniqueID,Yearplanted.x,Drought2006Scale.mean,Drought2006Scale.sd,Drought2006Scale.l,Drought2019Scale.mean,Drought2019Scale.sd,Drought2019Scale.l,Drought2020Scale.mean,Drought2020Scale.sd,Drought2020Scale.l,Taxonsimplified_DN,Provenance.x,latitude,longitude,AICorrected,Aridclass,MAT,MTWarmQ,MTColdQ,AP,PWetM,PDryM,PS,PWetQ,PDryQ,PWarmQ,PColdQ,MDR,ISOT,TS,MaxTWarmM,MinTCM,TAR,MTWetQ,MeanTDryQ,et0_yr_corrected,PrecDeficit,Taxonthornhill_AC_VPM,Thornhill_bionomial_tip_match,MotherTreeHeight_AVG_m,RegenStrategysimplified,height_max_m,Habit,LeafLenghtavg_mm,LeafWidth_avg_mm,LeafAreaEst_cm2,n,Diamthickness.mm..mean,Diamthickness.mm..sd,Diamthickness.mm..l,Wooddensity.g.cm3..mean,Wooddensity.g.cm3..sd,Wooddensity.g.cm3..l,Average.Size_cm2.mean,Average.Size_cm2.sd,Average.Size_cm2.l,SLA_m2.kg.mean,SLA_m2.kg.sd,SLA_m2.kg.l,d13C.mean,d13C.sd,d13C.l,totalN.mean,totalN.sd,totalN.l,totalC.mean,totalC.sd,totalC.l
3757,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus calcicola subsp. unita,"Point Hillier, WA",-35.06194444,117.1525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus calcicola subsp. unita,NA,2,Lignotuber resprouter,6,Mallee,67.5,17,8.0325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3759,2001,0,0,4,2,1.414213562,4,2,1.825741858,4,Eucalyptus goniantha subsp. kynoura,"Point Hillier, WA",-35.0625,117.155,0.1434,Arid,15.625,24.66666794,7.550000191,285,38,5,38.10249329,91,36,36,80,12.64999962,39.2857132,704.0128784,33.70000076,1.5,32.20000076,8.550000191,24.66666794,0.1986,-284.8014,Eucalyptus goniantha subsp. kynoura,NA,1,Lignotuber resprouter,1,Mallee,85,19.5,11.6025,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3761,2001,1,NA,NA,NA,NA,NA,NA,NA,NA,Corymbia ficifolia,"Mt Frankland, WA",-34.81638889,116.8811111,0.6937,Humid,14.58333,18.38333,11.08333,1010,164,25,59.95649,445,80,88,445,9.733334,54.68164,301.3631,24.7,6.9,17.8,11.08333,18.1,0.1455,-1009.8545,Corymbia ficifolia,corymbia ficifolia,8,Combination resprouter,10,Tree,14,37.5,3.675,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3761,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corymbia ficifolia,"Mt Frankland, WA",-34.81638889,116.8811111,0.6937,Humid,14.58333,18.38333,11.08333,1010,164,25,59.95649,445,80,88,445,9.733334,54.68164,301.3631,24.7,6.9,17.8,11.08333,18.1,0.1455,-1009.8545,Corymbia ficifolia,corymbia ficifolia,8,Combination resprouter,10,Tree,14,37.5,3.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3762,2001,0,0,3,0.666666667,0.577350269,3,1.333333333,0.577350269,3,Eucalyptus preissiana subsp. preissiana,"Mobrup, WA",-34.12416667,117.0661111,0.295,Semiarid,15.44167,20.6,10.68333,513,83,14,56.9399,223,50,54,223,12.61667,53.46045,415.4342,29.3,5.7,23.6,11.7,20.56667,0.1738,-512.8262,eucalyptus preissiana subsp. preissiana,eucalyptus preissiana,7,Lignotuber resprouter,2.5,Mallee,97.5,37.5,25.59375,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3763,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus todtiana,"Gunyidi, WA",-30.21388889,116.0783333,0.1678,Arid,19.00833,25.66667,12.66667,392,68,9,64.74644,190,34,53,186,14.18333,50.11779,539.1358,35.1,6.8,28.3,13.96667,23.68333,0.2335,-391.7665,Eucalyptus todtiana,eucalyptus todtiana,7,Combination resprouter,5,Tree,102.5,18.5,13.27375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3763,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus todtiana,"Gunyidi, WA",-30.21388889,116.0783333,0.1678,Arid,19.00833,25.66667,12.66667,392,68,9,64.74644,190,34,53,186,14.18333,50.11779,539.1358,35.1,6.8,28.3,13.96667,23.68333,0.2335,-391.7665,Eucalyptus todtiana,eucalyptus todtiana,7,Combination resprouter,5,Tree,102.5,18.5,13.27375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3766,2001,0,0,4,0,0,4,0,0,4,Eucalyptus petraea,"Coorow, WA",-29.92333333,116.1122222,0.144,Arid,19.3125,26.2,12.73333,350,59,8,61.57726,166,32,37,161,14.09167,49.09988,558.102,35.7,7,28.7,13.98333,24.21667,0.2429,-349.7571,eucalyptus petraea,eucalyptus petraea,4,Lignotuber resprouter,5,Mallee,112.5,25,19.6875,4,1.6925,0.512652416,2,0.775,0.021213203,2,11.188,2.395677775,2,3.504838847,0.04172287,2,-26.875,0.96873629,2,0.85,0.070710678,2,52.25,1.343502884,2
3768,2001,0,0,4,0,0,4,0,0,4,Eucalyptus moderata,"Three Springs, WA",-29.59583333,115.6869444,0.1688,Arid,19.44583,26.28333,13.01667,399,72,11,68.29331,198,34,46,196,14.20833,50.02935,548.9141,35.6,7.2,28.4,14.3,24.11667,0.2363,-398.7637,eucalyptus moderata,eucalyptus moderata,5,Lignotuber resprouter,10,Mallee,20,16,2.24,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3771,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus x impensa,"South Eneabba NR 2, WA",-30.00472222,115.2575,0.2285,Semiarid,19.85833,25.96667,14.31667,534,113,7,83.13969,294,31,37,294,13.65,52.09924,481.8564,34.8,8.6,26.2,14.31667,25.68333,0.2336,-533.7664,E. impensa,NA,1.5,Lignotuber resprouter,1.5,Mallee,122.5,60,51.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3779,2001,0,0,3,0,0,3,0,0,3,Eucalyptus clivicola,"Tambellup, WA",-34.15666667,117.8633333,0.2109,Semiarid,15.5875,20.55,10.78333,371,56,12,49.04094,152,45,46,147,12.29167,53.91082,407.5209,28.6,5.8,22.8,11.81667,20.53333,0.1758,-370.8242,Eucalyptus clivicola,eucalyptus clivicola,8,Obligate seeder,12,Tree,70,12.5,6.125,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3779,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus clivicola,"Tambellup, WA",-34.15666667,117.8633333,0.2109,Semiarid,15.5875,20.55,10.78333,371,56,12,49.04094,152,45,46,147,12.29167,53.91082,407.5209,28.6,5.8,22.8,11.81667,20.53333,0.1758,-370.8242,Eucalyptus clivicola,eucalyptus clivicola,8,Obligate seeder,12,Tree,70,12.5,6.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3786,2002,NA,NA,2,4,0,2,4,0,2,Eucalyptus victoriana,"Mount Thackeray 2, Vic",-37.29583333,142.3369444,0.9494,Humid,9.754167,14.7,5.1,1156,146,41,37.57914,419,153,153,419,8.841666,44.43049,388.0631,21.8,1.9,19.9,5.1,14.7,0.1217,-1155.8783,Eucalyptus victoriana,eucalyptus victoriana,9.5,Combination resprouter,20,Tree,111,37.5,29.1375,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3786,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus victoriana,"Mount Thackeray 2, Vic",-37.29583333,142.3369444,0.9494,Humid,9.754167,14.7,5.1,1156,146,41,37.57914,419,153,153,419,8.841666,44.43049,388.0631,21.8,1.9,19.9,5.1,14.7,0.1217,-1155.8783,Eucalyptus victoriana,eucalyptus victoriana,9.5,Combination resprouter,20,Tree,111,37.5,29.1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3787,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus verrucata,"Mt Abrupt 2, Vic",-37.59194444,142.3627778,0.5504,Dry Subhumuid,12.29583,16.98333,7.8,737,90,26,32.99324,254,104,104,248,10.30833,49.0873,370.3221,24.8,3.8,21,8.35,16.98333,0.1338,-736.8662,Eucalyptus verrucata,eucalyptus verrucata,3,Lignotuber resprouter,5,Mallee,87.5,57.5,35.21875,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3787,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus verrucata,"Mt Abrupt 2, Vic",-37.59194444,142.3627778,0.5504,Dry Subhumuid,12.29583,16.98333,7.8,737,90,26,32.99324,254,104,104,248,10.30833,49.0873,370.3221,24.8,3.8,21,8.35,16.98333,0.1338,-736.8662,Eucalyptus verrucata,eucalyptus verrucata,3,Lignotuber resprouter,5,Mallee,87.5,57.5,35.21875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3788,2002,NA,NA,3,0.333333333,0.577350269,3,0,0,3,Eucalyptus leucoxylon subsp. leucoxylon,"Glenisla, Vic",-37.23777778,142.2505556,0.4536,Semiarid,13.075,18.15,8.116667,664,83,23,36.89835,237,88,88,235,11,48.45815,406.4173,26.3,3.6,22.7,8.766666,18.15,0.1463,-663.8537,Eucalyptus leucoxylon subsp. leucoxylon ,eucalyptus leucoxylon,7,Combination resprouter,25,Tree,122.5,20,17.15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3788,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus leucoxylon subsp. leucoxylon,"Glenisla, Vic",-37.23777778,142.2505556,0.4536,Semiarid,13.075,18.15,8.116667,664,83,23,36.89835,237,88,88,235,11,48.45815,406.4173,26.3,3.6,22.7,8.766666,18.15,0.1463,-663.8537,Eucalyptus leucoxylon subsp. leucoxylon ,eucalyptus leucoxylon,7,Combination resprouter,25,Tree,122.5,20,17.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3789,2002,NA,NA,4,1.25,0.5,4,1.75,0.957427108,4,Eucalyptus goniocalyx subsp. viridissima,"Red Rock, Vic",-37.18361111,142.2597222,0.494,Semiarid,12.87917,18.03333,7.883333,722,89,25,37.75909,259,95,95,258,10.825,47.68723,411.5738,26.2,3.5,22.7,8.533333,18.03333,0.1461,-721.8539,Eucalyptus goniocalyx subsp. viridissima,NA,12,Combination resprouter,15,Tree,167.5,22.5,26.38125,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3796,2002,NA,NA,4,0,0,4,0,0,4,Eucalyptus blakelyi,Warby Range Vic,-36.29861111,146.1644444,0.4651,Semiarid,14.44167,21.21667,7.9,747,85,37,26.61942,246,130,137,238,11.96667,44.65174,543.5859,29.5,2.7,26.8,8.65,21.06667,0.1605,-746.8395,Eucalyptus blakelyi ,eucalyptus blakelyi,7.5,Combination resprouter,25,Tree,130,26,23.66,4,2.316666667,0.160649722,3,0.633333333,0.057735027,3,15.20833333,3.034148535,3,3.818438813,0.128480254,3,-28.86,0.216564078,3,1,0.1,3,51.83333333,2.367136104,3
3797,2002,NA,NA,2,2.5,0.707106781,2,2,0,2,Eucalyptus neglecta,"Buckland Valley, Vic",-36.96916667,146.9338889,0.78,Humid,11.80417,17.75,5.833333,1080,135,50,29.22483,373,180,180,354,11.64167,45.83333,486.5157,26.2,0.8,25.4,6.533333,17.75,0.1384,-1079.8616,eucalyptus neglecta,eucalyptus neglecta,7,Polymorphic,7,Tree,125,57,49.875,2,2,0.091923882,2,0.685,0.021213203,2,35.257,5.767162907,2,5.736414031,0.23291551,2,-26.56,0.084852814,2,1.1,0.141421356,2,49.65,0.070710678,2
3797,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus neglecta,"Buckland Valley, Vic",-36.96916667,146.9338889,0.78,Humid,11.80417,17.75,5.833333,1080,135,50,29.22483,373,180,180,354,11.64167,45.83333,486.5157,26.2,0.8,25.4,6.533333,17.75,0.1384,-1079.8616,eucalyptus neglecta,eucalyptus neglecta,7,Polymorphic,7,Tree,125,57,49.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3799,2002,NA,NA,4,0.25,0.5,4,0.75,0.957427108,4,Eucalyptus mannifera subsp. Alpine Victoria,"Mt Buffalo, Vic",-36.70944444,146.8272222,0.9536,Humid,10.81667,17.18333,4.65,1300,164,55,33.48186,461,199,199,452,10.05,41.70124,511.621,24.6,0.5,24.1,5.183333,17.18333,0.1363,-1299.8637,"Eucalyptus mannifera 
subsp. mannifera",Eucalyptus mannifera,6,Combination resprouter,20,Tree,127.5,20,17.85,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3800,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus pauciflora subsp. niphophila,"Mt Bogong, Vic",-36.725,147.3055556,1.7494,Humid,5.925,12.18333,-0.06666669,1746,189,83,24.93019,549,289,289,547,7.566667,35.86098,500.343,18,-3.1,21.1,0.1833333,12.18333,0.0998,-1745.9002,Eucalyptus pauciflora subsp. niphophila,eucalyptus pauciflora,3,Polymorphic,7,Shrub,75,21,11.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3801,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus pauciflora subsp. hedraia,"Mt Bogong, Vic",-36.71388889,147.2944444,1.2601,Humid,8.066667,14.21667,2.066667,1436,161,66,26.74051,466,241,241,466,8.650001,38.78924,495.8663,20.6,-1.7,22.3,2.066667,14.21667,0.1139,-1435.8861,Eucalyptus pauciflora subsp. hedraia,eucalyptus pauciflora,14,Polymorphic,10,Tree,105,27.5,20.2125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3802,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus globoidea,"Sandy Creek Upper, Vic",-36.40527778,147.1316667,0.713,Humid,13.48333,20.08333,7.133333,1083,134,46,31.12695,377,174,187,367,12.81667,47.1201,529.2934,29,1.8,27.2,7.816667,20,0.1518,-1082.8482,Eucalyptus globoidea ,eucalyptus globoidea,14,Combination resprouter,40,Tree,102.5,26,18.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3806,2002,NA,NA,2,0,0,2,0,0,2,Eucalyptus spathulata subsp. salina,"Quairading, WA",-31.895,117.5055556,0.1506,Arid,17.87083,24.45,11.58333,325,54,10,55.61073,147,39,40,145,13.65833,49.66667,532.1033,33.3,5.8,27.5,12.73333,22.71667,0.2157,-324.7843,Eucalyptus spathulata subsp. salina,NA,8,Obligate seeder,10,Tree,2.5,5,0.0875,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3806,2018,NA,NA,4,0,0,4,0,0,4,Eucalyptus spathulata subsp. salina,"Quairading, WA",-31.895,117.5055556,0.1506,Arid,17.87083,24.45,11.58333,325,54,10,55.61073,147,39,40,145,13.65833,49.66667,532.1033,33.3,5.8,27.5,12.73333,22.71667,0.2157,-324.7843,Eucalyptus spathulata subsp. salina,NA,8,Obligate seeder,10,Tree,2.5,5,0.0875,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3806,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus spathulata subsp. salina,"Quairading, WA",-31.895,117.5055556,0.1506,Arid,17.87083,24.45,11.58333,325,54,10,55.61073,147,39,40,145,13.65833,49.66667,532.1033,33.3,5.8,27.5,12.73333,22.71667,0.2157,-324.7843,Eucalyptus spathulata subsp. salina,NA,8,Obligate seeder,10,Tree,2.5,5,0.0875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3813,2002,NA,NA,4,0.25,0.5,4,0.25,0.5,4,Eucalyptus caesia,"Pingaring, WA",-32.74888889,118.6605556,0.1724,Arid,16.79167,22.8,10.9,349,50,14,45.07821,142,52,52,142,13.9,51.67286,491.1482,32,5.1,26.9,10.9,22.8,0.2023,-348.7977,Eucalyptus caesia subsp. caesia,NA,10,Lignotuber resprouter,10,Mallee,95,20,13.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3814,2002,NA,NA,3,0,0,3,0,0,3,Eucalyptus suggrandis subsp. promiscua,"Harris Nature Res., WA",-32.80833333,118.7886111,0.1744,Arid,16.6125,22.51667,10.83333,354,50,14,43.48549,143,53,53,143,13.725,51.79245,482.4376,31.6,5.1,26.5,10.83333,22.51667,0.2028,-353.7972,Eucalyptus suggrandis subsp. promiscua,eucalyptus suggrandis,5,Lignotuber resprouter,5,Mallee,51.5,6.5,2.34325,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3814,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus suggrandis subsp. promiscua,"Harris Nature Res., WA",-32.80833333,118.7886111,0.1744,Arid,16.6125,22.51667,10.83333,354,50,14,43.48549,143,53,53,143,13.725,51.79245,482.4376,31.6,5.1,26.5,10.83333,22.51667,0.2028,-353.7972,Eucalyptus suggrandis subsp. promiscua,eucalyptus suggrandis,5,Lignotuber resprouter,5,Mallee,51.5,6.5,2.34325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3816,2002,NA,NA,3,1,1,3,0.333333333,0.577350269,3,Eucalyptus singularis,"Pingaring, WA",-32.75166667,118.9786111,0.1855,Arid,15.92083,21.68333,10.33333,358,48,14,38.74244,138,55,55,138,12.94167,50.75164,468.942,30.3,4.8,25.5,10.33333,21.68333,0.1929,-357.8071,eucalyptus singularis,eucalyptus singularis,8,Obligate seeder,6,Tree,92.5,13,8.4175,3,2.146666667,0.385043288,3,0.793333333,0.005773503,3,7.699,0.372295581,3,2.557113844,0.114416981,3,-26.42333333,1.068659597,3,0.733333333,0.057735027,3,52.06666667,0.680685929,3
3816,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus singularis,"Pingaring, WA",-32.75166667,118.9786111,0.1855,Arid,15.92083,21.68333,10.33333,358,48,14,38.74244,138,55,55,138,12.94167,50.75164,468.942,30.3,4.8,25.5,10.33333,21.68333,0.1929,-357.8071,eucalyptus singularis,eucalyptus singularis,8,Obligate seeder,6,Tree,92.5,13,8.4175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3829,2002,NA,NA,2,0,0,2,0,0,2,Eucalyptus calycogona subsp. calycogona,"Forrestania, WA",-32.33805556,120.0269444,0.1717,Arid,16.4375,22.38333,10.43333,351,45,13,38.78619,133,51,53,132,13.225,50.4771,487.8716,31,4.8,26.2,11.41667,20.96667,0.2043,-350.7957,Eucalyptus calycogona subsp. calycogona,eucalyptus calycogona,2,Lignotuber resprouter,5,Mallee,75,13.5,7.0875,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3829,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus calycogona subsp. calycogona,"Forrestania, WA",-32.33805556,120.0269444,0.1717,Arid,16.4375,22.38333,10.43333,351,45,13,38.78619,133,51,53,132,13.225,50.4771,487.8716,31,4.8,26.2,11.41667,20.96667,0.2043,-350.7957,Eucalyptus calycogona subsp. calycogona,eucalyptus calycogona,2,Lignotuber resprouter,5,Mallee,75,13.5,7.0875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3830,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus vittata,"Lake Johnston, WA",-32.28166667,120.2652778,0.1483,Arid,16.9,22.86667,10.86667,309,40,12,36.94304,118,48,48,113,13.33333,50.50505,489.6566,31.3,4.9,26.4,11.81667,21.46667,0.2083,-308.7917,Eucalyptus vittata ,eucalyptus vittata,12,Obligate seeder,14,Tree,110,15,11.55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3830,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus vittata,"Lake Johnston, WA",-32.28166667,120.2652778,0.1483,Arid,16.9,22.86667,10.86667,309,40,12,36.94304,118,48,48,113,13.33333,50.50505,489.6566,31.3,4.9,26.4,11.81667,21.46667,0.2083,-308.7917,Eucalyptus vittata ,eucalyptus vittata,12,Obligate seeder,14,Tree,110,15,11.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3831,2002,NA,NA,2,0,0,2,0,0,2,Eucalyptus salubris,"Mt Day, WA",-32.22472222,120.4488889,0.1477,Arid,16.5875,22.5,10.61667,300,38,13,34.16569,112,48,48,107,12.70833,49.2571,484.867,30.7,4.9,25.8,11.6,22.5,0.2031,-299.7969,eucalyptus salubris,eucalyptus salubris,7,Obligate seeder,15,Tree,85,11,6.545,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3831,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus salubris,"Mt Day, WA",-32.22472222,120.4488889,0.1477,Arid,16.5875,22.5,10.61667,300,38,13,34.16569,112,48,48,107,12.70833,49.2571,484.867,30.7,4.9,25.8,11.6,22.5,0.2031,-299.7969,eucalyptus salubris,eucalyptus salubris,7,Obligate seeder,15,Tree,85,11,6.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3877,2002,NA,NA,2,0,0,2,0,0,2,Eucalyptus ecdysiastes,"Southern Hills station, WA",-32.40444444,122.4855556,0.1651,Arid,16.85833,22.5,10.95,321,34,19,16.27073,92,67,74,86,14.13333,52.54028,467.3807,31.3,4.4,26.9,17.46667,19.06667,0.1944,-320.8056,NA,eucalyptus horistes,6,Lignotuber resprouter,11,Tree,67.5,8,3.78,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3877,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus ecdysiastes,"Southern Hills station, WA",-32.40444444,122.4855556,0.1651,Arid,16.85833,22.5,10.95,321,34,19,16.27073,92,67,74,86,14.13333,52.54028,467.3807,31.3,4.4,26.9,17.46667,19.06667,0.1944,-320.8056,NA,eucalyptus horistes,6,Lignotuber resprouter,11,Tree,67.5,8,3.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3880,2002,NA,NA,3,0,0,3,0,0,3,Eucalyptus fraseri subsp. fraseri,"Dundas Nature Res., WA",-32.44638889,122.4419444,0.1683,Arid,16.83333,22.5,10.88333,329,34,20,15.62705,94,69,75,89,14.3,52.76753,469.5565,31.4,4.3,27.1,11.76667,19.03333,0.1954,-328.8046,Eucalyptus fraseri subsp. fraseri,eucalyptus fraseri,8,Obligate seeder,15,Tree,130,24,21.84,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3880,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus fraseri subsp. fraseri,"Dundas Nature Res., WA",-32.44638889,122.4419444,0.1683,Arid,16.83333,22.5,10.88333,329,34,20,15.62705,94,69,75,89,14.3,52.76753,469.5565,31.4,4.3,27.1,11.76667,19.03333,0.1954,-328.8046,Eucalyptus fraseri subsp. fraseri,eucalyptus fraseri,8,Obligate seeder,15,Tree,130,24,21.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3882,2002,NA,NA,3,0,0,3,0,0,3,Eucalyptus salicola,"Dundas Nature Res., WA",-32.60388889,122.3775,0.1735,Arid,16.525,21.96667,10.83333,327,33,21,13.5109,91,68,77,88,13.85,53.06513,451.0065,30.5,4.4,26.1,17.2,18.53333,0.1884,-326.8116,eucalyptus salicola,eucalyptus salicola,8,Obligate seeder,15,Tree,70,8,3.92,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3882,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus salicola,"Dundas Nature Res, WA",-32.60388889,122.3775,0.1735,Arid,16.525,21.96667,10.83333,327,33,21,13.5109,91,68,77,88,13.85,53.06513,451.0065,30.5,4.4,26.1,17.2,18.53333,0.1884,-326.8116,eucalyptus salicola,eucalyptus salicola,8,Obligate seeder,15,Tree,70,8,3.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3897,2002,NA,NA,4,0,0,4,0,0,4,Eucalyptus dissimulata subsp. plauta,"Grass Patch, WA",-33.11,121.6955556,0.1873,Arid,16.56667,21.73333,11.2,352,39,18,25.0807,116,60,60,114,13.63333,54.53334,430.2712,30.3,5.3,25,12.21667,21.73333,0.1878,-351.8122,eucalyptus dissimulata,eucalyptus dissimulata,7,Lignotuber resprouter,6,Mallee,80,14,7.84,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
