UniqueID,Yearplanted.x,Drought2006Scale.mean,Drought2006Scale.sd,Drought2006Scale.l,Drought2019Scale.mean,Drought2019Scale.sd,Drought2019Scale.l,Drought2020Scale.mean,Drought2020Scale.sd,Drought2020Scale.l,Taxonsimplified_DN,Provenance.x,latitude,longitude,AICorrected,Aridclass,MAT,MTWarmQ,MTColdQ,AP,PWetM,PDryM,PS,PWetQ,PDryQ,PWarmQ,PColdQ,MDR,ISOT,TS,MaxTWarmM,MinTCM,TAR,MTWetQ,MeanTDryQ,et0_yr_corrected,PrecDeficit,Taxonthornhill_AC_VPM,Thornhill_bionomial_tip_match,MotherTreeHeight_AVG_m,RegenStrategysimplified,height_max_m,Habit,LeafLenghtavg_mm,LeafWidth_avg_mm,LeafAreaEst_cm2,n,Diamthickness.mm..mean,Diamthickness.mm..sd,Diamthickness.mm..l,Wooddensity.g.cm3..mean,Wooddensity.g.cm3..sd,Wooddensity.g.cm3..l,Average.Size_cm2.mean,Average.Size_cm2.sd,Average.Size_cm2.l,SLA_m2.kg.mean,SLA_m2.kg.sd,SLA_m2.kg.l,d13C.mean,d13C.sd,d13C.l,totalN.mean,totalN.sd,totalN.l,totalC.mean,totalC.sd,totalC.l
746,1994,0,0,4,0,0,4,0,0,4,Eucalyptus caleyi subsp. caleyi,"Bylong, NSW",-32.40361111,150.2280556,0.3752,Semiarid,16.875,23.08333,10.33333,648,93,33,29.87578,225,120,225,120,12.21667,46.80715,513.5372,29.9,3.8,26.1,23.08333,10.33333,0.1726,-647.8274,Eucalyptus caleyi subsp. caleyi,eucalyptus caleyi,10,Combination resprouter,30,Tree,77.5,31.5,17.08875,4,3.3775,0.583363094,2,0.655,0.021213203,2,22.59238,2.962904692,2,4.267159797,0.316960047,2,-28.92,0.240416306,2,0.95,0.070710678,2,47.35,0.494974747,2
747,1994,1.25,0.957427108,4,0.75,0.5,4,1,0,4,Eucalyptus conica,"Bylong, NSW",-32.40388889,150.2222222,0.3791,Semiarid,16.7875,23.01667,10.25,653,94,33,30.08189,227,121,227,122,12.30833,46.97837,514.1724,29.9,3.7,26.2,23.01667,13.66667,0.1722,-652.8278,Eucalyptus conica,eucalyptus conica,8,Combination resprouter,20,Tree,97.5,17.5,11.94375,4,2.718333333,0.290789156,3,0.68,0.01,3,8.41211,1.002765287,3,4.630117262,0.440410457,3,-28.10666667,0.569766034,3,1.166666667,0.115470054,3,49.46666667,0.850490055,3
751,1994,1,1.154700538,4,0,0,4,0,0,4,Eucalyptus dwyeri,"Wollar, NSW",-32.30194444,150.0472222,0.3934,Semiarid,16.08333,22.36667,9.516666,662,95,36,27.89203,222,125,222,126,11.38333,45.17196,518.2371,28.8,3.6,25.2,22.36667,12.96667,0.1682,-661.8318,Eucalyptus dwyeri,eucalyptus dwyeri,4,Polymorphic,10,Mallee,110,18.5,14.245,4,2.063333333,0.124933316,3,0.666666667,0.051316014,3,11.70760667,1.339655837,3,3.88077498,0.983788351,3,-28.08,0.685054742,3,1.033333333,0.251661148,3,49.93333333,1.078579312,3
753,1994,3,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus nobilis,"Liverpool Range, NSW",-31.86111111,150.1663889,0.4823,Semiarid,14.775,21,8.3,764,109,48,26.40281,257,154,251,154,10.71667,44.10151,512.5405,27.3,3,24.3,19.85,8.3,0.1583,-763.8417,eucalyptus nobilis,eucalyptus nobilis,40,Combination resprouter,70,Tree,147.5,20,20.65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,1999,0,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus nobilis,"Liverpool Range, NSW",-31.86111111,150.1663889,0.4823,Semiarid,14.775,21,8.3,764,109,48,26.40281,257,154,251,154,10.71667,44.10151,512.5405,27.3,3,24.3,19.85,8.3,0.1583,-763.8417,eucalyptus nobilis,eucalyptus nobilis,40,Combination resprouter,70,Tree,147.5,20,20.65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus nobilis,"Liverpool Range, NSW",-31.86111111,150.1663889,0.4823,Semiarid,14.775,21,8.3,764,109,48,26.40281,257,154,251,154,10.71667,44.10151,512.5405,27.3,3,24.3,19.85,8.3,0.1583,-763.8417,eucalyptus nobilis,eucalyptus nobilis,40,Combination resprouter,70,Tree,147.5,20,20.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus nobilis,"Liverpool Range, NSW",-31.86111111,150.1663889,0.4823,Semiarid,14.775,21,8.3,764,109,48,26.40281,257,154,251,154,10.71667,44.10151,512.5405,27.3,3,24.3,19.85,8.3,0.1583,-763.8417,eucalyptus nobilis,eucalyptus nobilis,40,Combination resprouter,70,Tree,147.5,20,20.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
759,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus lactea,"Liverpool Range, NSW",-31.76972222,150.1516667,0.6767,Humid,12.53333,18.71667,6.15,980,122,60,19.10812,301,201,293,230,10.66667,44.07714,507.6118,25.4,1.2,24.2,17.46667,13.1,0.1448,-979.8552,NA,eucalyptus elliptica,18,Combination resprouter,10,Tree,122.5,20,17.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760,1994,2.666666667,0.577350269,3,0.333333333,0.577350269,3,0.666666667,0.577350269,3,Eucalyptus bridgesiana,"Liverpool Range, NSW",-31.74472222,149.9527778,0.5375,Dry Subhumuid,13.66667,20.25,6.916667,847,114,51,23.0276,272,170,266,188,12.21667,46.10063,537.5167,27.6,1.1,26.5,18.96667,10.53333,0.1575,-846.8425,Eucalyptus bridgesiana,eucalyptus bridgesiana,10,Combination resprouter,25,Tree,160,20,22.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
762,1994,3,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus camphora subsp. camphora,"Coxs Creek, NSW",-32.74666667,150.1022222,0.5058,Dry Subhumuid,13.89583,19.91667,7.633333,761,95,43,21.20758,238,152,238,152,10.70833,44.43292,494.6737,26.4,2.3,24.1,19.91667,10.98333,0.1504,-760.8496,Eucalyptus camphora subsp. camphora,eucalyptus camphora,6,Combination resprouter,10,Mallee,90,22.5,14.175,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
762,1998,2.333333333,0.577350269,3,2,0,3,2,0,3,Eucalyptus camphora subsp. camphora,"Coxs Creek, NSW",-32.74666667,150.1022222,0.5058,Dry Subhumuid,13.89583,19.91667,7.633333,761,95,43,21.20758,238,152,238,152,10.70833,44.43292,494.6737,26.4,2.3,24.1,19.91667,10.98333,0.1504,-760.8496,Eucalyptus camphora subsp. camphora,eucalyptus camphora,6,Combination resprouter,10,Mallee,90,22.5,14.175,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
762,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus camphora subsp. camphora,"Coxs Creek, NSW",-32.74666667,150.1022222,0.5058,Dry Subhumuid,13.89583,19.91667,7.633333,761,95,43,21.20758,238,152,238,152,10.70833,44.43292,494.6737,26.4,2.3,24.1,19.91667,10.98333,0.1504,-760.8496,Eucalyptus camphora subsp. camphora,eucalyptus camphora,6,Combination resprouter,10,Mallee,90,22.5,14.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
762,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus camphora subsp. camphora,"Coxs Creek, NSW",-32.74666667,150.1022222,0.5058,Dry Subhumuid,13.89583,19.91667,7.633333,761,95,43,21.20758,238,152,238,152,10.70833,44.43292,494.6737,26.4,2.3,24.1,19.91667,10.98333,0.1504,-760.8496,Eucalyptus camphora subsp. camphora,eucalyptus camphora,6,Combination resprouter,10,Mallee,90,22.5,14.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
763,1994,0,0,2,0,0,2,0,0,2,Eucalyptus tenella,"Rylstone, NSW",-32.74861111,150.1508333,0.5427,Dry Subhumuid,13.58333,19.51667,7.4,805,100,46,20.691,250,160,250,160,10.46667,43.97759,488.4918,26,2.2,23.8,19.51667,7.4,0.1483,-804.8517,Eucalyptus tenella,eucalyptus tenella,15,Combination resprouter,15,Tree,100,12.5,8.75,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
763,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus tenella,"Rylstone, NSW",-32.74861111,150.1508333,0.5427,Dry Subhumuid,13.58333,19.51667,7.4,805,100,46,20.691,250,160,250,160,10.46667,43.97759,488.4918,26,2.2,23.8,19.51667,7.4,0.1483,-804.8517,Eucalyptus tenella,eucalyptus tenella,15,Combination resprouter,15,Tree,100,12.5,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
770,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus corticosa,"Rylstone, NSW",-32.85638889,150.2280556,0.5633,Dry Subhumuid,13.55833,19.53333,7.316667,830,104,49,22.13584,267,160,261,160,11.01667,45.15027,492.2113,26.2,1.8,24.4,19.06667,7.316667,0.1473,-829.8527,Eucalyptus corticosa,eucalyptus corticosa,8,Combination resprouter,8,Tree,110,15.5,11.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
771,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus multicaulis,"Wollemi NP, NSW",-32.9175,150.3552778,0.6362,Dry Subhumuid,13.625,19.33333,7.666667,910,116,51,24.30381,303,168,294,168,10.08333,44.22515,469.0294,25.5,2.7,22.8,18.9,7.666667,0.143,-909.857,eucalyptus multicaulis,eucalyptus multicaulis,5,Lignotuber resprouter,8,Mallee,110,22,16.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
771,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus multicaulis,"Wollemi NP, NSW",-32.9175,150.3552778,0.6362,Dry Subhumuid,13.625,19.33333,7.666667,910,116,51,24.30381,303,168,294,168,10.08333,44.22515,469.0294,25.5,2.7,22.8,18.9,7.666667,0.143,-909.857,eucalyptus multicaulis,eucalyptus multicaulis,5,Lignotuber resprouter,8,Mallee,110,22,16.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,1998,2.5,0.707106781,2,3.5,0.707106781,2,3.5,0.707106781,2,Eucalyptus apiculata,"Wollemi Nat. Park, NSW",-32.92194444,150.3505556,0.6362,Dry Subhumuid,13.625,19.33333,7.666667,910,116,51,24.30381,303,168,294,168,10.08333,44.22515,469.0294,25.5,2.7,22.8,18.9,7.666667,0.143,-909.857,Eucalyptus apiculata,eucalyptus apiculata,6,Lignotuber resprouter,6,Mallee,72.5,5,2.5375,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus apiculata,"Wollemi Nat. Park, NSW",-32.92194444,150.3505556,0.6362,Dry Subhumuid,13.625,19.33333,7.666667,910,116,51,24.30381,303,168,294,168,10.08333,44.22515,469.0294,25.5,2.7,22.8,18.9,7.666667,0.143,-909.857,Eucalyptus apiculata,eucalyptus apiculata,6,Lignotuber resprouter,6,Mallee,72.5,5,2.5375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus apiculata,"Wollemi Nat. Park, NSW",-32.92194444,150.3505556,0.6362,Dry Subhumuid,13.625,19.33333,7.666667,910,116,51,24.30381,303,168,294,168,10.08333,44.22515,469.0294,25.5,2.7,22.8,18.9,7.666667,0.143,-909.857,Eucalyptus apiculata,eucalyptus apiculata,6,Lignotuber resprouter,6,Mallee,72.5,5,2.5375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
773,1994,0,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus bensonii,"Wollemi, NSW",-32.9325,150.3619444,0.6215,Dry Subhumuid,13.79167,19.48333,7.85,897,115,50,24.58892,299,166,290,166,10.2,44.73684,467.2737,25.6,2.8,22.8,19.03333,7.85,0.1443,-896.8557,Eucalyptus bensonii,eucalyptus bensonii,8,Polymorphic,8,Tree,90,28,17.64,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
773,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus bensonii,"Wollemi, NSW",-32.9325,150.3619444,0.6215,Dry Subhumuid,13.79167,19.48333,7.85,897,115,50,24.58892,299,166,290,166,10.2,44.73684,467.2737,25.6,2.8,22.8,19.03333,7.85,0.1443,-896.8557,Eucalyptus bensonii,eucalyptus bensonii,8,Polymorphic,8,Tree,90,28,17.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
776,1994,2.333333333,1.154700538,3,3.666666667,0.577350269,3,4,0,3,Eucalyptus alligatrix subsp. miscella,"Rylstone, NSW",-32.83722222,149.9347222,0.4312,Semiarid,14.64167,21.06667,8.033333,688,83,37,19.88912,210,136,210,140,12.8,47.58364,524.7373,28.6,1.7,26.9,21.06667,11.43333,0.1595,-687.8405,Eucalyptus alligatrix subsp. miscella,NA,8,Combination resprouter,15,Tree,125,18,15.75,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
776,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus alligatrix subsp. miscella,"Rylstone, NSW",-32.83722222,149.9347222,0.4312,Semiarid,14.64167,21.06667,8.033333,688,83,37,19.88912,210,136,210,140,12.8,47.58364,524.7373,28.6,1.7,26.9,21.06667,11.43333,0.1595,-687.8405,Eucalyptus alligatrix subsp. miscella,NA,8,Combination resprouter,15,Tree,125,18,15.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
777,1994,0,0,4,0.5,0.577350269,4,0.5,0.577350269,4,Eucalyptus melliodora,"Rylstone, NSW",-32.71222222,149.9661111,0.4644,Semiarid,14.475,20.86667,7.866667,734,90,40,20.44896,227,145,227,150,12.66667,47.26368,523.3003,28.4,1.6,26.8,20.86667,11.3,0.158,-733.842,eucalyptus melliodora,eucalyptus melliodora,15,Combination resprouter,30,Tree,100,19,13.3,4,2.771666667,0.08326664,3,0.66,0.026457513,3,11.31404333,0.839198749,3,4.826038399,0.572401852,3,-27.53,1.520493341,3,1.033333333,0.152752523,3,48.83333333,1.011599394,3
779,1994,0,0,2,0.5,0.707106781,2,0.5,0.707106781,2,Eucalyptus macrorhyncha subsp. cannonii,"Capertee, NSW",-33.05777778,149.9233333,0.5336,Dry Subhumuid,12.85,18.93333,6.583333,782,91,44,17.7756,233,157,233,165,11.33333,45.69893,496.7943,26,1.2,24.8,18.93333,9.933333,0.1465,-781.8535,Eucalyptus macrorhyncha subsp. cannonii,NA,12,Combination resprouter,13,Tree,110,21.5,16.555,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
779,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus macrorhyncha subsp. cannonii,"Capertee, NSW",-33.05777778,149.9233333,0.5336,Dry Subhumuid,12.85,18.93333,6.583333,782,91,44,17.7756,233,157,233,165,11.33333,45.69893,496.7943,26,1.2,24.8,18.93333,9.933333,0.1465,-781.8535,Eucalyptus macrorhyncha subsp. cannonii,NA,12,Combination resprouter,13,Tree,110,21.5,16.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,1994,1.5,2.121320344,2,0,0,2,1.5,0.707106781,2,Eucalyptus rossii,"Pyramul, NSW",-32.82138889,149.7216667,0.5734,Dry Subhumuid,12.975,19.16667,6.583333,849,96,52,16.14588,242,175,242,197,11.01667,44.60189,508.6457,26.1,1.4,24.7,17.88333,10.03333,0.148,-848.852,NA,eucalyptus racemosa,10,Combination resprouter,15,Tree,102.5,16.5,11.83875,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus rossii,"Pyramul, NSW",-32.82138889,149.7216667,0.5734,Dry Subhumuid,12.975,19.16667,6.583333,849,96,52,16.14588,242,175,242,197,11.01667,44.60189,508.6457,26.1,1.4,24.7,17.88333,10.03333,0.148,-848.852,NA,eucalyptus racemosa,10,Combination resprouter,15,Tree,102.5,16.5,11.83875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
783,1995,0,0,4,0,0,4,0,0,4,Eucalyptus behriana,"Tarlee, SA",-34.35388889,138.7869444,0.2317,Semiarid,16.11667,22,10.41667,446,55,18,37.03397,160,60,60,154,12.75,50,473.8926,30.8,5.3,25.5,11,22,0.1924,-445.8076,Eucalyptus behriana,eucalyptus behriana,8,Lignotuber resprouter,12,Tree,87.5,31.5,19.29375,4,2.175,0.135277493,3,0.773333333,0.030550505,3,22.15100667,3.805187509,3,3.304883086,0.304791259,3,-28.50666667,0.470141823,3,1.166666667,0.152752523,3,49.16666667,0.776745347,3
792,1995,0.5,1,4,0,0,4,0,0,4,Eucalyptus diversifolia subsp. diversifolia,"Kangaroo Island, SA",-35.84416667,137.7455556,0.3266,Semiarid,15.60417,19.4,11.9,525,82,11,57.3703,234,50,51,234,7.325,46.95513,308.1651,24.2,8.6,15.6,11.9,19.33333,0.1607,-524.8393,Eucalyptus diversifolia subsp. diversifolia,eucalyptus diversifolia,4,Lignotuber resprouter,6,Mallee,77.5,16,8.68,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
804,1995,2.5,0.707106781,2,4,0,2,4,0,2,Eucalyptus obliqua,"Kangaroo Island, SA",-35.98111111,137.1430556,0.3683,Semiarid,15.47083,19.45,11.65,582,92,15,58.49079,264,54,62,264,8.224999,48.66864,322.0351,25.3,8.4,16.9,11.65,19.45,0.158,-581.842,eucalyptus obliqua,eucalyptus obliqua,4,Combination resprouter,90,Tree,140,42.5,41.65,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805,1995,3,0,3,1.333333333,1.154700538,3,0.333333333,0.577350269,3,Eucalyptus ovata subsp. ovata,"Kangaroo Island, SA",-35.96805556,136.7405556,0.5033,Dry Subhumuid,14.48333,18.15,10.91667,733,121,15,62.13153,345,64,73,345,7.266666,47.18615,294.4744,23.4,8,15.4,10.91667,18.06667,0.1456,-732.8544,Eucalyptus ovata var. ovata ,NA,10,Combination resprouter,20,Tree,130,33,30.03,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus ovata subsp. ovata,"Kangaroo Island, SA",-35.96805556,136.7405556,0.5033,Dry Subhumuid,14.48333,18.15,10.91667,733,121,15,62.13153,345,64,73,345,7.266666,47.18615,294.4744,23.4,8,15.4,10.91667,18.06667,0.1456,-732.8544,Eucalyptus ovata var. ovata ,NA,10,Combination resprouter,20,Tree,130,33,30.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
806,1995,0,0,4,1,0,4,1.5,0.577350269,4,Eucalyptus rugosa,"Kangaroo Island, SA",-36.01138889,136.7358333,0.4818,Semiarid,14.58333,18.08333,11.2,701,115,14,61.76119,328,61,70,328,6.7,46.52777,280.0352,22.8,8.4,14.4,11.2,17.95,0.1454,-700.8546,eucalyptus rugosa,eucalyptus rugosa,6,Lignotuber resprouter,10,Mallee,85,18.5,11.0075,4,1.983333333,0.262694372,3,0.683333333,0.015275252,3,17.69999667,3.441067227,3,3.049610629,0.360616566,3,-27.42333333,0.402036483,3,0.866666667,0.057735027,3,51,0.346410162,3
812,1995,2.333333333,0.577350269,3,2.666666667,1.154700538,3,3.333333333,0.577350269,3,Eucalyptus remota,"Kangaroo Island, SA",-35.90583333,136.8141667,0.532,Dry Subhumuid,14.40417,18.21667,10.68333,785,129,16,61.58094,367,70,78,367,7.558333,46.94617,307.8699,23.8,7.7,16.1,10.68333,18.18333,0.1475,-784.8525,eucalyptus remota,eucalyptus remota,5,Lignotuber resprouter,15,Mallee,112.5,30,23.625,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus remota,"Kangaroo Island, SA",-35.90583333,136.8141667,0.532,Dry Subhumuid,14.40417,18.21667,10.68333,785,129,16,61.58094,367,70,78,367,7.558333,46.94617,307.8699,23.8,7.7,16.1,10.68333,18.18333,0.1475,-784.8525,eucalyptus remota,eucalyptus remota,5,Lignotuber resprouter,15,Mallee,112.5,30,23.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
815,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus baxteri,"Kangaroo Island, SA",-35.71361111,136.9130556,0.5148,Dry Subhumuid,14.15,18.08333,10.4,755,126,15,62.67194,358,66,71,358,7.233333,45.20833,314.5632,23.5,7.5,16,10.4,18.01667,0.1466,-754.8534,Eucalyptus baxteri,eucalyptus baxteri,8,Combination resprouter,40,Tree,105,35,25.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
819,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus cosmophylla,"Kangaroo Island, SA",-35.60777778,137.3869444,0.3333,Semiarid,15.525,19.63333,11.58333,549,93,11,62.58367,261,48,51,261,8.233334,47.86822,332.5009,25.3,8.1,17.2,11.58333,19.61667,0.1647,-548.8353,Eucalyptus cosmophylla,eucalyptus cosmophylla,4,Combination resprouter,10,Mallee,130,31.5,28.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
822,1995,0,0,4,0,0,4,0,0,4,Eucalyptus odorata,"Kangaroo Island, SA",-35.69305556,137.5311111,0.2834,Semiarid,15.97083,20.23333,11.88333,478,77,11,58.495,217,45,45,217,9.241667,50.50091,344.3139,26.2,7.9,18.3,11.88333,20.23333,0.1686,-477.8314,NA,eucalyptus polybractea,6,Polymorphic,7,Mallee,97.5,13,8.8725,4,1.9,0.537656954,3,0.733333333,0.015275252,3,8.741946667,1.829468437,3,2.895007972,0.253702942,3,-28.56,0.2463737,3,1.033333333,0.230940108,3,49.96666667,1.059874206,3
823,1995,0,0,4,0.25,0.5,4,0.25,0.5,4,Eucalyptus camaldulensis subsp. camaldulensis,"Kangaroo Island, SA",-35.69722222,137.5225,0.2842,Semiarid,15.95833,20.21667,11.86667,480,77,11,58.82229,219,45,45,219,9.283334,50.4529,344.6001,26.3,7.9,18.4,11.86667,20.21667,0.1688,-479.8312,Eucalyptus camaldulensis subsp. camaldulensis,eucalyptus camaldulensis,15,Polymorphic,40,Tree,190,19.5,25.935,4,2.236666667,0.726125563,3,0.58,0.02,3,21.75350667,2.354315208,3,6.347338022,0.660131829,3,-27.46,0.670894925,3,1.466666667,0.152752523,3,51.43333333,0.75055535,3
824,1995,0,0,2,0,0,2,0,0,2,Eucalyptus phenax subsp. compressa,"Kangaroo Island, SA",-35.70888889,137.5125,0.2858,Semiarid,15.94583,20.21667,11.85,483,78,11,59.01266,220,45,45,220,9.391666,50.76577,345.7565,26.3,7.8,18.5,11.85,20.21667,0.1689,-482.8311,Eucalyptus phenax subsp. compressa,NA,5,Lignotuber resprouter,8,Mallee,85,25,14.875,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
824,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus phenax subsp. compressa,"Kangaroo Island, SA",-35.70888889,137.5125,0.2858,Semiarid,15.94583,20.21667,11.85,483,78,11,59.01266,220,45,45,220,9.391666,50.76577,345.7565,26.3,7.8,18.5,11.85,20.21667,0.1689,-482.8311,Eucalyptus phenax subsp. compressa,NA,5,Lignotuber resprouter,8,Mallee,85,25,14.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
825,1995,0,0,3,0,0,3,0,0,3,Eucalyptus albopurpurea,"Kangaroo Island, SA",-35.74694444,137.6383333,0.2967,Semiarid,15.84583,19.83333,11.93333,489,78,11,58.55585,221,45,45,221,8.358334,48.87914,325.1815,25.3,8.2,17.1,11.93333,19.83333,0.1647,-488.8353,Eucalyptus albopurpurea (atypical form),eucalyptus albopurpurea,8,Lignotuber resprouter,5,Mallee,105,21,15.435,3,1.795,0.225222113,3,0.706666667,0.015275252,3,17.78633,1.655552384,3,3.038714024,0.480020562,3,-28.88,0.537773186,3,0.933333333,0.152752523,3,51.36666667,0.450924975,3
825,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus albopurpurea,"Kangaroo Island, SA",-35.74694444,137.6383333,0.2967,Semiarid,15.84583,19.83333,11.93333,489,78,11,58.55585,221,45,45,221,8.358334,48.87914,325.1815,25.3,8.2,17.1,11.93333,19.83333,0.1647,-488.8353,Eucalyptus albopurpurea (atypical form),eucalyptus albopurpurea,8,Lignotuber resprouter,5,Mallee,105,21,15.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
