TaxonoriginalDN,taxonsimplified_dn,Taxonsimplified_DN,Acceptedname_ALA,acceptedname_ala,Note Gbif,Taxonresolution_ALA,Collector,UniqueID,Provenance,Latitudedegrees,Latitudeminutes,Latitudeseconds,Longitudedegrees,Longitudeminutes,Longitudeseconds,Row,Tree,StatusFeb2016,Drought2019,Drought2020,Recovery2019-2020,Regrowth,RegrowthLocation,RegrowthAge,Regrowthdieback,Timesincedeath(June2019),Drought2006,MaturityMar2020,Maturity at June 2019,Yearplanted,RowTree
Eucalyptus astringens subsp. redacta,eucalyptus astringens subsp. redacta,Eucalyptus astringens subsp. redacta,Eucalyptus astringens subsp. redacta,eucalyptus astringens subsp. redacta,,Subspecies,D.Nicolle,214,"Beaufort Inlet, WA",34,27,12,118,52,33,28,10,Dead,,,,,,,,,,,,1993,R028/T10
Eucalyptus astringens subsp. redacta,eucalyptus astringens subsp. redacta,Eucalyptus astringens subsp. redacta,Eucalyptus astringens subsp. redacta,eucalyptus astringens subsp. redacta,,Subspecies,D.Nicolle,214,"Beaufort Inlet, WA",34,27,12,118,52,33,28,11,Dead,,,,,,,,,,,,1993,R028/T11
Eucalyptus astringens subsp. redacta,eucalyptus astringens subsp. redacta,Eucalyptus astringens subsp. redacta,Eucalyptus astringens subsp. redacta,eucalyptus astringens subsp. redacta,,Subspecies,D.Nicolle,214,"Beaufort Inlet, WA",34,27,12,118,52,33,28,12,Dead,,,,,,,,,,,,1993,R028/T12
Eucalyptus astringens subsp. redacta,eucalyptus astringens subsp. redacta,Eucalyptus astringens subsp. redacta,Eucalyptus astringens subsp. redacta,eucalyptus astringens subsp. redacta,,Subspecies,D.Nicolle,214,"Beaufort Inlet, WA",34,27,12,118,52,33,85,17,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,R085/T17
Eucalyptus astringens subsp. redacta,eucalyptus astringens subsp. redacta,Eucalyptus astringens subsp. redacta,Eucalyptus astringens subsp. redacta,eucalyptus astringens subsp. redacta,,Subspecies,D.Nicolle,214,"Beaufort Inlet, WA",34,27,12,118,52,33,85,18,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,R085/T18
Eucalyptus astringens subsp. redacta,eucalyptus astringens subsp. redacta,Eucalyptus astringens subsp. redacta,Eucalyptus astringens subsp. redacta,eucalyptus astringens subsp. redacta,,Subspecies,D.Nicolle,214,"Beaufort Inlet, WA",34,27,12,118,52,33,85,19,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1996,R085/T19
Eucalyptus astringens subsp. redacta,eucalyptus astringens subsp. redacta,Eucalyptus astringens subsp. redacta,Eucalyptus astringens subsp. redacta,eucalyptus astringens subsp. redacta,,Subspecies,D.Nicolle,214,"Beaufort Inlet, WA",34,27,12,118,52,33,85,20,Dead,,,,,,,,,,,,1996,R085/T20
Eucalyptus yalatensis ,eucalyptus yalatensis,Eucalyptus yalatensis,Eucalyptus yalatensis,eucalyptus yalatensis,,Species ,D.Nicolle,2142,"Madura Pass, WA",31,53,43,126,58,50,184,6,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000,R184/T06
Eucalyptus yalatensis ,eucalyptus yalatensis,Eucalyptus yalatensis,Eucalyptus yalatensis,eucalyptus yalatensis,,Species ,D.Nicolle,2142,"Madura Pass, WA",31,53,43,126,58,50,184,7,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000,R184/T07
Eucalyptus yalatensis ,eucalyptus yalatensis,Eucalyptus yalatensis,Eucalyptus yalatensis,eucalyptus yalatensis,,Species ,D.Nicolle,2142,"Madura Pass, WA",31,53,43,126,58,50,184,8,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000,R184/T08
Eucalyptus yalatensis ,eucalyptus yalatensis,Eucalyptus yalatensis,Eucalyptus yalatensis,eucalyptus yalatensis,,Species ,D.Nicolle,2142,"Madura Pass, WA",31,53,43,126,58,50,184,5,Dead,,,,,,,,,,,,2000,R184/T05
Eucalyptus utilis,eucalyptus utilis,Eucalyptus utilis,Eucalyptus utilis,eucalyptus utilis,,Species ,D.Nicolle,215,"Beaufort Inlet, WA",34,27,12,118,52,33,42,32,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,R042/T32
Eucalyptus utilis,eucalyptus utilis,Eucalyptus utilis,Eucalyptus utilis,eucalyptus utilis,,Species ,D.Nicolle,215,"Beaufort Inlet, WA",34,27,12,118,52,33,42,33,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,R042/T33
Eucalyptus utilis,eucalyptus utilis,Eucalyptus utilis,Eucalyptus utilis,eucalyptus utilis,,Species ,D.Nicolle,215,"Beaufort Inlet, WA",34,27,12,118,52,33,42,34,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,R042/T34
Eucalyptus utilis,eucalyptus utilis,Eucalyptus utilis,Eucalyptus utilis,eucalyptus utilis,,Species ,D.Nicolle,215,"Beaufort Inlet, WA",34,27,12,118,52,33,42,31,Dead,,,,,,,,,,,,1994,R042/T31
Eucalyptus optima,eucalyptus optima,Eucalyptus optima,Eucalyptus optima,eucalyptus optima,,Species ,D.Nicolle,2154,"Harms Lake, WA",32,14,59,123,25,28,205,8,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2002,R205/T08
Eucalyptus optima,eucalyptus optima,Eucalyptus optima,Eucalyptus optima,eucalyptus optima,,Species ,D.Nicolle,2154,"Harms Lake, WA",32,14,59,123,25,28,205,5,Dead,,,,,,,,,,,,2002,R205/T05
Eucalyptus optima,eucalyptus optima,Eucalyptus optima,Eucalyptus optima,eucalyptus optima,,Species ,D.Nicolle,2154,"Harms Lake, WA",32,14,59,123,25,28,205,6,Dead,,,,,,,,,,,,2002,R205/T06
Eucalyptus optima,eucalyptus optima,Eucalyptus optima,Eucalyptus optima,eucalyptus optima,,Species ,D.Nicolle,2154,"Harms Lake, WA",32,14,59,123,25,28,205,7,Dead,,,,,,,,,,,,2002,R205/T07
Eucalyptus adesmophloia,eucalyptus adesmophloia,Eucalyptus adesmophloia,Eucalyptus adesmophloia,eucalyptus adesmophloia,,Species ,D.Nicolle,216,"Beaufort Inlet, WA",34,25,38,118,52,48,21,6,Alive,None evident,Slight,?,None evident,,,,,None evident,,,1993,R021/T06
Eucalyptus adesmophloia,eucalyptus adesmophloia,Eucalyptus adesmophloia,Eucalyptus adesmophloia,eucalyptus adesmophloia,,Species ,D.Nicolle,216,"Beaufort Inlet, WA",34,25,38,118,52,48,21,5,Dead,,,,,,,,,,,,1993,R021/T05
Eucalyptus adesmophloia,eucalyptus adesmophloia,Eucalyptus adesmophloia,Eucalyptus adesmophloia,eucalyptus adesmophloia,,Species ,D.Nicolle,216,"Beaufort Inlet, WA",34,25,38,118,52,48,21,7,Dead,,,,,,,,,,,,1993,R021/T07
"Eucalyptus longissima 
",eucalyptus longissima,Eucalyptus longissima,Eucalyptus longissima,eucalyptus longissima,,Species ,D.Nicolle,2160,"Jimberlana Hill, WA",32,8,32,121,48,53,187,32,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000,R187/T32
"Eucalyptus longissima 
",eucalyptus longissima,Eucalyptus longissima,Eucalyptus longissima,eucalyptus longissima,,Species ,D.Nicolle,2160,"Jimberlana Hill, WA",32,8,32,121,48,53,187,33,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000,R187/T33
"Eucalyptus longissima 
",eucalyptus longissima,Eucalyptus longissima,Eucalyptus longissima,eucalyptus longissima,,Species ,D.Nicolle,2160,"Jimberlana Hill, WA",32,8,32,121,48,53,187,31,Dead,,,,,,,,,,,,2000,R187/T31
Eucalyptus longissima,eucalyptus longissima,Eucalyptus longissima,Eucalyptus longissima,eucalyptus longissima,,Species ,D.Nicolle,2163,"Norseman 2, WA",32,9,8,121,44,14,228,33,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R228/T33
Eucalyptus longissima,eucalyptus longissima,Eucalyptus longissima,Eucalyptus longissima,eucalyptus longissima,,Species ,D.Nicolle,2163,"Norseman 2, WA",32,9,8,121,44,14,228,34,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R228/T34
Eucalyptus brockwayi,eucalyptus brockwayi,Eucalyptus brockwayi,Eucalyptus brockwayi,eucalyptus brockwayi,,Species ,D.Nicolle,2166,"Norseman 1, WA",32,9,9,121,42,27,187,1,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000,R187/T01
Eucalyptus brockwayi,eucalyptus brockwayi,Eucalyptus brockwayi,Eucalyptus brockwayi,eucalyptus brockwayi,,Species ,D.Nicolle,2166,"Norseman 1, WA",32,9,9,121,42,27,187,2,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000,R187/T02
Eucalyptus brockwayi,eucalyptus brockwayi,Eucalyptus brockwayi,Eucalyptus brockwayi,eucalyptus brockwayi,,Species ,D.Nicolle,2166,"Norseman 1, WA",32,9,9,121,42,27,187,3,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000,R187/T03
Eucalyptus brockwayi,eucalyptus brockwayi,Eucalyptus brockwayi,Eucalyptus brockwayi,eucalyptus brockwayi,,Species ,D.Nicolle,2166,"Norseman 1, WA",32,9,9,121,42,27,187,4,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000,R187/T04
Eucalyptus brockwayi,eucalyptus brockwayi,Eucalyptus brockwayi,Eucalyptus brockwayi,eucalyptus brockwayi,,Species ,D.Nicolle,2168,"Norseman 2, WA",32,9,16,121,42,12,178,5,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1999,R178/T05
Eucalyptus brockwayi,eucalyptus brockwayi,Eucalyptus brockwayi,Eucalyptus brockwayi,eucalyptus brockwayi,,Species ,D.Nicolle,2168,"Norseman 2, WA",32,9,16,121,42,12,178,7,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1999,R178/T07
Eucalyptus brockwayi,eucalyptus brockwayi,Eucalyptus brockwayi,Eucalyptus brockwayi,eucalyptus brockwayi,,Species ,D.Nicolle,2168,"Norseman 2, WA",32,9,16,121,42,12,178,8,Dead,,,,,,,,,,,,1999,R178/T08
Eucalyptus preissiana subsp. preissiana,eucalyptus preissiana subsp. preissiana,Eucalyptus preissiana subsp. preissiana,Eucalyptus preissiana subsp. preissiana,eucalyptus preissiana subsp. preissiana,,Subspecies,D.Nicolle,217,"Beaufort Inlet, WA",34,22,33,118,48,48,19,32,Dead,,,,,,,,,,,,1993,R019/T32
Eucalyptus preissiana subsp. preissiana,eucalyptus preissiana subsp. preissiana,Eucalyptus preissiana subsp. preissiana,Eucalyptus preissiana subsp. preissiana,eucalyptus preissiana subsp. preissiana,,Subspecies,D.Nicolle,217,"Beaufort Inlet, WA",34,22,33,118,48,48,19,33,Dead,,,,,,,,,,,,1993,R019/T33
Eucalyptus preissiana subsp. preissiana,eucalyptus preissiana subsp. preissiana,Eucalyptus preissiana subsp. preissiana,Eucalyptus preissiana subsp. preissiana,eucalyptus preissiana subsp. preissiana,,Subspecies,D.Nicolle,217,"Beaufort Inlet, WA",34,22,33,118,48,48,19,34,Dead,,,,,,,,,,,,1993,R019/T34
Eucalyptus preissiana subsp. preissiana,eucalyptus preissiana subsp. preissiana,Eucalyptus preissiana subsp. preissiana,Eucalyptus preissiana subsp. preissiana,eucalyptus preissiana subsp. preissiana,,Subspecies,D.Nicolle,217,"Beaufort Inlet, WA",34,22,33,118,48,48,170,28,Dead,,,,,,,,,,,,1999,R170/T28
Eucalyptus preissiana subsp. preissiana,eucalyptus preissiana subsp. preissiana,Eucalyptus preissiana subsp. preissiana,Eucalyptus preissiana subsp. preissiana,eucalyptus preissiana subsp. preissiana,,Subspecies,D.Nicolle,217,"Beaufort Inlet, WA",34,22,33,118,48,48,170,29,Dead,,,,,,,,,,,,1999,R170/T29
Eucalyptus preissiana subsp. preissiana,eucalyptus preissiana subsp. preissiana,Eucalyptus preissiana subsp. preissiana,Eucalyptus preissiana subsp. preissiana,eucalyptus preissiana subsp. preissiana,,Subspecies,D.Nicolle,217,"Beaufort Inlet, WA",34,22,33,118,48,48,170,30,Dead,,,,,,,,,,,,1999,R170/T30
Eucalyptus preissiana subsp. preissiana,eucalyptus preissiana subsp. preissiana,Eucalyptus preissiana subsp. preissiana,Eucalyptus preissiana subsp. preissiana,eucalyptus preissiana subsp. preissiana,,Subspecies,D.Nicolle,217,"Beaufort Inlet, WA",34,22,33,118,48,48,170,31,Dead,,,,,,,,,,,,1999,R170/T31
Eucalyptus campaspe,eucalyptus campaspe,Eucalyptus campaspe,Eucalyptus campaspe,eucalyptus campaspe,,Species ,D.Nicolle,2174,"Coolgardie east, WA",30,58,9,121,12,50,176,1,Alive,None evident,None evident,?,,,,,,None evident,,,1999,R176/T01
Eucalyptus campaspe,eucalyptus campaspe,Eucalyptus campaspe,Eucalyptus campaspe,eucalyptus campaspe,,Species ,D.Nicolle,2174,"Coolgardie east, WA",30,58,9,121,12,50,176,2,Dead,,,,,,,,,,,,1999,R176/T02
Eucalyptus campaspe,eucalyptus campaspe,Eucalyptus campaspe,Eucalyptus campaspe,eucalyptus campaspe,,Species ,D.Nicolle,2174,"Coolgardie east, WA",30,58,9,121,12,50,176,3,Dead,,,,,,,,,,,,1999,R176/T03
Eucalyptus campaspe,eucalyptus campaspe,Eucalyptus campaspe,Eucalyptus campaspe,eucalyptus campaspe,,Species ,D.Nicolle,2174,"Coolgardie east, WA",30,58,9,121,12,50,176,4,Dead,,,,,,,,,,,,1999,R176/T04
Eucalyptus dundasii,eucalyptus dundasii,Eucalyptus dundasii,Eucalyptus dundasii,eucalyptus dundasii,,Species ,D.Nicolle,2175,"Callion, WA",30,5,48,120,36,3,177,27,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1999,R177/T27
Eucalyptus dundasii,eucalyptus dundasii,Eucalyptus dundasii,Eucalyptus dundasii,eucalyptus dundasii,,Species ,D.Nicolle,2175,"Callion, WA",30,5,48,120,36,3,177,24,Dead,,,,,,,,,,,,1999,R177/T24
Eucalyptus dundasii,eucalyptus dundasii,Eucalyptus dundasii,Eucalyptus dundasii,eucalyptus dundasii,,Species ,D.Nicolle,2175,"Callion, WA",30,5,48,120,36,3,177,25,Dead,,,,,,,,,,,,1999,R177/T25
Eucalyptus dundasii,eucalyptus dundasii,Eucalyptus dundasii,Eucalyptus dundasii,eucalyptus dundasii,,Species ,D.Nicolle,2175,"Callion, WA",30,5,48,120,36,3,177,26,Dead,,,,,,,,,,,,1999,R177/T26
Eucalyptus neutra,eucalyptus neutra,Eucalyptus neutra,Eucalyptus neutra,eucalyptus neutra,,Species ,D.Nicolle,218,"Wellstead, WA",34,23,44,118,44,13,14,21,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,R014/T21
Eucalyptus neutra,eucalyptus neutra,Eucalyptus neutra,Eucalyptus neutra,eucalyptus neutra,,Species ,D.Nicolle,218,"Wellstead, WA",34,23,44,118,44,13,14,22,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,R014/T22
Eucalyptus neutra,eucalyptus neutra,Eucalyptus neutra,Eucalyptus neutra,eucalyptus neutra,,Species ,D.Nicolle,218,"Wellstead, WA",34,23,44,118,44,13,14,23,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1993,R014/T23
Eucalyptus neutra,eucalyptus neutra,Eucalyptus neutra,Eucalyptus neutra,eucalyptus neutra,,Species ,D.Nicolle,218,"Wellstead, WA",34,23,44,118,44,13,14,20,Dead,,,,,,,,,,,,1993,R014/T20
Eucalyptus moderata,eucalyptus moderata,Eucalyptus moderata,Eucalyptus moderata,eucalyptus moderata,,Species ,D.Nicolle,2182,"Menzies 1, WA",29,42,42,120,54,49,186,30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000,R186/T30
Eucalyptus moderata,eucalyptus moderata,Eucalyptus moderata,Eucalyptus moderata,eucalyptus moderata,,Species ,D.Nicolle,2182,"Menzies 1, WA",29,42,42,120,54,49,186,31,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000,R186/T31
Eucalyptus moderata,eucalyptus moderata,Eucalyptus moderata,Eucalyptus moderata,eucalyptus moderata,,Species ,D.Nicolle,2182,"Menzies 1, WA",29,42,42,120,54,49,186,32,Dead,,,,,,,,,,,,2000,R186/T32
Eucalyptus moderata,eucalyptus moderata,Eucalyptus moderata,Eucalyptus moderata,eucalyptus moderata,,Species ,D.Nicolle,2182,"Menzies 1, WA",29,42,42,120,54,49,186,33,Dead,,,,,,,,,,,,2000,R186/T33
Eucalyptus moderata,eucalyptus moderata,Eucalyptus moderata,Eucalyptus moderata,eucalyptus moderata,,Species ,D.Nicolle,2183,"Menzies 2, WA",29,42,38,120,55,17,179,2,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1999,R179/T02
Eucalyptus moderata,eucalyptus moderata,Eucalyptus moderata,Eucalyptus moderata,eucalyptus moderata,,Species ,D.Nicolle,2183,"Menzies 2, WA",29,42,38,120,55,17,179,4,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1999,R179/T04
Eucalyptus moderata,eucalyptus moderata,Eucalyptus moderata,Eucalyptus moderata,eucalyptus moderata,,Species ,D.Nicolle,2183,"Menzies 2, WA",29,42,38,120,55,17,179,1,Dead,,,,,,,,,,,,1999,R179/T01
Eucalyptus moderata,eucalyptus moderata,Eucalyptus moderata,Eucalyptus moderata,eucalyptus moderata,,Species ,D.Nicolle,2183,"Menzies 2, WA",29,42,38,120,55,17,179,3,Dead,,,,,,,,,,,,1999,R179/T03
"Eucalyptus longissima
",eucalyptus longissima,Eucalyptus longissima,Eucalyptus longissima,eucalyptus longissima,,Species ,D.Nicolle,2184,"Menzies, WA",29,41,56,121,0,2,199,25,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2002,R199/T25
"Eucalyptus longissima
",eucalyptus longissima,Eucalyptus longissima,Eucalyptus longissima,eucalyptus longissima,,Species ,D.Nicolle,2184,"Menzies, WA",29,41,56,121,0,2,199,26,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2002,R199/T26
"Eucalyptus longissima
",eucalyptus longissima,Eucalyptus longissima,Eucalyptus longissima,eucalyptus longissima,,Species ,D.Nicolle,2184,"Menzies, WA",29,41,56,121,0,2,199,27,Dead,,,,,,,,,,,,2002,R199/T27
Eucalyptus decurva,eucalyptus decurva,Eucalyptus decurva,Eucalyptus decurva,eucalyptus decurva,,Species ,D.Nicolle,219,"Wellstead, WA",34,31,6,118,37,12,18,8,Dead,,,,,,,,,Died in 2006,,,1993,R018/T08
Eucalyptus decurva,eucalyptus decurva,Eucalyptus decurva,Eucalyptus decurva,eucalyptus decurva,,Species ,D.Nicolle,219,"Wellstead, WA",34,31,6,118,37,12,18,9,Dead,,,,,,,,,Died in 2006,,,1993,R018/T09
Eucalyptus decurva,eucalyptus decurva,Eucalyptus decurva,Eucalyptus decurva,eucalyptus decurva,,Species ,D.Nicolle,219,"Wellstead, WA",34,31,6,118,37,12,18,10,Dead,,,,,,,,,Died in 2006,,,1993,R018/T10
Eucalyptus decurva,eucalyptus decurva,Eucalyptus decurva,Eucalyptus decurva,eucalyptus decurva,,Species ,D.Nicolle,219,"Wellstead, WA",34,31,6,118,37,12,18,11,Dead,,,,,,,,,Died in 2006,,,1993,R018/T11
Eucalyptus kochii subsp. amaryssia,eucalyptus kochii subsp. amaryssia,Eucalyptus kochii subsp. amaryssia,Eucalyptus kochii subsp. amaryssia,eucalyptus kochii subsp. amaryssia,,Subspecies,D.Nicolle,2190,"Lake Barlee, WA",29,16,26,120,17,5,184,38,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000,R184/T38
Eucalyptus kochii subsp. amaryssia,eucalyptus kochii subsp. amaryssia,Eucalyptus kochii subsp. amaryssia,Eucalyptus kochii subsp. amaryssia,eucalyptus kochii subsp. amaryssia,,Subspecies,D.Nicolle,2190,"Lake Barlee, WA",29,16,26,120,17,5,184,39,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000,R184/T39
Eucalyptus kochii subsp. amaryssia,eucalyptus kochii subsp. amaryssia,Eucalyptus kochii subsp. amaryssia,Eucalyptus kochii subsp. amaryssia,eucalyptus kochii subsp. amaryssia,,Subspecies,D.Nicolle,2190,"Lake Barlee, WA",29,16,26,120,17,5,184,40,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000,R184/T40
Eucalyptus capillosa,eucalyptus capillosa,Eucalyptus capillosa,Eucalyptus capillosa,eucalyptus capillosa,,Species ,D.Nicolle,2192,"Lake Barlee, WA",29,11,49,120,14,10,186,2,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000,R186/T02
Eucalyptus capillosa,eucalyptus capillosa,Eucalyptus capillosa,Eucalyptus capillosa,eucalyptus capillosa,,Species ,D.Nicolle,2192,"Lake Barlee, WA",29,11,49,120,14,10,186,3,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000,R186/T03
Eucalyptus capillosa,eucalyptus capillosa,Eucalyptus capillosa,Eucalyptus capillosa,eucalyptus capillosa,,Species ,D.Nicolle,2192,"Lake Barlee, WA",29,11,49,120,14,10,186,1,Dead,,,,,,,,,,,,2000,R186/T01
Eucalyptus capillosa,eucalyptus capillosa,Eucalyptus capillosa,Eucalyptus capillosa,eucalyptus capillosa,,Species ,D.Nicolle,2192,"Lake Barlee, WA",29,11,49,120,14,10,186,4,Dead,,,,,,,,,,,,2000,R186/T04
Eucalyptus semota,eucalyptus semota,Eucalyptus semota,Eucalyptus semota,eucalyptus semota,,Species ,D.Nicolle,2193,"Doolgunna, WA",25,37,12,119,23,17,179,25,Alive,None evident,None evident,?,,,,,,None evident,,,1999,R179/T25
Eucalyptus semota,eucalyptus semota,Eucalyptus semota,Eucalyptus semota,eucalyptus semota,,Species ,D.Nicolle,2193,"Doolgunna, WA",25,37,12,119,23,17,179,26,Dead,,,,,,,,,,,,1999,R179/T26
Eucalyptus socialis subsp. eucentrica,eucalyptus socialis subsp. eucentrica,Eucalyptus socialis subsp. eucentrica,Eucalyptus socialis subsp. eucentrica,eucalyptus socialis subsp. eucentrica,,Subspecies,D.Nicolle,2198,"Newman, WA",23,7,44,119,16,34,185,12,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000,R185/T12
Eucalyptus socialis subsp. eucentrica,eucalyptus socialis subsp. eucentrica,Eucalyptus socialis subsp. eucentrica,Eucalyptus socialis subsp. eucentrica,eucalyptus socialis subsp. eucentrica,,Subspecies,D.Nicolle,2198,"Newman, WA",23,7,44,119,16,34,185,14,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000,R185/T14
Eucalyptus socialis subsp. eucentrica,eucalyptus socialis subsp. eucentrica,Eucalyptus socialis subsp. eucentrica,Eucalyptus socialis subsp. eucentrica,eucalyptus socialis subsp. eucentrica,,Subspecies,D.Nicolle,2198,"Newman, WA",23,7,44,119,16,34,185,15,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2000,R185/T15
Eucalyptus socialis subsp. eucentrica,eucalyptus socialis subsp. eucentrica,Eucalyptus socialis subsp. eucentrica,Eucalyptus socialis subsp. eucentrica,eucalyptus socialis subsp. eucentrica,,Subspecies,D.Nicolle,2198,"Newman, WA",23,7,44,119,16,34,185,13,Dead,,,,,,,,,,,,2000,R185/T13
Eucalyptus notactiles,eucalyptus notactites,Eucalyptus notactites,Eucalyptus notactites,eucalyptus notactites,,Species ,D.Nicolle,220,"Cape Melville, WA",34,35,34,118,43,56,26,20,Dead,,,,,,,,,,,,1993,R026/T20
Eucalyptus notactiles,eucalyptus notactites,Eucalyptus notactites,Eucalyptus notactites,eucalyptus notactites,,Species ,D.Nicolle,220,"Cape Melville, WA",34,35,34,118,43,56,26,21,Dead,,,,,,,,,,,,1993,R026/T21
Eucalyptus notactiles,eucalyptus notactites,Eucalyptus notactites,Eucalyptus notactites,eucalyptus notactites,,Species ,D.Nicolle,220,"Cape Melville, WA",34,35,34,118,43,56,26,22,Dead,,,,,,,,,Died in 2006,,,1993,R026/T22
Eucalyptus notactiles,eucalyptus notactites,Eucalyptus notactites,Eucalyptus notactites,eucalyptus notactites,,Species ,D.Nicolle,220,"Cape Melville, WA",34,35,34,118,43,56,26,23,Dead,,,,,,,,,,,,1993,R026/T23
Eucalyptus notactiles,eucalyptus notactites,Eucalyptus notactites,Eucalyptus notactites,eucalyptus notactites,,Species ,D.Nicolle,220,"Cape Melville, WA",34,35,34,118,43,56,170,3,Alive,None evident,None evident,?,,,,,,,,,1999,R170/T03
Eucalyptus notactiles,eucalyptus notactites,Eucalyptus notactites,Eucalyptus notactites,eucalyptus notactites,,Species ,D.Nicolle,220,"Cape Melville, WA",34,35,34,118,43,56,170,2,Alive,None evident,Slight,?,None evident,,,,,Moderate,Flowered,Flowered,1999,R170/T02
