currentname,RowTree,FieldID,DNNumber
eucalyptus blakelyi,R207/T21,CCA4141,3796
eucalyptus blakelyi,R207/T22,CCA4142,3796
eucalyptus blakelyi,R207/T23,CCA4143,3796
eucalyptus leucoxylon subsp. leucoxylon,R207/T28,CCA4144,3788
eucalyptus leucoxylon subsp. leucoxylon,R207/T29,CCA4145,3788
eucalyptus leucoxylon subsp. leucoxylon,R207/T30,CCA4146,3788
eucalyptus leucoxylon subsp. leucoxylon,R207/T31,CCA4147,3788
eucalyptus kochii subsp. yellowdinensis,R207/T32,CCA4148,3477
eucalyptus kochii subsp. yellowdinensis,R207/T33,CCA4149,3477
eucalyptus kochii subsp. yellowdinensis,R207/T34,CCA4150,3477
eucalyptus kochii subsp. yellowdinensis,R207/T35,CCA4151,3477
eucalyptus carnea,R208/T01,CCA4152,1236
eucalyptus carnea,R208/T04,CCA4153,1236
eucalyptus doratoxylon,R208/T09,CCA4154,178
eucalyptus doratoxylon,R208/T10,CCA4155,178
eucalyptus doratoxylon,R208/T11,CCA4156,178
eucalyptus doratoxylon,R208/T12,CCA4157,178
eucalyptus gillenii,R208/T15,CCA4158,2689
eucalyptus gillenii,R208/T16,CCA4159,2689
eucalyptus gillenii,R208/T17,CCA4160,2689
eucalyptus gillenii,R208/T18,CCA4161,2689
eucalyptus gillenii,R208/T19,CCA4162,2689
eucalyptus ligulata subsp. ligulata,R208/T20,CCA4163,175
eucalyptus ligulata subsp. ligulata,R208/T23,CCA4164,175
eucalyptus wilcoxii,R208/T29,CCA4165,1768
eucalyptus saxatilis,R209/T04,CCA4166,4883
eucalyptus saxatilis,R209/T05,CCA4167,4883
eucalyptus saxatilis,R209/T06,CCA4168,4883
eucalyptus saxatilis,R209/T07,CCA4169,4883
eucalyptus virginea,R209/T08,CCA4170,4635
eucalyptus virginea,R209/T11,CCA4171,4635
eucalyptus aquilina,R209/T13,CCA4172,4604
eucalyptus aquilina,R209/T15,CCA4173,4604
corymbia torelliana,R209/T18,CCA4174,NA
eucalyptus incerata,R209/T20,CCA4175,4678
eucalyptus incerata,R209/T21,CCA4176,4678
eucalyptus incerata,R209/T23,CCA4177,4678
eucalyptus conferruminata subsp. conferruminata,R209/T24,CCA4178,4805
eucalyptus conferruminata subsp. conferruminata,R209/T25,CCA4179,4805
eucalyptus conferruminata subsp. conferruminata,R209/T26,CCA4180,4805
eucalyptus conferruminata subsp. conferruminata,R209/T27,CCA4181,4805
eucalyptus calycogona subsp. miraculum,R209/T28,CCA4182,4786
eucalyptus youngiana,R209/T32,CCA4183,4542
eucalyptus youngiana,R209/T33,CCA4184,4542
eucalyptus sp. little sandy desert,R209/T36,CCA4185,4704
eucalyptus dalrympleana subsp. 'alpine',R210/T06,CCA4186,4867
eucalyptus dalrympleana subsp. 'alpine',R210/T07,CCA4187,4867
eucalyptus dalrympleana subsp. 'alpine',R210/T08,CCA4188,4867
eucalyptus alaticaulis,R210/T11,CCA4189,4745
eucalyptus alaticaulis,R210/T12,CCA4190,4745
eucalyptus retusa,R210/T14,CCA4191,4801
eucalyptus retusa,R210/T15,CCA4192,4801
eucalyptus retusa,R210/T16,CCA4193,4801
eucalyptus retusa,R210/T17,CCA4194,4801
