TaxonoriginalDN,Collector,Collector's #,Row #,Tree #,RowTree,Year planted
Eucalyptus insularis subsp. continentalis,D.Nicolle,1637,134,28,R134/T28,1997
Eucalyptus insularis subsp. continentalis,D.Nicolle,1637,134,29,R134/T29,1997
Eucalyptus insularis subsp. continentalis,D.Nicolle,1637,134,30,R134/T30,1997
Eucalyptus insularis subsp. continentalis,D.Nicolle,1637,313,32,R313/T32,2011
Eucalyptus insularis subsp. continentalis,D.Nicolle,1637,313,33,R313/T33,2011
Eucalyptus insularis subsp. insularis,D.Nicolle,4586,267,13,R267/T13,2004
Eucalyptus insularis subsp. insularis,D.Nicolle,4586,267,14,R267/T14,2004
Eucalyptus insularis subsp. insularis,D.Nicolle,4586,210,22,R210/T22,2006
Eucalyptus insularis subsp. insularis,D.Nicolle,4586,210,23,R210/T23,2006
Eucalyptus insularis subsp. insularis,D.Nicolle,4586,210,24,R210/T24,2006
Eucalyptus insularis subsp. insularis,D.Nicolle,4586,210,25,R210/T25,2006
Eucalyptus interstans,D.Nicolle,667,060,29,R060/T29,1994
Eucalyptus interstans,D.Nicolle,667,060,30,R060/T30,1994
Eucalyptus interstans,D.Nicolle,667,060,31,R060/T31,1994
Eucalyptus interstans,D.Nicolle,667,060,32,R060/T32,1994
Eucalyptus intertexta,D.Nicolle,423,045,13,R045/T13,1994
Eucalyptus intertexta,D.Nicolle,423,045,14,R045/T14,1994
Eucalyptus intertexta,D.Nicolle,423,045,15,R045/T15,1994
Eucalyptus intertexta,D.Nicolle,423,045,16,R045/T16,1994
Eucalyptus intertexta,D.Nicolle,2435,177,08,R177/T08,1999
Eucalyptus intertexta,D.Nicolle,2435,177,09,R177/T09,1999
Eucalyptus intertexta,D.Nicolle,2435,177,10,R177/T10,1999
Eucalyptus intertexta,D.Nicolle,2435,177,11,R177/T11,1999
Eucalyptus intertexta,D.Nicolle,2554,175,15,R175/T15,1999
Eucalyptus intertexta,D.Nicolle,2554,175,16,R175/T16,1999
Eucalyptus intertexta,D.Nicolle,2554,175,17,R175/T17,1999
Eucalyptus intertexta,D.Nicolle,2554,175,18,R175/T18,1999
Eucalyptus intertexta,D.Nicolle,2677,182,34,R182/T34,2000
Eucalyptus intertexta,D.Nicolle,2677,182,35,R182/T35,2000
Eucalyptus intertexta,D.Nicolle,2677,182,36,R182/T36,2000
Eucalyptus intertexta,D.Nicolle,2677,182,37,R182/T37,2000
Eucalyptus intertexta,D.Nicolle,6661,293,01,R293/T01,2015
Eucalyptus intertexta,D.Nicolle,6661,293,02,R293/T02,2015
Eucalyptus intertexta,D.Nicolle,6661,293,03,R293/T03,2015
Eucalyptus intertexta,D.Nicolle,6661,293,04,R293/T04,2015
Eucalyptus jacksonii,D.Nicolle,1140,076,09,R076/T09,1995
Eucalyptus jacksonii,D.Nicolle,1140,076,10,R076/T10,1995
Eucalyptus jacksonii,D.Nicolle,1140,076,11,R076/T11,1995
Eucalyptus jacksonii,D.Nicolle,1140,076,12,R076/T12,1995
Eucalyptus jacksonii,D.Nicolle,7223,340,10,R340/T10,2017
Eucalyptus jacksonii,D.Nicolle,7223,340,11,R340/T11,2017
Eucalyptus jacksonii,D.Nicolle,7223,340,12,R340/T12,2017
Eucalyptus jacksonii,D.Nicolle,7223,340,13,R340/T13,2017
Eucalyptus jensenii,D.Nicolle,1916,138,24,R138/T24,1997
Eucalyptus jensenii,D.Nicolle,1916,138,25,R138/T25,1997
Eucalyptus jensenii,D.Nicolle,1916,138,26,R138/T26,1997
Eucalyptus jensenii,D.Nicolle,1916,138,27,R138/T27,1997
Eucalyptus jimberlanica,D.Nicolle,552,041,01,R041/T01,1994
Eucalyptus jimberlanica,D.Nicolle,552,041,02,R041/T02,1994
Eucalyptus jimberlanica,D.Nicolle,552,041,03,R041/T03,1994
Eucalyptus jimberlanica,D.Nicolle,552,041,04,R041/T04,1994
Eucalyptus jimberlanica,D.Nicolle,552,178,17,R178/T17,1999
Eucalyptus jimberlanica,D.Nicolle,552,178,18,R178/T18,1999
Eucalyptus jimberlanica,D.Nicolle,552,178,19,R178/T19,1999
Eucalyptus jimberlanica,D.Nicolle,552,178,20,R178/T20,1999
Eucalyptus jimberlanica,D.Nicolle,3647,222,21,R222/T21,2001
Eucalyptus jimberlanica,D.Nicolle,3647,222,22,R222/T22,2001
Eucalyptus jimberlanica,D.Nicolle,3647,222,23,R222/T23,2001
Eucalyptus jimberlanica,D.Nicolle,3647,222,24,R222/T24,2001
Eucalyptus johnsoniana,D.Nicolle,3547,229,33,R229/T33,2001
Eucalyptus johnstonii,D.Nicolle,1980,154,21,R154/T21,1998
Eucalyptus johnstonii,D.Nicolle,1980,154,22,R154/T22,1998
Eucalyptus johnstonii,D.Nicolle,1980,154,23,R154/T23,1998
Eucalyptus johnstonii,D.Nicolle,1980,154,24,R154/T24,1998
Eucalyptus johnstonii,D.Nicolle,7406,402,09,R402/T09,2018
Eucalyptus johnstonii,D.Nicolle,7406,402,10,R402/T10,2018
Eucalyptus johnstonii,D.Nicolle,7406,402,11,R402/T11,2018
Eucalyptus johnstonii,D.Nicolle,7406,402,12,R402/T12,2018
Eucalyptus jucunda,D.Nicolle,275,018,29,R018/T29,1993
Eucalyptus jucunda,D.Nicolle,275,018,30,R018/T30,1993
Eucalyptus jucunda,D.Nicolle,275,018,31,R018/T31,1993
Eucalyptus jucunda,D.Nicolle,7228,345,05,R345/T05,2017
Eucalyptus jucunda,D.Nicolle,7228,345,06,R345/T06,2017
Eucalyptus jucunda,D.Nicolle,7228,345,07,R345/T07,2017
Eucalyptus jucunda,D.Nicolle,7228,345,08,R345/T08,2017
Eucalyptus jutsonii subsp. jutsonii,D.Nicolle,548,040,32,R040/T32,1994
Eucalyptus jutsonii subsp. jutsonii,D.Nicolle,548,040,33,R040/T33,1994
Eucalyptus jutsonii subsp. jutsonii,D.Nicolle,548,040,34,R040/T34,1994
Eucalyptus jutsonii subsp. jutsonii,D.Nicolle,548,040,35,R040/T35,1994
Eucalyptus jutsonii subsp. kobela,D.Nicolle,4448,210,30,R210/T30,2006
Eucalyptus jutsonii subsp. kobela,D.Nicolle,4448,210,31,R210/T31,2006
Eucalyptus jutsonii subsp. kobela,D.Nicolle,4448,210,32,R210/T32,2006
Eucalyptus jutsonii subsp. kobela,D.Nicolle,4448,210,33,R210/T33,2006
Eucalyptus kabiana,D.Nicolle,720,050,21,R050/T21,1994
Eucalyptus kabiana,D.Nicolle,720,050,22,R050/T22,1994
Eucalyptus kabiana,D.Nicolle,720,050,23,R050/T23,1994
Eucalyptus kabiana,D.Nicolle,720,050,24,R050/T24,1994
Eucalyptus kartzoffiana,D.Nicolle,1765,141,33,R141/T33,1997
Eucalyptus kartzoffiana,D.Nicolle,1765,141,34,R141/T34,1997
Eucalyptus kartzoffiana,D.Nicolle,1765,141,35,R141/T35,1997
Eucalyptus kartzoffiana,D.Nicolle,1765,141,36,R141/T36,1997
Eucalyptus kartzoffiana,-,-,028,21,R028/T21,1993
Eucalyptus kartzoffiana,-,-,028,22,R028/T22,1993
Eucalyptus kartzoffiana,-,-,028,23,R028/T23,1993
Eucalyptus kartzoffiana,-,-,028,24,R028/T24,1993
Eucalyptus kessellii subsp. eugnosta,D.Nicolle,164,013,28,R013/T28,1993
Eucalyptus kessellii subsp. eugnosta,D.Nicolle,164,013,29,R013/T29,1993
Eucalyptus kessellii subsp. eugnosta,D.Nicolle,164,013,30,R013/T30,1993
Eucalyptus kessellii subsp. eugnosta,D.Nicolle,164,013,31,R013/T31,1993
Eucalyptus kessellii subsp. kessellii,D.Nicolle,1101,065,27,R065/T27,1995
Eucalyptus kessellii subsp. kessellii,D.Nicolle,1101,065,28,R065/T28,1995
Eucalyptus kessellii subsp. kessellii,D.Nicolle,1101,065,29,R065/T29,1995
Eucalyptus kessellii subsp. kessellii,D.Nicolle,1101,065,30,R065/T30,1995
Eucalyptus kessellii subsp. kessellii,D.Nicolle,1101,065,38,R065/T38,1995
Eucalyptus kessellii subsp. kessellii,D.Nicolle,6382,289,17,R289/T17,2013
Eucalyptus kessellii subsp. kessellii,D.Nicolle,6382,289,18,R289/T18,2013
Eucalyptus kessellii subsp. kessellii,D.Nicolle,6382,289,19,R289/T19,2013
Eucalyptus kessellii subsp. kessellii,D.Nicolle,6382,289,20,R289/T20,2013
Eucalyptus kingsmillii,D.Nicolle,535,040,04,R040/T04,1994
Eucalyptus kingsmillii,D.Nicolle,535,040,05,R040/T05,1994
Eucalyptus kingsmillii,D.Nicolle,535,040,06,R040/T06,1994
Eucalyptus kingsmillii,D.Nicolle,535,040,07,R040/T07,1994
Eucalyptus kingsmillii,D.Nicolle,1197,068,39,R068/T39,1995
Eucalyptus kingsmillii,D.Nicolle,4266,200,13,R200/T13,2002
Eucalyptus kingsmillii,D.Nicolle,4266,200,14,R200/T14,2002
Eucalyptus kingsmillii,D.Nicolle,4266,200,15,R200/T15,2002
Eucalyptus kingsmillii,D.Nicolle,4266,200,16,R200/T16,2002
Eucalyptus kingsmillii,D.Nicolle,5779,317,09,R317/T09,2011
Eucalyptus kingsmillii,D.Nicolle,5779,317,10,R317/T10,2011
Eucalyptus kingsmillii,D.Nicolle,5779,317,11,R317/T11,2011
Eucalyptus kingsmillii,D.Nicolle,5779,317,12,R317/T12,2011
Eucalyptus kitsoniana,D.Nicolle,1720,132,31,R132/T31,1997
Eucalyptus kitsoniana,D.Nicolle,1720,132,32,R132/T32,1997
Eucalyptus kitsoniana,D.Nicolle,1720,132,34,R132/T34,1997
Eucalyptus kitsoniana ,D.Nicolle,4311,260,01,R260/T01,2004
Eucalyptus kitsoniana ,D.Nicolle,4311,260,02,R260/T02,2004
Eucalyptus kitsoniana ,D.Nicolle,4311,260,03,R260/T03,2004
Eucalyptus kitsoniana ,D.Nicolle,4311,260,04,R260/T04,2004
Eucalyptus kitsoniana ,D.Nicolle,4314,262,13,R262/T13,2004
Eucalyptus kitsoniana ,D.Nicolle,4314,262,14,R262/T14,2004
Eucalyptus kitsoniana ,D.Nicolle,4314,262,15,R262/T15,2004
Eucalyptus kitsoniana ,D.Nicolle,4314,262,16,R262/T16,2004
Eucalyptus kitsoniana x E. ovata subsp. grandiflora,D.Nicolle,1720,132,33,R132/T33,1997
Eucalyptus kochii subsp. amaryssia,D.Nicolle,536,041,09,R041/T09,1994
Eucalyptus kochii subsp. amaryssia,D.Nicolle,536,041,10,R041/T10,1994
Eucalyptus kochii subsp. amaryssia,D.Nicolle,536,041,11,R041/T11,1994
Eucalyptus kochii subsp. amaryssia,D.Nicolle,2190,184,38,R184/T38,2000
Eucalyptus kochii subsp. amaryssia,D.Nicolle,2190,184,39,R184/T39,2000
Eucalyptus kochii subsp. amaryssia,D.Nicolle,2190,184,40,R184/T40,2000
Eucalyptus kochii subsp. borealis,D.Nicolle,277,019,25,R019/T25,1993
Eucalyptus kochii subsp. borealis,D.Nicolle,277,019,26,R019/T26,1993
Eucalyptus kochii subsp. borealis,D.Nicolle,277,019,27,R019/T27,1993
Eucalyptus kochii subsp. borealis,D.Nicolle,277,019,28,R019/T28,1993
Eucalyptus kochii subsp. borealis,D.Nicolle,3539,205,21,R205/T21,2002
Eucalyptus kochii subsp. borealis,D.Nicolle,3539,205,22,R205/T22,2002
Eucalyptus kochii subsp. borealis,D.Nicolle,3539,205,23,R205/T23,2002
Eucalyptus kochii subsp. borealis,D.Nicolle,3539,205,24,R205/T24,2002
Eucalyptus kochii subsp. kochii,D.Nicolle,288,020,11,R020/T11,1993
Eucalyptus kochii subsp. kochii,D.Nicolle,288,020,12,R020/T12,1993
Eucalyptus kochii subsp. kochii,D.Nicolle,288,020,13,R020/T13,1993
Eucalyptus kochii subsp. kochii,D.Nicolle,288,020,14,R020/T14,1993
Eucalyptus kochii subsp. kochii,D.Nicolle,2218,187,34,R187/T34,2000
Eucalyptus kochii subsp. kochii,D.Nicolle,2218,187,35,R187/T35,2000
Eucalyptus kochii subsp. kochii,D.Nicolle,2218,187,36,R187/T36,2000
Eucalyptus kochii subsp. kochii,D.Nicolle,2218,187,37,R187/T37,2000
Eucalyptus kochii subsp. kochii,D.Nicolle,2223,188,24,R188/T24,2000
Eucalyptus kochii subsp. kochii,D.Nicolle,2223,188,25,R188/T25,2000
Eucalyptus kochii subsp. kochii,D.Nicolle,2223,188,26,R188/T26,2000
Eucalyptus kochii subsp. kochii,D.Nicolle,2223,188,27,R188/T27,2000
Eucalyptus kochii subsp. plenissima,D.Nicolle,3482,206,29,R206/T29,2002
Eucalyptus kochii subsp. plenissima,D.Nicolle,3482,206,30,R206/T30,2002
Eucalyptus kochii subsp. plenissima,D.Nicolle,3482,206,31,R206/T31,2002
Eucalyptus kochii subsp. plenissima,D.Nicolle,3482,206,32,R206/T32,2002
Eucalyptus kochii subsp. plenissima,D.Nicolle,3488,205,31,R205/T31,2002
Eucalyptus kochii subsp. plenissima,D.Nicolle,3488,205,32,R205/T32,2002
Eucalyptus kochii subsp. plenissima,D.Nicolle,3488,205,33,R205/T33,2002
Eucalyptus kochii subsp. plenissima,D.Nicolle,3488,205,34,R205/T34,2002
Eucalyptus kochii subsp. yellowdinensis,D.Nicolle,3477,207,32,R207/T32,2002
Eucalyptus kochii subsp. yellowdinensis,D.Nicolle,3477,207,33,R207/T33,2002
Eucalyptus kochii subsp. yellowdinensis,D.Nicolle,3477,207,34,R207/T34,2002
Eucalyptus kochii subsp. yellowdinensis,D.Nicolle,3477,207,35,R207/T35,2002
Eucalyptus kochii subsp. yellowdinensis,D.Nicolle,4793,210,26,R210/T26,2006
Eucalyptus kochii subsp. yellowdinensis,D.Nicolle,4793,210,27,R210/T27,2006
Eucalyptus kochii subsp. yellowdinensis,D.Nicolle,4793,210,28,R210/T28,2006
Eucalyptus kochii subsp. yellowdinensis,D.Nicolle,4793,210,29,R210/T29,2006
Eucalyptus kondininensis,D.Nicolle,242,026,24,R026/T24,1993
Eucalyptus kondininensis,D.Nicolle,242,026,25,R026/T25,1993
Eucalyptus kondininensis,D.Nicolle,242,026,26,R026/T26,1993
Eucalyptus kondininensis,D.Nicolle,242,026,27,R026/T27,1993
Eucalyptus kondininensis,D.Nicolle,3424,234,01,R234/T01,2001
Eucalyptus kondininensis,D.Nicolle,3424,234,02,R234/T02,2001
Eucalyptus kondininensis,D.Nicolle,3424,234,03,R234/T03,2001
Eucalyptus kondininensis,D.Nicolle,3424,234,04,R234/T04,2001
Eucalyptus koolpinensis,D.Nicolle,2486,167,28,R167/T28,1999
Eucalyptus koolpinensis,D.Nicolle,2486,167,29,R167/T29,1999
Eucalyptus koolpinensis,D.Nicolle,2486,167,30,R167/T30,1999
Eucalyptus kruseana,D.Nicolle,337,045,21,R045/T21,1994
Eucalyptus kruseana,D.Nicolle,337,045,22,R045/T22,1994
Eucalyptus kruseana,D.Nicolle,337,045,23,R045/T23,1994
Eucalyptus kruseana,D.Nicolle,337,045,24,R045/T24,1994
Eucalyptus kruseana,D.Nicolle,6993,345,01,R345/T01,2017
Eucalyptus kruseana,D.Nicolle,6993,345,02,R345/T02,2017
Eucalyptus kruseana,D.Nicolle,6993,345,03,R345/T03,2017
Eucalyptus kruseana,D.Nicolle,6993,345,04,R345/T04,2017
Eucalyptus kumarlensis,D.Nicolle,141,011,35,R011/T35,1993
Eucalyptus kumarlensis,D.Nicolle,141,011,36,R011/T36,1993
Eucalyptus kumarlensis,D.Nicolle,141,011,37,R011/T37,1993
Eucalyptus kumarlensis,D.Nicolle,141,011,38,R011/T38,1993
Eucalyptus kumarlensis,D.Nicolle,1844,133,09,R133/T09,1997
Eucalyptus kumarlensis,D.Nicolle,1844,133,10,R133/T10,1997
Eucalyptus kumarlensis,D.Nicolle,1844,133,11,R133/T11,1997
Eucalyptus kumarlensis,D.Nicolle,1844,133,12,R133/T12,1997
Eucalyptus kybeanensis,D.Nicolle,593,060,05,R060/T05,1994
Eucalyptus kybeanensis,D.Nicolle,593,060,06,R060/T06,1994
Eucalyptus kybeanensis,D.Nicolle,593,060,07,R060/T07,1994
Eucalyptus kybeanensis,D.Nicolle,593,060,08,R060/T08,1994
Eucalyptus kybeanensis,D.Nicolle,593,154,09,R154/T09,1998
Eucalyptus kybeanensis,D.Nicolle,593,154,10,R154/T10,1998
Eucalyptus kybeanensis,D.Nicolle,593,154,11,R154/T11,1998
Eucalyptus kybeanensis,D.Nicolle,593,154,12,R154/T12,1998
Eucalyptus kybeanensis,D.Nicolle,593,194,01,R194/T01,2000
Eucalyptus kybeanensis,D.Nicolle,593,194,02,R194/T02,2000
Eucalyptus kybeanensis,D.Nicolle,593,194,03,R194/T03,2000
Eucalyptus kybeanensis,D.Nicolle,593,194,04,R194/T04,2000
Eucalyptus kybeanensis,D.Nicolle,593,208,24,R208/T24,2002
Eucalyptus kybeanensis,D.Nicolle,593,208,25,R208/T25,2002
Eucalyptus kybeanensis,D.Nicolle,593,208,26,R208/T26,2002
Eucalyptus kybeanensis,D.Nicolle,593,208,27,R208/T27,2002
Eucalyptus lacrimans,D.Nicolle,590,059,08,R059/T08,1994
Eucalyptus lacrimans,D.Nicolle,590,059,09,R059/T09,1994
Eucalyptus lacrimans,D.Nicolle,590,059,10,R059/T10,1994
Eucalyptus lacrimans,D.Nicolle,590,059,11,R059/T11,1994
Eucalyptus lacrimans,D.Nicolle,7369,401,18,R401/T18,2018
Eucalyptus lacrimans,D.Nicolle,7369,401,19,R401/T19,2018
Eucalyptus lacrimans,D.Nicolle,7369,401,20,R401/T20,2018
Eucalyptus lacrimans,D.Nicolle,7369,401,21,R401/T21,2018
Eucalyptus lactea (E. praecox),D.Nicolle,759,047,09,R047/T09,1994
Eucalyptus lactea (E. praecox),D.Nicolle,759,047,10,R047/T10,1994
Eucalyptus lactea (E. praecox),D.Nicolle,759,047,11,R047/T11,1994
Eucalyptus lactea (E. praecox),D.Nicolle,759,047,12,R047/T12,1994
Eucalyptus lactea (E. praecox),D.Nicolle,7355,405,18,R405/T18,2018
Eucalyptus lactea (E. praecox),D.Nicolle,7355,405,19,R405/T19,2018
Eucalyptus lactea (E. praecox),D.Nicolle,7355,405,20,R405/T20,2018
Eucalyptus lactea (E. praecox),D.Nicolle,7355,405,21,R405/T21,2018
Eucalyptus laeliae,D.Nicolle,1150,064,28,R064/T28,1995
Eucalyptus laeliae,D.Nicolle,1150,064,29,R064/T29,1995
Eucalyptus laeliae,D.Nicolle,1150,064,30,R064/T30,1995
Eucalyptus laeliae,D.Nicolle,1150,064,31,R064/T31,1995
Eucalyptus laevis,D.Nicolle,120,011,11,R011/T11,1993
Eucalyptus laevis,D.Nicolle,120,011,12,R011/T12,1993
Eucalyptus laevis,D.Nicolle,120,011,13,R011/T13,1993
Eucalyptus laevis,D.Nicolle,3635,225,29,R225/T29,2001
Eucalyptus laevis,D.Nicolle,3635,225,30,R225/T30,2001
Eucalyptus laevis,D.Nicolle,3635,225,31,R225/T31,2001
Eucalyptus laevis,D.Nicolle,3635,225,32,R225/T32,2001
Eucalyptus laevis,D.Nicolle,3650,221,09,R221/T09,2001
Eucalyptus laevis,D.Nicolle,3650,221,10,R221/T10,2001
Eucalyptus laevis,D.Nicolle,3650,221,11,R221/T11,2001
Eucalyptus laevis,D.Nicolle,3650,221,12,R221/T12,2001
Eucalyptus laevis,D.Nicolle,6355,289,09,R289/T09,2013
Eucalyptus laevis,D.Nicolle,6355,289,10,R289/T10,2013
Eucalyptus laevis,D.Nicolle,6355,289,11,R289/T11,2013
Eucalyptus laevis,D.Nicolle,6355,289,12,R289/T12,2013
Eucalyptus laevopinea,D.Nicolle,649,057,29,R057/T29,1994
Eucalyptus laevopinea,D.Nicolle,649,057,30,R057/T30,1994
Eucalyptus laevopinea,D.Nicolle,649,057,31,R057/T31,1994
Eucalyptus laevopinea,D.Nicolle,649,057,32,R057/T32,1994
Eucalyptus lane-poolei,D.Nicolle,255,022,33,R022/T33,1993
Eucalyptus lane-poolei,D.Nicolle,255,022,34,R022/T34,1993
Eucalyptus lane-poolei,D.Nicolle,255,022,35,R022/T35,1993
Eucalyptus lane-poolei,D.Nicolle,255,022,36,R022/T36,1993
Eucalyptus lane-poolei,D.Nicolle,3514,236,21,R236/T21,2001
Eucalyptus lane-poolei,D.Nicolle,3514,236,22,R236/T22,2001
Eucalyptus lane-poolei,D.Nicolle,3514,236,23,R236/T23,2001
Eucalyptus lane-poolei,D.Nicolle,3514,236,24,R236/T24,2001
Eucalyptus langleyi,D.Nicolle,613,059,01,R059/T01,1994
Eucalyptus langleyi,D.Nicolle,613,059,02,R059/T02,1994
Eucalyptus langleyi,D.Nicolle,613,059,03,R059/T03,1994
Eucalyptus langleyi,D.Nicolle,6791,293,13,R293/T13,2015
Eucalyptus langleyi,D.Nicolle,6791,293,14,R293/T14,2015
Eucalyptus langleyi,D.Nicolle,6791,293,15,R293/T15,2015
Eucalyptus langleyi,D.Nicolle,6791,293,16,R293/T16,2015
Eucalyptus lansdowneana,D.Nicolle,57,052,33,R052/T33,1994
Eucalyptus lansdowneana,D.Nicolle,57,052,34,R052/T34,1994
Eucalyptus lansdowneana,D.Nicolle,57,052,35,R052/T35,1994
Eucalyptus lansdowneana,D.Nicolle,57,052,36,R052/T36,1994
Eucalyptus lansdowneana,D.Nicolle,57,084,01,R084/T01,1998
Eucalyptus lansdowneana,D.Nicolle,57,084,02,R084/T02,1998
Eucalyptus lansdowneana,D.Nicolle,57,084,03,R084/T03,1998
Eucalyptus lansdowneana,D.Nicolle,57,084,04,R084/T04,1998
Eucalyptus lansdowneana,D.Nicolle,5933,288,11,R288/T11,2013
Eucalyptus lansdowneana,D.Nicolle,5933,288,12,R288/T12,2013
Eucalyptus lansdowneana,D.Nicolle,5933,288,13,R288/T13,2013
Eucalyptus lansdowneana,D.Nicolle,5933,288,14,R288/T14,2013
Eucalyptus largeana,D.Nicolle,2086,155,09,R155/T09,1998
Eucalyptus largeana,D.Nicolle,2086,155,10,R155/T10,1998
Eucalyptus largeana,D.Nicolle,2086,155,11,R155/T11,1998
Eucalyptus largeana,D.Nicolle,2086,155,12,R155/T12,1998
Eucalyptus largiflorens,D.Nicolle,980,066,29,R066/T29,1995
Eucalyptus largiflorens,D.Nicolle,980,066,30,R066/T30,1995
Eucalyptus largiflorens,D.Nicolle,980,066,31,R066/T31,1995
Eucalyptus largiflorens,D.Nicolle,980,066,32,R066/T32,1995
Eucalyptus largiflorens,D.Nicolle,980,066,33,R066/T33,1995
Eucalyptus largiflorens,D.Nicolle,4172,200,21,R200/T21,2002
Eucalyptus largiflorens,D.Nicolle,4172,200,22,R200/T22,2002
Eucalyptus largiflorens,D.Nicolle,4172,200,23,R200/T23,2002
Eucalyptus largiflorens,D.Nicolle,4172,200,24,R200/T24,2002
Eucalyptus largiflorens,-,-,047,23,R047/T23,1994
Eucalyptus largiflorens,-,-,047,24,R047/T24,1994
Eucalyptus largiflorens,-,-,047,25,R047/T25,1994
Eucalyptus largiflorens,-,-,047,26,R047/T26,1994
Eucalyptus largiflorens (green-leaf variant),D.Nicolle,2556,177,12,R177/T12,1999
Eucalyptus largiflorens (green-leaf variant),D.Nicolle,2556,177,13,R177/T13,1999
Eucalyptus largiflorens (green-leaf variant),D.Nicolle,2556,177,14,R177/T14,1999
Eucalyptus largiflorens (green-leaf variant),D.Nicolle,2556,177,15,R177/T15,1999
Eucalyptus largiflorens x E. odorata (E. yarriambiack),D.Nicolle,6780,297,01,R297/T01,2015
Eucalyptus largiflorens x E. odorata (E. yarriambiack),D.Nicolle,6780,297,02,R297/T02,2015
Eucalyptus largiflorens x E. odorata (E. yarriambiack),D.Nicolle,6780,297,03,R297/T03,2015
Eucalyptus largiflorens x E. odorata (E. yarriambiack),D.Nicolle,6780,297,04,R297/T04,2015
Eucalyptus latens,D.Nicolle,1613,138,01,R138/T01,1997
Eucalyptus latens,D.Nicolle,1613,138,02,R138/T02,1997
Eucalyptus latens,D.Nicolle,1613,138,03,R138/T03,1997
Eucalyptus latisinensis,D.Nicolle,715,058,31,R058/T31,1994
Eucalyptus latisinensis,D.Nicolle,715,058,32,R058/T32,1994
Eucalyptus latisinensis,D.Nicolle,715,058,33,R058/T33,1994
Eucalyptus latisinensis,D.Nicolle,715,058,34,R058/T34,1994
Eucalyptus lehmannii subsp. lehmannii,D.Nicolle,222,024,21,R024/T21,1993
Eucalyptus lehmannii subsp. lehmannii,D.Nicolle,222,024,22,R024/T22,1993
Eucalyptus lehmannii subsp. lehmannii,D.Nicolle,222,024,23,R024/T23,1993
Eucalyptus lehmannii subsp. lehmannii,D.Nicolle,222,024,24,R024/T24,1993
Eucalyptus lehmannii subsp. lehmannii,D.Nicolle,222,085,13,R085/T13,1996
Eucalyptus lehmannii subsp. lehmannii,D.Nicolle,222,085,14,R085/T14,1996
Eucalyptus lehmannii subsp. lehmannii,D.Nicolle,222,085,15,R085/T15,1996
Eucalyptus lehmannii subsp. lehmannii,D.Nicolle,222,085,16,R085/T16,1996
Eucalyptus lehmannii subsp. parallela,D.Nicolle,1130,067,05,R067/T05,1995
Eucalyptus lehmannii subsp. parallela,D.Nicolle,1130,067,06,R067/T06,1995
Eucalyptus lehmannii subsp. parallela,D.Nicolle,1130,067,07,R067/T07,1995
Eucalyptus lehmannii subsp. parallela,D.Nicolle,1130,067,08,R067/T08,1995
Eucalyptus lehmannii subsp. parallela,D.Nicolle,3561,238,28,R238/T28,2001
Eucalyptus lehmannii subsp. parallela,D.Nicolle,3561,238,29,R238/T29,2001
Eucalyptus lehmannii subsp. parallela,D.Nicolle,3561,238,30,R238/T30,2001
Eucalyptus lehmannii subsp. parallela,D.Nicolle,3561,238,31,R238/T31,2001
Eucalyptus lehmannii subsp. parallela,D.Nicolle,3704,220,05,R220/T05,2001
Eucalyptus lehmannii subsp. parallela,D.Nicolle,3704,220,06,R220/T06,2001
Eucalyptus lehmannii subsp. parallela,D.Nicolle,3704,220,07,R220/T07,2001
Eucalyptus lehmannii subsp. parallela,D.Nicolle,3704,220,08,R220/T08,2001
Eucalyptus lehmannii subsp. parallela,D.Nicolle,4432,262,17,R262/T17,2004
Eucalyptus lehmannii subsp. parallela x E. megacornuta,D.Nicolle,3577,233,25,R233/T25,2001
Eucalyptus lehmannii subsp. parallela x E. megacornuta,D.Nicolle,3577,233,26,R233/T26,2001
Eucalyptus lehmannii subsp. parallela x E. megacornuta,D.Nicolle,3577,233,27,R233/T27,2001
Eucalyptus lehmannii subsp. parallela x E. megacornuta,D.Nicolle,3577,233,28,R233/T28,2001
Eucalyptus leptocalyx subsp. leptocalyx,D.Nicolle,153,017,20,R017/T20,1993
Eucalyptus leptocalyx subsp. leptocalyx,D.Nicolle,153,017,21,R017/T21,1993
Eucalyptus leptocalyx subsp. leptocalyx,D.Nicolle,153,017,22,R017/T22,1993
Eucalyptus leptocalyx subsp. leptocalyx,D.Nicolle,153,017,23,R017/T23,1993
Eucalyptus leptocalyx subsp. leptocalyx,D.Nicolle,3592,232,05,R232/T05,2001
Eucalyptus leptocalyx subsp. leptocalyx,D.Nicolle,3592,232,06,R232/T06,2001
Eucalyptus leptocalyx subsp. leptocalyx,D.Nicolle,3592,232,07,R232/T07,2001
Eucalyptus leptocalyx subsp. leptocalyx,D.Nicolle,3592,232,08,R232/T08,2001
Eucalyptus leptocalyx subsp. petilipes,D.Nicolle,3616,225,13,R225/T13,2001
Eucalyptus leptocalyx subsp. petilipes,D.Nicolle,3616,225,14,R225/T14,2001
Eucalyptus leptocalyx subsp. petilipes,D.Nicolle,3616,225,15,R225/T15,2001
Eucalyptus leptocalyx subsp. petilipes,D.Nicolle,3616,225,16,R225/T16,2001
Eucalyptus leptophleba,D.Nicolle,1313,093,16,R093/T16,1996
Eucalyptus leptophleba,D.Nicolle,1313,132,21,R132/T21,1997
Eucalyptus leptophleba,D.Nicolle,1313,132,22,R132/T22,1997
