UniqueID,Yearplanted,Row,Tree,TaxonoriginalDN,Regen.strategy,Aridityclass,AridityIndex,Diam.1.w.Bark..mm.,Diam.2.Bark,Diam.1.peeled,Diam.2.peeled,Diamthickness.mm.,Volume.wood..cm3.,Leaf.dry.weight..g.,Wood.dry.weight..g.,Wooddensity.g.cm3.,Leaf.Area,Slice,Countedleaves,Total.Area,Average.Size,X.Area,SLA
683,1994,53,36,Eucalyptus panda,Combination,Semiarid,0.3159,8.92,8.05,5.67,6.56,2.37,1.54,2.983,1.06,0.69,NA,UniqueID,7,136.18669,19.45524,25.01563,45.65427087
685,1994,53,5,Eucalyptus nubilis,Combination,Semiarid,0.3134,9.59,10.09,7.23,7.47,2.49,1.97,3.729,1.34,0.68,NA,UniqueID,6,131.72726,21.95454,24.19649,35.32508984
685,1994,53,6,Eucalyptus nubilis,Combination,Semiarid,0.3134,10.43,10.5,9.06,7.9,1.16,2.67,4.6829,1.87,0.7,NA,UniqueID,8,180.55609,22.56951,33.16568,38.55646928
685,1994,53,8,Eucalyptus nubilis,Combination,Semiarid,0.3134,8.42,8.28,6.5,6.36,1.92,1.61,5.8074,1.09,0.68,NA,UniqueID,5,229.82667,45.96533,42.21601,39.57479595
686,1994,51,5,Eucalyptus argophloia,Combination,Semiarid,0.3121,13.43,12.03,11.41,9.94,2.055,4.07,1.4805,2.47,0.61,NA,UniqueID,8,72.04709,9.00589,13.23406,48.66402567
686,1994,51,7,Eucalyptus argophloia,Combination,Semiarid,0.3121,10.61,10.37,8.62,8.8,1.78,2.9,1.4609,1.87,0.64,NA,UniqueID,11,78.17506,7.10682,14.35969,53.51157506
686,1994,51,8,Eucalyptus argophloia,Combination,Semiarid,0.3121,10.46,10.51,9.48,9.23,1.13,3.45,1.5085,2.25,0.65,NA,UniqueID,7,75.86693,10.83813,13.93572,50.29295989
689,1994,53,25,Eucalyptus dura,Combination,Semiarid,0.3478,10.17,9.9,7.08,7.46,2.765,1.8,3.2572,1.2,0.67,NA,UniqueID,9,150.29581,16.69953,27.60728,46.14264092
689,1994,53,26,Eucalyptus dura,Combination,Semiarid,0.3478,7.25,7.08,5.5,5.69,1.57,1.21,3.988,0.92,0.76,NA,UniqueID,6,125.08657,20.84776,22.97669,31.36573972
689,1994,53,27,Eucalyptus dura,Combination,Semiarid,0.3478,8.8,8.53,6.14,6.58,2.305,1.43,3.2945,0.97,0.68,NA,UniqueID,6,198.74368,33.12395,36.50649,60.32590074
690,1994,49,17,Eucalyptus melanophloia subsp. melanophloia,Combination,Semiarid,0.3006,10.01,10.73,7.71,7.22,2.905,1.87,3.2956,1.29,0.69,NA,UniqueID,11,165.70502,15.06409,30.43774,50.28068334
697,1994,54,16,Eucalyptus cambageana,Combination,Semiarid,0.3047,10.89,10.51,9.42,8.22,1.88,3.06,4.831,2.32,0.76,NA,UniqueID,6,181.22267,30.20378,33.28812,37.51245498
697,1994,54,18,Eucalyptus cambageana,Combination,Semiarid,0.3047,9.98,9.03,7.71,7.91,1.695,2.26,4.3367,1.6,0.71,NA,UniqueID,6,149.90245,24.98374,27.53503,34.56601794
697,1994,54,19,Eucalyptus cambageana,Combination,Semiarid,0.3047,12.67,12.7,9.93,9.09,3.175,2.75,4.8725,2.05,0.75,NA,UniqueID,7,171.89227,24.55604,31.57425,35.27804413
698,1994,54,21,Eucalyptus orgadophila,Combination,Semiarid,0.2951,8.93,8.68,6.54,6.25,2.41,1.43,2.0653,0.96,0.67,NA,UniqueID,8,128.88012,16.11001,23.67351,62.40261463
698,1994,54,22,Eucalyptus orgadophila,Combination,Semiarid,0.2951,12.68,11.85,8.97,10.04,2.76,3.09,2.1887,1.99,0.64,NA,UniqueID,10,122.097,12.2097,22.42754,55.78516928
698,1994,54,23,Eucalyptus orgadophila,Combination,Semiarid,0.2951,8.95,9,7.5,7.93,1.26,2.4,2.311,1.69,0.7,NA,UniqueID,10,127.20456,12.72046,23.36573,55.04308092
712,1994,49,24,Eucalyptus moluccana,Combination,Semiarid,0.4318,10.49,10.17,8.66,8.6,1.7,2.56,3.2073,1.78,0.7,NA,UniqueID,9,128.38447,14.26494,23.58247,40.0288311
712,1994,49,25,Eucalyptus moluccana,Combination,Semiarid,0.4318,14.98,13.83,10.85,11.48,3.24,4.51,6.2698,3.16,0.7,NA,UniqueID,11,213.0136,19.36487,39.12768,33.97454464
712,1994,49,26,Eucalyptus moluccana,Combination,Semiarid,0.4318,11.33,10.94,7.97,8.53,2.885,2.62,5.019,1.89,0.72,NA,UniqueID,7,163.80787,23.40112,30.08926,32.63755131
713,1994,49,20,Eucalyptus tereticornis subsp. tereticornis,Combination,DrySubhumid,0.5833,13.26,12.88,10.63,10.82,2.345,4.32,3.6252,2.31,0.53,NA,UniqueID,10,194.1363,19.41363,35.66018,53.55188679
713,1994,49,21,Eucalyptus tereticornis subsp. tereticornis,Combination,DrySubhumid,0.5833,9.56,10.01,8.24,8.47,1.43,2.53,3.5207,1.37,0.54,NA,UniqueID,11,183.96448,16.72404,33.79175,52.25224529
713,1994,49,23,Eucalyptus tereticornis subsp. tereticornis,Combination,DrySubhumid,0.5833,11.13,11.34,9.48,9.39,1.8,3.23,3.4078,1.87,0.58,NA,UniqueID,6,200.00606,33.33434,36.73837,58.69066847
716,1994,58,4,Eucalyptus hallii,Combination,DrySubhumid,0.5469,11.28,10.36,9.32,8.1,2.11,2.6,4.6985,1.56,0.6,NA,UniqueID,5,159.7104,31.94208,29.33661,33.99178461
716,1994,58,5,Eucalyptus hallii,Combination,DrySubhumid,0.5469,9.32,8.6,7.73,7.08,1.555,2.09,3.0109,1.38,0.66,NA,UniqueID,7,124.3051,17.75787,22.83314,41.28503105
716,1994,58,6,Eucalyptus hallii,Combination,DrySubhumid,0.5469,7.98,7.8,6.82,6.34,1.31,1.8,4.5489,1.15,0.64,NA,UniqueID,6,172.98709,28.83118,31.77536,38.02833432
717,1994,54,13,Eucalyptus siderophloia,Combination,DrySubhumid,0.6024,7.79,8.33,5.94,6.34,1.92,1.3,2.3508,0.77,0.59,NA,UniqueID,6,125.21482,20.86914,23.00025,53.26476944
717,1994,54,14,Eucalyptus siderophloia,Combination,DrySubhumid,0.6024,10.24,9.93,7.63,7.96,2.29,2.2,2.6327,1.54,0.7,NA,UniqueID,7,120.78925,17.25561,22.18733,45.88036996
717,1994,54,15,Eucalyptus siderophloia,Combination,DrySubhumid,0.6024,10.98,10.36,8.32,8.81,2.105,2.82,1.5404,1.94,0.69,NA,UniqueID,7,83.23395,11.89056,15.28894,54.03398468
720,1994,50,21,Eucalyptus kabiana,Lignotuber,Humid,0.6827,10.31,10.51,8.13,8.18,2.255,2.8,2.0384,1.93,0.69,NA,UniqueID,10,85.70289,8.57029,15.74245,42.04419643
720,1994,50,22,Eucalyptus kabiana,Lignotuber,Humid,0.6827,10.43,10.36,7.82,7.59,2.69,2.22,1.6199,1.52,0.68,NA,UniqueID,10,81.65911,8.16591,14.99966,50.40996975
720,1994,50,23,Eucalyptus kabiana,Lignotuber,Humid,0.6827,8.63,9.13,7.39,6.84,1.765,1.89,1.9251,1.33,0.7,NA,UniqueID,7,107.78171,15.39739,19.79802,55.98759026
722,1994,50,1,Eucalyptus blakelyi,Combination,DrySubhumid,0.5571,8.16,7.77,6.36,6.65,1.46,1.68,4.0107,0.88,0.52,NA,UniqueID,8,147.21268,18.40159,27.04095,36.70498417
722,1994,50,3,Eucalyptus blakelyi,Combination,DrySubhumid,0.5571,11.65,11.18,9.7,9.98,1.575,3.5,3.081,1.81,0.52,NA,UniqueID,8,167.65464,20.95683,30.79586,54.41565725
722,1994,50,4,Eucalyptus blakelyi,Combination,DrySubhumid,0.5571,12.13,12.36,10.39,10.73,1.685,4.27,3.2393,2.3,0.54,NA,UniqueID,8,132.08034,16.51004,24.26135,40.77434631
723,1994,50,6,Eucalyptus dealbata,Uncertain,Semiarid,0.4153,11.2,11.43,9.73,9.17,1.865,3.3,3.3783,1.88,0.57,NA,UniqueID,7,158.80212,22.68602,29.16977,47.00651807
724,1994,50,9,Eucalyptus dealbata,Uncertain,Semiarid,0.4153,10.83,11.25,9.67,8.52,1.945,3.16,2.0446,1.69,0.53,NA,UniqueID,8,147.57155,18.44644,27.10687,72.17624474
724,1994,50,11,Eucalyptus dealbata,Uncertain,Semiarid,0.4153,9.78,10.92,7.86,9.06,1.89,2.8,2.7219,1.63,0.58,NA,UniqueID,11,130.87895,11.89809,24.04067,48.08367317
728,1994,60,1,Eucalyptus vicina,Lignotuber,Semiarid,0.2139,10.71,9.37,7.2,8.48,2.2,2.49,3.2064,1.55,0.62,NA,UniqueID,8,122.50694,15.31337,22.50284,38.20700474
728,1994,60,2,Eucalyptus vicina,Lignotuber,Semiarid,0.2139,7.51,7.61,6.25,6.24,1.315,1.57,2.7451,1.12,0.71,NA,UniqueID,7,95.56197,13.65171,17.55342,34.81183563
728,1994,60,3,Eucalyptus vicina,Lignotuber,Semiarid,0.2139,9.43,9.98,7.42,6.55,2.72,1.93,2.5818,1.18,0.61,NA,UniqueID,9,101.36626,11.26292,18.61959,39.26185607
729,1994,49,1,Eucalyptus viridis,Lignotuber,Arid,0.1985,11.64,11.04,8.99,9.01,2.34,2.95,2.1263,2.2,0.75,NA,UniqueID,10,63.74584,6.37458,11.70924,29.97970183
729,1994,49,2,Eucalyptus viridis,Lignotuber,Arid,0.1985,10.8,10.03,8.36,7.8,2.335,1.94,1.5654,1.43,0.74,NA,UniqueID,12,56.02809,4.66901,10.29159,35.79154849
729,1994,49,3,Eucalyptus viridis,Lignotuber,Arid,0.1985,9.1,8.72,6.9,6.87,2.025,1.55,1.9321,1.1,0.71,NA,UniqueID,13,62.20927,4.78533,11.42699,32.19774856
730,1994,49,15,Eucalyptus morrisii,Lignotuber,Arid,0.1971,8.77,9.55,7.48,6.9,1.97,2.28,5.0454,1.67,0.73,NA,UniqueID,10,147.07652,14.70765,27.01594,29.1506164
736,1994,48,22,Eucalyptus polybractea,Lignotuber,Semiarid,0.266,10.51,10.91,8.08,8.42,2.46,2.67,1.4191,2.09,0.78,NA,UniqueID,8,48.00764,6.00096,8.81835,33.8296385
736,1994,48,23,Eucalyptus polybractea,Lignotuber,Semiarid,0.266,9.49,8.39,7.92,6.67,1.645,2.27,2.9842,1.72,0.76,NA,UniqueID,10,108.14746,10.81475,19.86521,36.24001743
736,1994,48,24,Eucalyptus polybractea,Lignotuber,Semiarid,0.266,12.35,11.36,8.45,9.28,2.99,3.14,2.8898,2.33,0.74,NA,UniqueID,10,98.23612,9.82361,18.04463,33.99408956
742,1994,46,36,Eucalyptus polyanthemos subsp. polyanthemos,Combination,Semiarid,0.4899,8.57,7.65,6.61,5.73,1.94,1.44,3.8141,0.99,0.69,NA,UniqueID,10,178.89526,17.88953,32.86061,46.90366273
743,1994,47,19,Eucalyptus dawsonii,Combination,Semiarid,0.4369,12.6,12.97,9.71,10.48,2.69,5.14,3.4601,3.28,0.64,NA,UniqueID,9,137.92882,15.32542,25.33563,39.86266871
743,1994,47,20,Eucalyptus dawsonii,Combination,Semiarid,0.4369,11.44,11.32,8.59,9.12,2.525,2.68,2.7477,1.73,0.65,NA,UniqueId,7,110.50198,15.786,20.2977,40.21617353
743,1994,47,21,Eucalyptus dawsonii,Combination,Semiarid,0.4369,9.47,8.39,6.93,7.53,1.7,1.85,2.8784,1.22,0.66,NA,UniqueID,7,122.06003,17.43715,22.42075,42.40551348
746,1994,48,18,Eucalyptus caleyi subsp. caleyi,Combination,Semiarid,0.3752,13.44,13.26,10.53,10.24,2.965,3.79,4.3974,2.44,0.64,NA,UniqueID,8,197.49974,24.68747,36.278,44.91284395
746,1994,48,19,Eucalyptus caleyi subsp. caleyi,Combination,Semiarid,0.3752,15.43,16.13,11.74,12.24,3.79,5.88,4.5628,3.96,0.67,NA,UniqueID,9,184.47561,20.49729,33.88564,40.43035198
747,1994,47,5,Eucalyptus conica,Combination,Semiarid,0.3791,13.42,14.13,10.85,11.93,2.385,5.15,2.8956,3.55,0.69,NA,UniqueID,13,122.41772,9.41675,22.48646,42.27715154
747,1994,47,6,Eucalyptus conica,Combination,Semiarid,0.3791,12.02,12.1,9.24,9.04,2.92,3,1.787,2.03,0.68,NA,UniqueID,11,81.52349,7.41123,14.97475,45.62030778
747,1994,47,8,Eucalyptus conica,Combination,Semiarid,0.3791,13.37,12.38,9.21,10.84,2.85,3.61,1.3188,2.41,0.67,NA,UniqueID,8,67.26679,8.40835,12.35599,51.00605854
751,1994,48,25,Eucalyptus dwyeri,Uncertain,Semiarid,0.3934,10.37,13.06,8.28,11.08,2.035,3.74,2.3607,2.28,0.61,NA,UniqueID,9,118.08378,13.12042,21.69037,50.02066336
751,1994,48,27,Eucalyptus dwyeri,Uncertain,Semiarid,0.3934,13.6,11.97,10.07,11.1,2.2,4.44,2.9881,3.03,0.68,NA,UniqueID,9,103.92097,11.54677,19.08886,34.77827717
751,1994,48,28,Eucalyptus dwyeri,Uncertain,Semiarid,0.3934,10.3,9.57,8.57,7.39,1.955,2.56,3.3062,1.82,0.71,NA,UniqueID,10,104.55629,10.45563,19.20556,31.62430887
777,1994,48,13,Eucalyptus melliodora,Combination,Semiarid,0.4644,12.06,12.93,9.38,9.88,2.865,3.44,2.7063,2.17,0.63,NA,UniqueID,11,113.88284,10.35299,20.91872,42.08064147
777,1994,48,14,Eucalyptus melliodora,Combination,Semiarid,0.4644,12.27,11.96,9.23,9.51,2.745,3.6,2.1894,2.43,0.68,NA,UniqueID,10,116.87158,11.68716,21.46771,53.3806431
777,1994,48,15,Eucalyptus melliodora,Combination,Semiarid,0.4644,13.61,12.1,9.24,11.06,2.705,3.71,2.1719,2.48,0.67,NA,UniqueID,9,107.11782,11.90198,19.67608,49.3198674
783,1995,74,13,Eucalyptus behriana,Lignotuber,Semiarid,0.2317,9.78,10.12,8.05,7.78,2.035,2.37,4.823,1.84,0.78,NA,UniqueID,8,168.14739,21.01842,30.88637,34.86365125
783,1995,74,15,Eucalyptus behriana x E. odorata,Lignotuber,Semiarid,0.2317,9.07,8.84,6.7,6.84,2.185,1.52,4.931,1.22,0.8,NA,UniqueID,9,171.36633,19.0407,31.47765,34.7528554
783,1995,74,16,Eucalyptus behriana x E. odorata,Lignotuber,Semiarid,0.2317,9.39,9.75,6.92,7.61,2.305,1.95,6.2566,1.44,0.74,NA,UniqueID,7,184.75731,26.3939,33.93738,29.52998593
806,1995,71,8,Eucalyptus rugosa,Lignotuber,Semiarid,0.4818,9.58,9.47,7.6,7.73,1.86,2.24,6.1874,1.57,0.7,NA,UniqueID,9,194.44801,21.60533,35.71743,31.42644891
806,1995,71,10,Eucalyptus rugosa,Lignotuber,Semiarid,0.4818,8.19,8.35,6.47,6.46,1.805,1.57,4.3246,1.06,0.68,NA,UniqueID,7,114.67078,16.38154,21.06345,26.51592748
806,1995,71,11,Eucalyptus rugosa,Lignotuber,Semiarid,0.4818,11.64,11.03,9.68,8.42,2.285,3.1,4.5052,2.09,0.67,NA,UniqueID,10,151.13118,15.11312,27.76073,33.54594247
822,1995,66,34,Eucalyptus odorata,Combination,Semiarid,0.2834,10.57,10.79,9.06,7.69,2.305,2.76,3.0553,2.01,0.73,NA,UniqueID,8,80.76977,10.09622,14.8363,26.43595392
822,1995,66,36,Eucalyptus odorata,Combination,Semiarid,0.2834,10.22,10.14,8.01,8.14,2.105,2.49,1.9025,1.8,0.72,NA,UniqueID,9,59.94665,6.66074,11.01138,31.50940867
822,1995,66,37,Eucalyptus odorata,Combination,Semiarid,0.2834,8.33,9.1,7.97,6.88,1.29,2.05,2.6207,1.53,0.75,NA,UniqueID,8,75.75101,9.46888,13.91442,28.90487656
823,1995,71,28,Eucalyptus camaldulensis subsp. camaldulensis,Combination,Semiarid,0.2842,10.06,10.02,7.94,7.76,2.19,2.46,2.7563,1.48,0.6,NA,UniqueID,9,194.09046,21.56561,35.65176,70.41703008
823,1995,71,29,Eucalyptus camaldulensis subsp. camaldulensis,Combination,Semiarid,0.2842,8.09,8.36,6.83,6.55,1.535,1.73,2.3145,1.01,0.58,NA,UniqueID,6,145.17682,24.19614,26.66699,62.72491683
823,1995,71,30,Eucalyptus camaldulensis subsp. camaldulensis,Combination,Semiarid,0.2842,12.3,11.3,9.47,8.16,2.985,2.85,3.0638,1.61,0.56,NA,UniqueID,9,175.48893,19.49877,32.23491,57.27819375
825,1995,75,2,Eucalyptus albopurpurea (atypical form),Lignotuber,Semiarid,0.2967,9.04,8.76,7.07,7.39,1.67,2.16,5.0726,1.49,0.69,NA,UniqueID,8,157.1722,19.64653,28.87038,30.98454442
825,1995,75,4,Eucalyptus albopurpurea (atypical form),Lignotuber,Semiarid,0.2967,8.37,7.28,5.61,5.93,2.055,1.08,4.7663,0.77,0.71,NA,UniqueID,7,120.66458,17.2378,22.16443,25.31619495
825,1995,75,5,Eucalyptus albopurpurea (atypical form),Lignotuber,Semiarid,0.2967,8.02,7.66,6.52,5.84,1.66,1.47,3.3081,1.06,0.72,NA,UniqueID,7,115.32262,16.47466,21.18318,34.86068136
942,1995,75,15,Eucalyptus albopurpurea,Lignotuber,Semiarid,0.325,10.04,10.42,7.86,7.59,2.505,2.35,3.1389,1.53,0.65,NA,UniqueID,10,152.71318,15.27132,28.05132,48.65181433
942,1995,75,16,Eucalyptus albopurpurea,Lignotuber,Semiarid,0.325,9.3,10.15,7.52,6.49,2.72,1.99,4.5618,1.4,0.7,NA,UniqueID,10,179.78515,17.97852,33.02407,39.411011
945,1995,74,28,Eucalyptus petiolaris (yellow flower morph),Combination,Semiarid,0.2764,11.73,12.24,9.54,8.23,3.1,3.07,3.5784,1.84,0.6,NA,UniqueID,10,130.86532,13.08653,24.03816,36.5709032
945,1995,74,30,Eucalyptus petiolaris (yellow flower morph),Combination,Semiarid,0.2764,12.56,11.67,8.69,9.08,3.23,3.32,2.6927,1.86,0.56,NA,UniqueID,6,103.53465,17.25577,19.0179,38.45012441
945,1995,74,31,Eucalyptus petiolaris (yellow flower morph),Combination,Semiarid,0.2764,12.27,12.13,9.78,9.29,2.665,3.48,4.511,2.44,0.7,NA,UniqueID,7,181.2321,25.8903,33.28985,40.17559299
980,1995,66,29,Eucalyptus largiflorens,Combination,Arid,0.1374,11.35,10.87,9.1,8.73,2.195,3.35,2.5327,2.2,0.66,NA,UniqueID,9,102.10595,11.34511,18.75546,40.31505903
980,1995,66,32,Eucalyptus largiflorens,Combination,Arid,0.1374,11.96,9.45,7.25,9.41,2.375,2.61,2.9227,1.91,0.73,NA,UniqueID,8,97.75679,12.2196,17.95658,33.44742533
980,1995,66,33,Eucalyptus largiflorens,Combination,Arid,0.1374,9.04,8.86,7.13,7.2,1.785,2.09,1.4893,1.39,0.67,NA,UniqueID,9,61.37597,6.81955,11.27392,41.21128718
1095,1995,65,15,Eucalyptus occidentalis,Combination,Arid,0.287,7.94,7.74,6.45,5.96,1.635,1.51,6.2894,1.06,0.7,NA,UniqueID,7,152.00234,21.71462,27.92075,24.16801921
1095,1995,65,16,Eucalyptus occidentalis,Combination,Arid,0.287,8.67,8.85,7.17,6.82,1.765,1.62,6.1401,1.14,0.7,NA,UniqueID,6,141.09937,23.51656,25.91802,22.97997915
1095,1995,65,17,Eucalyptus occidentalis,Combination,Arid,0.287,10.79,11.48,9.01,8.11,2.575,2.82,6.7944,1.87,0.66,NA,UniqueID,7,165.74433,23.67776,30.44496,24.39425556
1111,1995,70,13,Eucalyptus densa,Seeder,Arid,0.1626,11.01,12.37,9.39,8.13,2.93,1.79,1.5655,2.41,1.35,NA,UniqueID,9,54.83618,6.09291,14.97187,35.02790163
1111,1995,70,15,Eucalyptus densa,Seeder,Arid,0.1626,8.74,9.05,6.6,6.98,2.105,3.12,1.3362,1.45,0.46,NA,UniqueID,8,45.00385,5.62548,12.28736,33.68047448
1121,1995,72,4,Eucalyptus megacornuta,Seeder,Semiarid,0.2086,9.42,8.38,7.42,6.67,1.855,1.98,3.5365,1.39,0.7,NA,UniqueID,9,149.3644,16.59604,27.43619,42.23509119
1121,1995,72,5,Eucalyptus megacornuta,Seeder,Semiarid,0.2086,10.45,9.87,8.74,8.11,1.735,2.58,4.9212,1.74,0.67,NA,UniqueID,9,189.42251,21.04695,34.79432,38.49112208
1121,1995,72,7,Eucalyptus megacornuta,Seeder,Semiarid,0.2086,8.92,8.99,7.27,6.8,1.92,1.64,3.6191,1.16,0.71,NA,UniqueID,9,119.32289,13.2581,21.91798,32.97032135
1122,1995,69,23,Eucalyptus sporadica,Lignotuber,Semiarid,0.2086,7.69,7.91,6.2,6.21,1.595,1.48,2.3354,1.08,0.73,NA,UniqueID,7,76.58865,10.94124,14.06828,32.79466044
1122,1995,69,25,Eucalyptus sporadica,Lignotuber,Semiarid,0.2086,10.01,8.28,8.15,6.88,1.63,2.02,2.7949,1.37,0.68,NA,UniqueID,9,73.99704,8.22189,13.59224,26.47573795
1122,1995,69,26,Eucalyptus sporadica,Lignotuber,Semiarid,0.2086,8.24,7.6,6.5,6.67,1.335,1.55,2.7749,1.14,0.74,NA,UniqueID,7,74.88521,10.69789,13.75539,26.98663375
1131,1995,69,32,Eucalyptus rudis subsp. rudis,Combination,Semiarid,0.2801,6.66,6.93,5.07,5.27,1.625,1.18,1.0948,0.64,0.54,NA,UniqueID,7,85.02964,12.14709,15.61878,77.66682499
1131,1995,69,34,Eucalyptus rudis subsp. rudis,Combination,Semiarid,0.2801,12.08,11.81,9.57,9.24,2.54,3.58,2.4873,1.77,0.49,NA,UniqueID,9,157.82391,17.53599,28.99009,63.45189965
1137,1995,70,37,Eucalyptus megacarpa,Combination,DrySubhumid,0.5402,12.38,12.06,10.08,9.28,2.54,3.42,5.6116,2.2,0.64,NA,UniqueID,6,200.00317,33.33386,36.73784,35.64102395
1137,1995,70,40,Eucalyptus megacarpa,Combination,DrySubhumid,0.5402,13.49,14.72,11.38,10.15,3.34,4.41,6.5434,2.66,0.6,NA,UniqueID,9,194.89753,21.65528,35.80001,29.78536082
1152,1995,62,25,Eucalyptus foecunda subsp. foecunda,Lignotuber,Semiarid,0.3491,8.91,9.67,7.46,7.19,1.965,2.13,0.8057,1.39,0.65,NA,UniqueID,9,40.56359,4.50707,7.45098,50.34577386
1152,1995,62,26,Eucalyptus foecunda subsp. foecunda,Lignotuber,Semiarid,0.3491,8.6,8.77,6.86,6.59,1.96,1.37,0.8069,1.04,0.76,NA,UniqueID,9,41.80353,4.64484,7.67874,51.80757219
1152,1995,62,27,Eucalyptus foecunda subsp. foecunda,Lignotuber,Semiarid,0.3491,9.83,9.41,7.99,7.26,1.995,2.14,0.7283,1.49,0.7,NA,UniqueID,9,39.10412,4.3449,7.18289,53.69232459
1154,1995,68,10,Eucalyptus absita,Lignotuber,Semiarid,0.254,12.64,13.01,9.53,9.45,3.335,3.35,4.2415,2.21,0.66,NA,UniqueID,12,220.70354,18.39196,40.54021,52.03431333
1178,1995,63,17,Eucalyptus victrix,Combination,Arid,0.0847,9.08,8.77,7.05,6.6,2.1,1.72,4.3876,1.17,0.68,NA,UniqueID,8,152.09363,19.0117,27.93751,34.66442474
1178,1995,63,19,Eucalyptus victrix,Combination,Arid,0.0847,8.01,7.29,6.16,5.64,1.75,1.36,5.2623,0.99,0.73,NA,UniqueID,7,175.13648,25.0195,32.17017,33.28135606
1178,1995,63,20,Eucalyptus victrix,Combination,Arid,0.0847,7.77,7.82,5.54,5.32,2.365,1.12,3.593,0.73,0.65,NA,UniqueID,10,129.06378,12.90638,23.70725,35.92089619
1191,2002,201,21,Eucalyptus aridomontana,Lignotuber,Arid,0.1349,9.32,9.03,7.4,6.65,2.15,2.29,2.9853,1.74,0.76,NA,UniqueID,8,102.799,12.85,19.22,34.43506515
1206,1995,66,25,Eucalyptus camaldulensis subsp. arida,Combination,Arid,0.126,7.21,7.08,6.04,6.19,1.03,1.41,3.3364,0.8,0.57,NA,UniqueID,8,179.35594,22.41949,32.94523,53.75732526
1206,1995,66,26,Eucalyptus camaldulensis subsp. arida,Combination,Arid,0.126,8.47,8.77,6.83,7.09,1.66,1.7,3.9761,0.9,0.53,NA,UniqueID,8,219.83981,27.47998,40.38156,55.29031211
1206,1995,66,27,Eucalyptus camaldulensis subsp. arida,Combination,Arid,0.126,7.04,6.79,5.62,5.42,1.395,1.35,4.2273,0.77,0.57,NA,UniqueID,9,220.45145,24.49461,40.49391,52.14946893
1207,1995,66,19,Eucalyptus normantonensis,Lignotuber,Arid,0.1146,7.69,7.46,5.57,5.4,2.09,1.05,3.0397,0.76,0.72,NA,UniqueID,7,82.88377,11.84054,15.22461,27.26708886
1207,1995,66,20,Eucalyptus normantonensis,Lignotuber,Arid,0.1146,8.47,8.57,6.64,6.72,1.84,1.78,3.3977,1.14,0.64,NA,UniqueID,8,105.06846,13.13356,19.29964,30.92340701
1207,1995,66,21,Eucalyptus normantonensis,Lignotuber,Arid,0.1146,6.32,6.62,5.26,4.76,1.46,0.95,2.756,0.68,0.72,NA,UniqueID,9,118.85134,13.2057,21.83136,43.1245791
1209,1995,73,1,Eucalyptus gillenii,Lignotuber,Arid,0.1125,8.89,7.79,7.15,6.04,1.745,1.61,2.9344,1.14,0.71,NA,UniqueID,7,129.84738,18.54963,23.85118,44.25006134
1209,1995,73,2,Eucalyptus gillenii,Lignotuber,Arid,0.1125,8.4,8.37,6.83,7.04,1.45,1.91,3.7147,1.25,0.65,NA,UniqueID,6,128.84019,21.47337,23.66618,34.68387488
1209,1995,73,3,Eucalyptus gillenii,Lignotuber,Arid,0.1125,8.25,8.31,6.26,6.4,1.95,1.75,5.942,1.09,0.62,NA,UniqueID,5,228.94283,45.78857,42.05366,38.52959105
1220,1996,88,35,Eucalyptus microcarpa,Combination,Semiarid,0.2565,10.71,11.42,8.56,7.87,2.85,2.65,2.5123,1.74,0.66,NA,UniqueID,6,139.67,23.278,24.612,55.59447518
1220,1996,88,37,Eucalyptus microcarpa,Combination,Semiarid,0.2565,10.61,10.57,8.65,8.96,1.785,3.07,3.7584,2.34,0.76,NA,UniqueID,7,139.531,19.933,24.588,37.12510643
1220,1996,88,38,Eucalyptus microcarpa,Combination,Semiarid,0.2565,8.69,9.01,7.23,7.44,1.515,1.97,2.7738,1.49,0.76,NA,UniqueID,8,116.296,14.537,20.493,41.92659889
1226,1996,94,10,Eucalyptus pulverulenta,Lignotuber,DrySubhumid,0.6078,6.87,6.59,4.85,5.22,1.695,1.05,2.9419,0.71,0.68,NA,UniqueID,7,131.98,18.854,23.257,44.86216391
1226,1996,94,11,Eucalyptus pulverulenta,Lignotuber,DrySubhumid,0.6078,8.84,9.28,5.98,6.12,3.01,1.72,2.4775,1.19,0.69,NA,UniqueID,6,102.5,17.083,18.062,41.37235116
1226,1996,94,12,Eucalyptus pulverulenta,Lignotuber,DrySubhumid,0.6078,6.13,6.26,4.49,4.25,1.825,0.78,1.8997,0.55,0.71,NA,UniqueID,7,96.717,13.817,17.043,50.9117229
1238,2000,198,9,Eucalyptus microcorys,Combination,Humid,0.8687,9.15,7.88,7.54,6.38,1.555,1.89,0.9706,1,0.53,NA,UniqueID,6,80.247,13.374,13.758,82.67772512
1238,2000,198,10,Eucalyptus microcorys,Combination,Humid,0.8687,8.35,9.03,7.56,7.15,1.335,1.99,1.6602,1.16,0.58,NA,UniqueID,8,127.266,15.908,21.819,76.65702927
1238,2000,198,12,Eucalyptus microcorys,Combination,Humid,0.8687,11.31,12.28,9.19,10.08,2.16,3.63,2.0988,1.95,0.54,NA,UniqueID,7,151.955,21.708,26.051,72.40089575
1239,1996,95,21,Eucalyptus propinqua,Combination,Humid,0.8993,8.74,8.5,7.16,6.93,1.575,1.87,1.7433,1.06,0.57,NA,UniqueID,9,125.386,13.932,22.095,71.92451098
