label,name
Eucalyptus_granitica_Mt_Annan_831413,eucalyptus_granitica
Eucalyptus_gregoriensis_503,eucalyptus_gregoriensis
Eucalyptus_gregsoniana_157,eucalyptus_gregsoniana
Eucalyptus_griffithsii_15,eucalyptus_griffithsii
Eucalyptus_grisea_690,eucalyptus_grisea
Eucalyptus_grossa_CANB_794307,eucalyptus_grossa
Eucalyptus_guilfoylei_MC_10953,eucalyptus_guilfoylei
Eucalyptus_gunnii_ANBG_656505,eucalyptus_gunnii
Eucalyptus_gypsophila_543,eucalyptus_gypsophila
Eucalyptus_haemastoma_Mt_Annan_20051000,eucalyptus_haemastoma
Eucalyptus_hallii,eucalyptus_hallii
Eucalyptus_halophila_CANB_794338,eucalyptus_halophila
Eucalyptus_hebetifolia_467228,eucalyptus_hebetifolia
Eucalyptus_herbertiana_CANB_785524,eucalyptus_herbertiana
Eucalyptus_histophylla_12,eucalyptus_histophylla
Eucalyptus_horistes_353,eucalyptus_horistes
Eucalyptus_houseana_MC_10570,eucalyptus_houseana
Eucalyptus_howittiana_496,eucalyptus_howittiana
Eucalyptus_hypolaena_525,eucalyptus_hypolaena
Eucalyptus_ignorabilis_379,eucalyptus_ignorabilis
Eucalyptus_imlayensis_ANBG_782689,eucalyptus_imlayensis
Eucalyptus_impensa_643,eucalyptus_impensa
Eucalyptus_incerata_728,eucalyptus_incerata
Eucalyptus_incrassata_283,eucalyptus_incrassata
Eucalyptus_indurata_81,eucalyptus_indurata
Eucalyptus_infera_570,eucalyptus_infera
Eucalyptus_insularis_275,eucalyptus_insularis
Eucalyptus_interstans_256,eucalyptus_interstans
Eucalyptus_intertexta_204,eucalyptus_intertexta
Eucalyptus_jacksonii_MC_10952,eucalyptus_jacksonii
Eucalyptus_jimberlanica_16,eucalyptus_jimberlanica
Eucalyptus_johnsoniana_CANB_794214,eucalyptus_johnsoniana
Eucalyptus_jucunda_MC_10796,eucalyptus_jucunda
Eucalyptus_jutsonii_subsp_jutsonii_187,eucalyptus_jutsonii_subsp_jutsonii
Eucalyptus_kartzoffiana_152,eucalyptus_kartzoffiana
Eucalyptus_kessellii_subsp_kessellii_343,eucalyptus_kessellii_subsp_kessellii
Eucalyptus_kingsmillii_subsp_kingsmillii_Mt_Annan_866008,eucalyptus_kingsmillii_subsp_kingsmillii
Eucalyptus_kitsoniana_110,eucalyptus_kitsoniana
Eucalyptus_kochii_subsp_kochii_657,eucalyptus_kochii_subsp_kochii
Eucalyptus_kondininensis_85,eucalyptus_kondininensis
Eucalyptus_koolpinensis_CANB_454611,eucalyptus_koolpinensis
Eucalyptus_kruseana_129,eucalyptus_kruseana
Eucalyptus_kumarlensis_587,eucalyptus_kumarlensis
Eucalyptus_kybeanensis_AHT_E19,eucalyptus_kybeanensis
Eucalyptus_lacrimans_251,eucalyptus_lacrimans
Eucalyptus_laeliae_337,eucalyptus_laeliae
Eucalyptus_laevopinea_245,eucalyptus_laevopinea
Eucalyptus_lanepoolei_434,eucalyptus_lanepoolei
Eucalyptus_langleyi_8801319,eucalyptus_langleyi
Eucalyptus_lansdowneana_652,eucalyptus_lansdowneana
Eucalyptus_largeana_CANB_470581,eucalyptus_largeana
Eucalyptus_largiflorens_CANB_785604,eucalyptus_largiflorens
Eucalyptus_latens_292,eucalyptus_latens
Eucalyptus_lateritica_CANB_794197,eucalyptus_lateritica
Eucalyptus_latisinensis_247,eucalyptus_latisinensis
Eucalyptus_lehmanii_subsp_lehmanii_531,eucalyptus_lehmanii_subsp_lehmanii
Eucalyptus_leptocalyx_subsp_leptocalyx_73,eucalyptus_leptocalyx_subsp_leptocalyx
Eucalyptus_leptophleba_CANB_597951,eucalyptus_leptophleba
Eucalyptus_leptophylla_200,eucalyptus_leptophylla
Eucalyptus_leptopoda_subsp_leptopoda_CANB_519232,eucalyptus_leptopoda_subsp_leptopoda
Eucalyptus_lesouefii_38,eucalyptus_lesouefii
Eucalyptus_leucophloia_subsp_euroa_500,eucalyptus_leucophloia_subsp_euroa
Eucalyptus_leucoxylon_subsp_leucoxylon_716,eucalyptus_leucoxylon_subsp_leucoxylon
Eucalyptus_ligulata_subsp_ligulata_721,eucalyptus_ligulata_subsp_ligulata
Eucalyptus_ligustrina_736,eucalyptus_ligustrina
Eucalyptus_limitaris_CANB_785552,eucalyptus_limitaris
Eucalyptus_lirata_CANB_784082,eucalyptus_lirata
Eucalyptus_litorea_341,eucalyptus_litorea
Eucalyptus_livida_CANB_794326,eucalyptus_livida
Eucalyptus_lockyeri,eucalyptus_lockyeri
Eucalyptus_longicornis_491,eucalyptus_longicornis
Eucalyptus_longifolia,eucalyptus_longifolia
Eucalyptus_longirostrata_649,eucalyptus_longirostrata
Eucalyptus_loxophleba_subsp_loxophleba_ANBG_9205090,eucalyptus_loxophleba_subsp_loxophleba
Eucalyptus_lucasii_MC_11098,eucalyptus_lucasii
Eucalyptus_lucens_526,eucalyptus_lucens
Eucalyptus_luculenta_705,eucalyptus_luculenta
Eucalyptus_luehmanniana_8300316,eucalyptus_luehmanniana
Eucalyptus_macarthurii_ANBG_no_sn,eucalyptus_macarthurii
Eucalyptus_mackintii_308,eucalyptus_mackintii
Eucalyptus_macrandra_153,eucalyptus_macrandra
Eucalyptus_macrocarpa_subsp_macrocarpa_60,eucalyptus_macrocarpa_subsp_macrocarpa
Eucalyptus_macrorhyncha_subsp_macrorhyncha_761,eucalyptus_macrorhyncha_subsp_macrorhyncha
Eucalyptus_magnificata_672,eucalyptus_magnificata
Eucalyptus_major_602,eucalyptus_major
Eucalyptus_malacoxylon_576,eucalyptus_malacoxylon
Eucalyptus_mannensis_subsp_vespertina_321,eucalyptus_mannensis_subsp_vespertina
Eucalyptus_mannifera_subsp_mannifera_610,eucalyptus_mannifera_subsp_mannifera
