"","UniqueID","Yearplanted","Row","Tree","TaxonoriginalDN","Regen.strategy","Aridityclass","AridityIndex","Diam.1.w.Bark..mm.","Diam.2.Bark","Diam.1.peeled","Diam.2.peeled","Diamthickness.mm.","Volume.wood..cm3.","Leaf.dry.weight..g.","Wood.dry.weight..g.","Wooddensity.g.cm3.","Leaf.Area","Slice","Countedleaves","Total.Area","Average.Size","X.Area"
"258",1254,1996,90,28,"Eucalyptus infera","Lignotuber","Semiarid",0.4278,7.93,7.55,6.06,6.23,1.595,1.53,2.3571,1.18,0.77,NA,"UniqueID",10,135.506,13.551,23.878
"259",1255,1996,92,19,"Eucalyptus chloroclada","Combination","Semiarid",0.411,8.89,9.17,6.46,7.75,1.925,1.75,1.7305,1.03,0.59,NA,"UniqueID",7,133.595,19.085,23.541
"260",1255,1996,92,20,"Eucalyptus chloroclada","Combination","Semiarid",0.411,8.14,8.4,6.76,6.42,1.68,1.55,2.6029,0.88,0.57,NA,"UniqueID",6,151.822,25.304,26.753
"261",1255,1996,92,21,"Eucalyptus chloroclada","Combination","Semiarid",0.411,8.3,8.77,7,6.62,1.725,1.56,1.6031,0.97,0.62,NA,"UniqueID",6,149.323,24.887,26.313
"262",1260,1996,90,30,"Eucalyptus decorticans","Combination","Semiarid",0.3433,8.7,8.68,6.73,6.63,2.01,1.67,1.3127,1.11,0.66,NA,"UniqueID",7,85.132,12.162,15.002
"263",1260,1996,90,31,"Eucalyptus decorticans","Combination","Semiarid",0.3433,7.75,7.94,5.59,5.53,2.285,1.37,2.4303,0.91,0.66,NA,"UniqueID",10,130.958,13.096,23.077
"264",1260,1996,90,33,"Eucalyptus decorticans","Combination","Semiarid",0.3433,7.78,7.64,5.5,5.6,2.16,1.2,1.375,0.81,0.68,NA,"UniqueID",9,98.555,10.951,17.367
"265",1264,1996,90,21,"Eucalyptus corynodes","Combination","Semiarid",0.3321,8.28,8.47,6.6,6.46,1.845,1.61,4.0397,1.18,0.73,NA,"UniqueID",7,187.464,26.781,33.034
"266",1264,1996,90,22,"Eucalyptus corynodes","Combination","Semiarid",0.3321,9.01,8.89,7.32,6.9,1.84,1.95,2.2566,1.43,0.73,NA,"UniqueID",7,109.576,15.654,19.309
"267",1267,1996,89,26,"Eucalyptus suffulgens","Combination","Semiarid",0.3344,8.91,9.27,6.69,6.9,2.295,1.69,1.9523,1.16,0.69,NA,"UniqueID",6,111.068,18.511,19.572
"268",1267,1996,89,27,"Eucalyptus suffulgens","Combination","Semiarid",0.3344,8.87,8.38,7.12,6.1,2.015,1.76,1.6402,1.22,0.69,NA,"UniqueID",5,103.773,20.755,18.286
"269",1267,1996,89,29,"Eucalyptus suffulgens","Combination","Semiarid",0.3344,8.88,8.54,6.09,6.84,2.245,1.75,2.4519,1.12,0.64,NA,"UniqueID",8,106.471,13.309,18.762
"270",1272,1996,90,9,"Eucalyptus tereticornis subsp. rotunda","Combination","Semiarid",0.3692,11.93,11.28,9.29,9.58,2.17,3.3,2.3195,1.81,0.55,NA,"UniqueID",5,152.917,30.583,26.946
"271",1272,1996,90,10,"Eucalyptus tereticornis subsp. rotunda","Combination","Semiarid",0.3692,10.47,10.01,8.63,8.05,1.9,2.87,2.5074,1.54,0.54,NA,"UniqueID",5,171.607,34.321,30.24
"272",1272,1996,90,11,"Eucalyptus tereticornis subsp. rotunda","Combination","Semiarid",0.3692,11.92,10.7,8.36,10.1,2.08,3.43,2.4473,1.82,0.53,NA,"UniqueID",5,183.599,36.72,32.353
"273",1276,1996,89,15,"Eucalyptus sicilifolia","Combination","Semiarid",0.3023,8.56,8.4,6.47,6.33,2.08,1.74,3.1235,1.25,0.72,NA,"UniqueID",8,133.994,16.749,23.612
"274",1276,1996,89,16,"Eucalyptus sicilifolia","Combination","Semiarid",0.3023,10.99,9.8,8.41,8.19,2.095,2.77,2.672,1.97,0.71,NA,"UniqueID",6,102.773,17.129,18.11
"275",1276,1996,89,17,"Eucalyptus sicilifolia","Combination","Semiarid",0.3023,11.94,9.41,7.17,9.52,2.33,2.83,2.0536,2.08,0.73,NA,"UniqueID",7,89.382,12.769,15.75
"276",1279,1996,89,19,"Eucalyptus tholiformis","Combination","Semiarid",0.2771,10.49,10.11,8.53,7.8,2.135,2.56,4.0245,1.68,0.66,NA,"UniqueID",6,147.701,24.617,26.027
"277",1279,1996,89,20,"Eucalyptus tholiformis","Combination","Semiarid",0.2771,10.54,9.9,7.34,7.83,2.635,2.09,3.0782,1.32,0.63,NA,"UniqueID",8,157.881,19.735,27.821
"278",1279,1996,89,22,"Eucalyptus tholiformis","Combination","Semiarid",0.2771,11.81,11.68,8.82,8.95,2.86,2.84,3.8979,1.88,0.66,NA,"UniqueID",8,162.692,20.337,28.669
"279",1281,1996,90,1,"Eucalyptus thozetiana","Combination","Semiarid",0.2221,11.15,10.29,9.13,7.7,2.305,2.15,4.351,1.59,0.74,NA,"UniqueID",10,166.431,16.643,29.328
"280",1284,1996,87,28,"Eucalyptus ammophila","Combination","Semiarid",0.2063,11.03,11.51,9,9.29,2.125,2.68,1.6942,1.58,0.59,NA,"UniqueID",8,102.196,12.774,18.008
"281",1284,1996,87,30,"Eucalyptus ammophila","Combination","Semiarid",0.2063,11.2,9.67,8.52,7.95,2.2,2.72,1.8632,1.76,0.65,NA,"UniqueID",8,156.372,19.547,27.555
"282",1284,1996,87,31,"Eucalyptus ammophila","Combination","Semiarid",0.2063,10.99,10.63,8.8,8.66,2.08,2.94,1.6234,1.79,0.61,NA,"UniqueID",6,96.861,16.144,17.068
"283",1289,1996,90,24,"Eucalyptus exilipes","Combination","Semiarid",0.2524,10.91,10.62,8.49,7.97,2.535,2.23,0.6294,1.54,0.69,NA,"UniqueID",10,48.983,4.898,8.631
"284",1291,1996,91,2,"Eucalyptus persistens","Combination","Semiarid",0.2603,10.68,11.31,8.14,8.91,2.47,2.46,2.581,1.76,0.72,NA,"UniqueID",9,131.557,14.617,23.182
"285",1291,1996,91,3,"Eucalyptus persistens","Combination","Semiarid",0.2603,9.42,9.05,7.15,6.83,2.245,1.92,1.717,1.13,0.59,NA,"UniqueID",6,79.481,13.247,14.006
"286",1291,1996,91,4,"Eucalyptus persistens","Combination","Semiarid",0.2603,12.04,11.16,9.32,8.63,2.625,3.35,2.5832,2.48,0.74,NA,"UniqueID",7,122.968,17.567,21.669
"287",1293,1996,90,17,"Eucalyptus brownii","Combination","Semiarid",0.2708,10.06,9.68,7.39,7.94,2.205,2.33,2.3197,1.51,0.65,NA,"UniqueID",8,131.275,16.409,23.133
"288",1293,1996,90,19,"Eucalyptus brownii","Combination","Semiarid",0.2708,8.91,9.12,7.01,6.61,2.205,1.89,2.1898,1.25,0.66,NA,"UniqueID",9,118.228,13.136,20.834
"289",1298,1998,156,14,"Eucalyptus paedoglauca","Combination","DrySubhumid",0.5834,9.74,10.36,7.47,7.3,2.665,2.52,2.8546,1.74,0.69,NA,"UniqueID",7,166.061,23.723,30.109
"290",1298,1998,156,15,"Eucalyptus paedoglauca","Combination","DrySubhumid",0.5834,7.72,7.78,6.18,6.16,1.58,1.41,2.6447,0.86,0.61,NA,"UniqueID",6,144.256,24.043,26.155
"291",1298,1998,156,16,"Eucalyptus paedoglauca","Combination","DrySubhumid",0.5834,8.39,8.18,6.26,6.64,1.835,1.8,2.487,1.23,0.68,NA,"UniqueID",6,151.716,25.286,27.508
"292",1305,1996,94,1,"Eucalyptus granitica","Combination","Humid",0.8318,9.41,8.99,6.73,7.36,2.155,1.76,3.3017,1.18,0.67,NA,"UniqueID",8,148.749,18.594,26.212
"293",1305,1996,94,2,"Eucalyptus granitica","Combination","Humid",0.8318,9.76,9.24,7.48,6.86,2.33,1.93,2.9839,1.28,0.66,NA,"UniqueID",6,119.249,19.875,21.013
"294",1305,1996,94,3,"Eucalyptus granitica","Combination","Humid",0.8318,8.46,8.05,5.87,6.2,2.22,1.58,1.9116,0.96,0.61,NA,"UniqueID",6,83.55,13.925,14.723
"295",1308,1996,91,32,"Eucalyptus atrata","Combination","Humid",0.8186,8.16,8.52,6.24,6.42,2.01,1.52,3.1016,0.99,0.65,NA,"UniqueID",10,159.505,15.951,28.107
"296",1308,1996,91,33,"Eucalyptus atrata","Combination","Humid",0.8186,8.15,7.85,5.96,5.86,2.09,1.15,2.6811,0.84,0.73,NA,"UniqueID",8,139.559,17.445,24.592
"297",1308,1996,91,34,"Eucalyptus atrata","Combination","Humid",0.8186,9.91,10.18,7.3,7.68,2.555,2.02,3.1536,1.31,0.65,NA,"UniqueID",9,170.59,18.954,30.061
"298",1309,1996,94,18,"Eucalyptus insulana","Combination","Humid",0.8819,8.48,7.77,5.88,6.89,1.74,1.52,0.6987,1.08,0.71,NA,"UniqueID",6,41.479,6.913,7.309
"299",1309,1996,94,20,"Eucalyptus insulana","Combination","Humid",0.8819,8.91,8.4,6.93,7.17,1.605,1.98,0.8015,1.26,0.64,NA,"UniqueID",7,46.359,6.623,8.169
"300",1309,1996,94,21,"Eucalyptus insulana","Combination","Humid",0.8819,8.78,8.98,7.13,7.32,1.655,2.25,0.8389,1.39,0.62,NA,"UniqueID",8,61.891,7.736,10.906
"301",1314,1996,93,8,"Eucalyptus camaldulensis subsp. simulata","Combination","Semiarid",0.4977,8.8,8.39,6.99,7.29,1.455,2.41,3.76,1.21,0.5,NA,"UniqueID",3,172.605,71.633,30.4155
"302",1314,1996,93,9,"Eucalyptus camaldulensis subsp. simulata","Combination","Semiarid",0.4977,9.6,9.2,7.53,8.12,1.575,2.17,2.1154,1.11,0.51,NA,"UniqueID",6,173.937,28.99,30.65
"303",1314,1996,93,12,"Eucalyptus camaldulensis subsp. simulata","Combination","Semiarid",0.4977,8.04,9.37,6.95,7.8,1.33,2.13,2.5095,1.11,0.52,NA,"UniqueID",6,197.122,32.854,34.736
"304",1322,1996,94,26,"Eucalyptus cullenii","Combination","DrySubhumid",0.5211,7.99,7.91,6.08,5.82,2,1.54,0.4621,1.03,0.67,NA,"UniqueID",7,31.883,4.555,5.618
"305",1322,1996,94,27,"Eucalyptus cullenii","Combination","DrySubhumid",0.5211,8.5,8.07,6.3,6.68,1.795,1.7,0.589,0.98,0.58,NA,"UniqueID",8,35.822,4.478,6.312
"306",1323,1996,93,3,"Eucalyptus lockyeri","Combination","Humid",0.8499,9.64,8.74,8.11,6.86,1.705,2.23,2.208,1.33,0.6,NA,"UniqueID",8,158.289,19.786,27.893
"307",1323,1996,93,4,"Eucalyptus lockyeri","Combination","Humid",0.8499,8.5,7.6,6.85,6.29,1.48,1.63,2.1855,0.88,0.54,NA,"UniqueID",10,189.415,18.941,33.378
"308",1330,1996,87,7,"Eucalyptus melanophloia subsp. nana","Combination","Arid",0.1494,6.96,6.22,4.79,5.45,1.47,1.08,2.3697,0.76,0.7,NA,"UniqueID",10,124.837,12.484,21.998
"309",1330,1996,87,8,"Eucalyptus melanophloia subsp. nana","Combination","Arid",0.1494,6.84,6.27,4.85,5.46,1.4,1.15,2.3276,0.77,0.67,NA,"UniqueID",10,135.716,13.572,23.915
"310",1330,1996,87,9,"Eucalyptus melanophloia subsp. nana","Combination","Arid",0.1494,4.99,4.95,3.83,3.64,1.235,0.59,1.7617,0.49,0.83,NA,"UniqueID",10,90.109,9.011,15.879
"311",1353,1999,177,1,"Eucalyptus lucens","Lignotuber","Arid",0.1216,5.35,5.04,3.83,3.65,1.455,0.62,1.3686,0.48,0.77,NA,"UniqueID",7,63.585,9.084,12.28
"312",1353,1999,177,2,"Eucalyptus lucens","Lignotuber","Arid",0.1216,9.93,9.25,8.17,7.56,1.725,2.83,1.5903,2.24,0.79,NA,"UniqueID",7,79.59,11.37,15.371
"313",1353,1999,177,3,"Eucalyptus lucens","Lignotuber","Arid",0.1216,8.01,7.76,5.7,5.98,2.045,1.52,1.7432,1.2,0.79,NA,"UniqueID",7,81.275,11.611,15.696
"314",1355,1996,86,16,"Eucalyptus coolabah","Combination","Arid",0.0964,11.17,11.72,8.58,8.15,3.08,2.7,2.5914,1.66,0.61,NA,"UniqueID",9,173.932,19.326,30.649
"315",1355,1996,86,17,"Eucalyptus coolabah","Combination","Arid",0.0964,9.33,9.19,6.65,6.99,2.44,1.54,2.9147,1,0.65,NA,"UniqueID",6,155.41,25.902,27.386
"316",1364,1996,87,22,"Eucalyptus microcarpa (Adelaide variant)","Combination","Semiarid",0.3411,10.91,11.23,8.75,8.6,2.395,2.84,1.9862,1.95,0.69,NA,"UniqueID",6,143.429,23.905,25.274
"317",1364,1996,87,25,"Eucalyptus microcarpa (Adelaide variant)","Combination","Semiarid",0.3411,9.34,9.27,7.43,7.11,2.035,1.99,2.9411,1.33,0.67,NA,"UniqueID",9,138.429,15.381,24.393
"318",1364,1996,87,26,"Eucalyptus microcarpa (Adelaide variant)","Combination","Semiarid",0.3411,7.97,9.12,6.21,7.06,1.91,1.88,3.1682,1.35,0.72,NA,"UniqueID",5,125.267,25.053,22.074
"319",1590,1996,88,5,"Eucalyptus wimmerensis","Lignotuber","Semiarid",0.264,12.18,12.02,10.53,9.32,2.175,3.82,1.1685,2.66,0.7,NA,"UniqueID",9,65.326,7.258,11.511
"320",1590,1996,88,6,"Eucalyptus wimmerensis","Lignotuber","Semiarid",0.264,10.89,11.64,9.1,8.87,2.28,2.88,3.3946,2.08,0.72,NA,"UniqueID",9,109.698,12.189,19.33
"321",1590,1996,88,8,"Eucalyptus wimmerensis","Lignotuber","Semiarid",0.264,9.75,9.45,7.63,7.54,2.015,1.98,0.7597,1.46,0.74,NA,"UniqueID",8,56.539,7.067,9.963
"322",1676,1997,133,5,"Eucalyptus albens","Combination","Semiarid",0.2313,11.83,12.76,10.62,9.4,2.285,3.02,3.2443,2.13,0.71,NA,"UniqueID",6,157.948,26.325,29.008
"323",1676,1997,133,6,"Eucalyptus albens","Combination","Semiarid",0.2313,10.14,10.24,7.38,7.63,2.685,2.3,3.9214,1.75,0.76,NA,"UniqueID",5,156.423,31.285,28.728
"324",1676,1997,133,7,"Eucalyptus albens","Combination","Semiarid",0.2313,11.02,11.23,8.1,8.37,2.89,3.12,3.4366,2.42,0.78,NA,"UniqueID",6,135.787,22.631,24.938
"325",1716,1997,137,19,"Eucalyptus fasciculosa","Combination","Semiarid",0.3233,12.05,12.39,10.2,9.45,2.395,4.13,2.9357,2.72,0.66,NA,"UniqueID",6,168.502,28.084,30.947
"326",1716,1997,137,20,"Eucalyptus fasciculosa","Combination","Semiarid",0.3233,10.24,10.63,8.83,7.97,2.035,2.77,2.6165,1.78,0.64,NA,"UniqueID",6,146.306,24.384,26.87
"327",1716,1997,137,21,"Eucalyptus fasciculosa","Combination","Semiarid",0.3233,12.24,10.82,8.66,10.1,2.15,3.51,3.3334,2.35,0.67,NA,"UniqueID",7,141.903,20.272,26.061
"328",1727,1997,138,16,"Eucalyptus tricarpa","Combination","Semiarid",0.4994,11.52,10.01,8.77,7.8,2.48,2.84,3.6352,2.06,0.73,NA,"UniqueID",6,179.135,29.856,32.899
"329",1727,1997,138,17,"Eucalyptus tricarpa","Combination","Semiarid",0.4994,13.39,12.69,9.14,10.13,3.405,4.14,3.5795,2.84,0.69,NA,"UniqueID",6,178.833,29.806,32.844
"330",1727,1997,138,18,"Eucalyptus tricarpa","Combination","Semiarid",0.4994,9.64,9.84,7.92,7.38,2.09,2.52,4.5047,1.81,0.72,NA,"UniqueID",6,177.909,29.651,32.674
"331",1733,1997,141,29,"Eucalyptus bosistoana","Combination","Semiarid",0.4895,10.97,10.51,8.11,8.6,2.385,2.3,3.0465,1.56,0.68,NA,"UniqueID",6,117.691,19.615,21.615
"332",1733,1997,141,30,"Eucalyptus bosistoana","Combination","Semiarid",0.4895,12.43,10.37,10.34,8.26,2.1,3.57,3.5964,2.49,0.7,NA,"UniqueID",7,148.729,21.247,27.315
"333",1734,1997,142,31,"Eucalyptus baueriana","Combination","Semiarid",0.4895,8.14,9.01,7.52,6.65,1.49,2.06,2.0426,1.49,0.72,NA,"UniqueID",6,118.465,19.744,20.312
"334",1734,1997,142,32,"Eucalyptus baueriana","Combination","Semiarid",0.4895,7.89,8.34,6.3,5.83,2.05,1.47,2.5198,0.94,0.64,NA,"UniqueID",5,168.017,33.603,28.809
"335",1734,1997,142,33,"Eucalyptus baueriana","Combination","Semiarid",0.4895,7.39,7.87,5.5,6.05,1.855,1.4,1.3771,0.98,0.7,NA,"UniqueID",6,89.044,14.841,15.268
"336",1736,1997,144,28,"Eucalyptus tereticornis subsp. mediana","Combination","Semiarid",0.4827,10.41,10.77,8.44,7.91,2.415,3.27,3.6641,1.97,0.6,NA,"UniqueID",4,192.093,48.023,32.937
"337",1736,1997,144,29,"Eucalyptus tereticornis subsp. mediana","Combination","Semiarid",0.4827,9.96,10.19,7.93,8.12,2.05,2.26,3.7186,1.31,0.58,NA,"UniqueID",7,165.005,23.572,28.292
"338",1736,1997,144,30,"Eucalyptus tereticornis subsp. mediana","Combination","Semiarid",0.4827,10.47,9.36,8.34,7.29,2.1,2.52,2.514,1.64,0.65,NA,"UniqueID",6,131.568,21.928,22.559
"339",1738,1997,142,10,"Eucalyptus polyanthemos subsp. vestita (subsp. longior)","Combination","DrySubhumid",0.6081,11.77,11.33,9.87,9.11,2.06,3.18,2.5922,2.31,0.73,NA,"UniqueID",6,141.777,23.63,24.309
"340",1738,1997,142,11,"Eucalyptus polyanthemos subsp. vestita (subsp. longior)","Combination","DrySubhumid",0.6081,10.8,10.96,9.07,8.71,1.99,2.69,2.4256,1.93,0.72,NA,"UniqueID",5,145.636,29.127,24.971
"341",1738,1997,142,12,"Eucalyptus polyanthemos subsp. vestita (subsp. longior)","Combination","DrySubhumid",0.6081,10.07,9.77,7.54,7.88,2.21,2.26,2.7275,1.68,0.74,NA,"UniqueID",6,117.999,19.666,20.232
"342",1751,1997,141,17,"Eucalyptus spectatrix","Lignotuber","DrySubhumid",0.6982,9.88,10.62,7.93,8.43,2.07,3.04,3.3005,2.26,0.74,NA,"UniqueID",6,84.719,14.12,15.559
"343",1751,1997,141,18,"Eucalyptus spectatrix","Lignotuber","DrySubhumid",0.6982,12.34,12.18,10.33,10.79,1.7,4.06,3.3379,2.71,0.67,NA,"UniqueID",7,88.502,12.643,16.254
"344",1751,1997,141,20,"Eucalyptus spectatrix","Lignotuber","DrySubhumid",0.6982,10.55,10.66,8.17,8.3,2.37,2.75,4.4947,1.91,0.69,NA,"UniqueID",8,120.47,15.059,22.125
"345",1761,1997,143,26,"Eucalyptus beyeriana","Combination","DrySubhumid",0.6855,11.83,11.3,8.96,7.74,3.215,2.76,1.784,2.21,0.8,NA,"UniqueID",6,98.53,16.422,16.894
"346",1761,1997,143,27,"Eucalyptus beyeriana","Combination","DrySubhumid",0.6855,11.34,10.98,8.34,8.87,2.555,2.8,1.4255,1.82,0.65,NA,"UniqueID",5,82.18,16.436,14.091
"347",1761,1997,143,28,"Eucalyptus beyeriana","Combination","DrySubhumid",0.6855,8.92,8.87,5.86,5.89,3.02,1.42,2.8957,0.93,0.65,NA,"UniqueID",6,127.861,21.31,21.923
"348",1763,1997,143,13,"Eucalyptus parramattensis subsp. parramattensis","Combination","DrySubhumid",0.6255,10.28,9.87,8.71,7.68,1.88,2.32,1.7142,1.51,0.65,NA,"UniqueID",5,76.76,15.352,13.161
"349",1763,1997,143,15,"Eucalyptus parramattensis subsp. parramattensis","Combination","DrySubhumid",0.6255,12.9,12.12,10.72,9.59,2.355,3.82,2.0676,2.04,0.53,NA,"UniqueID",6,136.064,22.677,23.33
"350",1763,1997,143,16,"Eucalyptus parramattensis subsp. parramattensis","Combination","DrySubhumid",0.6255,10.84,10.63,8.05,8.27,2.575,2.89,1.6872,1.67,0.58,NA,"UniqueID",6,115.203,19.2,19.753
"351",1764,1997,144,1,"Eucalyptus maidenii","Combination","DrySubhumid",0.5805,10.8,11.23,8.96,7.78,2.645,2.7,5.7555,1.81,0.67,NA,"UniqueID",5,277.745,55.549,47.623
"352",1764,1997,144,4,"Eucalyptus maidenii","Combination","DrySubhumid",0.5805,11.51,11.84,9.74,8.98,2.315,3.58,7.8649,2.34,0.65,NA,"UniqueID",5,241.501,48.3,41.408
"353",1765,1997,141,33,"Eucalyptus kartzoffiana","Combination","DrySubhumid",0.5416,11.44,10.83,9.07,8.41,2.395,3.15,5.2011,2.04,0.65,NA,"UniqueID",7,187.022,26.717,34.348
"354",1765,1997,141,34,"Eucalyptus kartzoffiana","Combination","DrySubhumid",0.5416,11.95,12.34,10.1,9.92,2.135,4.02,3.0235,2.67,0.66,NA,"UniqueID",6,179.395,29.899,32.947
"355",1765,1997,141,35,"Eucalyptus kartzoffiana","Combination","DrySubhumid",0.5416,10.3,9.33,8.66,7.72,1.625,3.38,2.9608,2.06,0.61,NA,"UniqueID",8,120.005,15.001,22.04
"356",1798,1997,145,1,"Eucalyptus leucoxylon subsp. pruinosa","Combination","Semiarid",0.3901,12.15,10.44,7.84,9.51,2.62,3.64,2.3031,2.48,0.68,NA,"UniqueID",7,113.608,16.23,19.479
"357",1798,1997,145,3,"Eucalyptus leucoxylon subsp. pruinosa","Combination","Semiarid",0.3901,11.86,12.01,9.54,9,2.665,3.4,2.48,2.05,0.6,NA,"UniqueID",7,128.357,18.337,22.009
"358",1798,1997,145,4,"Eucalyptus leucoxylon subsp. pruinosa","Combination","Semiarid",0.3901,14.29,14.29,11.4,9.99,3.595,4.74,2.5685,3.04,0.64,NA,"UniqueID",6,108.822,18.137,18.659
"359",1991,1998,152,17,"Eucalyptus diversifolia subsp. diversifolia","Lignotuber","Humid",0.6592,10.36,10.59,8.85,8.92,1.59,3.16,1.8972,2.19,0.69,NA,"UniqueID",6,70.548,11.758,12.791
"360",1991,1998,152,19,"Eucalyptus diversifolia subsp. diversifolia","Lignotuber","Humid",0.6592,9.85,9.38,8.31,7.63,1.645,2.71,1.9354,1.8,0.66,NA,"UniqueID",6,59.045,9.841,10.706
"361",1991,1998,152,20,"Eucalyptus diversifolia subsp. diversifolia","Lignotuber","Humid",0.6592,11.34,12.17,9.41,10.1,2,4.2,2.0187,2.68,0.64,NA,"UniqueID",6,65.526,10.921,11.881
"362",2072,1998,158,17,"Eucalyptus squamosa","Combination","Humid",0.6674,8.11,7.86,6.46,6.23,1.64,1.74,1.6037,1.16,0.67,NA,"UniqueID",6,94.561,15.76,21.015
"363",2072,1998,158,19,"Eucalyptus squamosa","Combination","Humid",0.6674,11.2,11.4,8.56,8.6,2.72,2.52,2.7479,1.45,0.58,NA,"UniqueID",7,116.031,16.576,25.787
"364",2072,1998,158,20,"Eucalyptus squamosa","Combination","Humid",0.6674,10.77,10.06,8.6,8.26,1.985,2.56,1.4961,1.56,0.61,NA,"UniqueID",7,83.8,11.971,18.624
"365",2080,1998,153,1,"Eucalyptus rudderi (E. hypostomatica)","Combination","DrySubhumid",0.7237,13.25,14.13,11.51,11.12,2.375,4.22,2.4353,2.66,0.63,NA,"UniqueID",6,187.968,31.328,34.081
"366",2080,1998,153,2,"Eucalyptus rudderi (E. hypostomatica)","Combination","DrySubhumid",0.7237,9.03,10.51,7.82,6.45,2.635,1.78,1.7727,1.27,0.71,NA,"UniqueID",5,111.275,22.255,20.175
"367",2080,1998,153,4,"Eucalyptus rudderi (E. hypostomatica)","Combination","DrySubhumid",0.7237,8.8,8.52,7.04,6.76,1.76,1.76,2.0758,1.16,0.66,NA,"UniqueID",8,120.775,15.097,21.898
"368",2081,1998,152,9,"Eucalyptus fracta","Combination","DrySubhumid",0.6548,10.89,11.36,9.09,8.08,2.54,3,2.0292,2.13,0.71,NA,"UniqueID",7,99.497,14.214,18.04
"369",2081,1998,152,10,"Eucalyptus fracta","Combination","DrySubhumid",0.6548,10.44,9.35,8.24,7.02,2.265,2.14,2.5626,1.53,0.71,NA,"UniqueID",6,118.697,19.783,21.521
"370",2081,1998,152,11,"Eucalyptus fracta","Combination","DrySubhumid",0.6548,10.66,10.57,8.22,8.38,2.315,2.79,2.1597,1.92,0.69,NA,"UniqueID",7,111.948,15.993,20.297
"371",2083,1998,84,17,"Eucalyptus aenea","Lignotuber","Semiarid",0.4056,9.14,9.41,6.99,6.92,2.32,1.95,2.1159,1.38,0.71,NA,"UniqueID",8,77.348,9.668,14.024
"372",2083,1998,84,18,"Eucalyptus aenea","Lignotuber","Semiarid",0.4056,10.9,10.63,8.27,7.99,2.635,2.55,1.695,2.04,0.8,NA,"UniqueID",7,60.789,8.684,11.022
"373",2083,1998,84,19,"Eucalyptus aenea","Lignotuber","Semiarid",0.4056,9.45,9.04,7.4,7.06,2.015,2.24,1.875,1.66,0.74,NA,"UniqueID",6,58.615,9.769,10.628
"374",2085,1998,156,21,"Eucalyptus glaucina","Combination","DrySubhumid",0.5698,9.03,8.53,6.68,6.56,2.16,1.63,3.3436,0.9,0.55,NA,"UniqueID",6,245.931,40.989,44.59
"375",2085,1998,156,23,"Eucalyptus glaucina","Combination","DrySubhumid",0.5698,9.56,9.76,6.97,7.1,2.625,2.14,2.5306,1.2,0.56,NA,"UniqueID",7,199.772,28.539,36.221
"376",2085,1998,156,24,"Eucalyptus glaucina","Combination","DrySubhumid",0.5698,11.47,10.65,8.85,7.78,2.745,2.65,3.1356,1.56,0.59,NA,"UniqueID",8,148.3,18.538,26.888
"377",2086,1998,155,10,"Eucalyptus largeana","Combination","Humid",0.7673,10.1,9.02,6.96,8,2.08,2.14,2.4543,1.52,0.71,NA,"UniqueID",6,144.726,24.121,26.24
"378",2086,1998,155,11,"Eucalyptus largeana","Combination","Humid",0.7673,10.7,11.5,8.57,9.2,2.215,2.63,2.4677,1.78,0.68,NA,"UniqueID",7,133.757,19.108,24.252
"379",2086,1998,155,12,"Eucalyptus largeana","Combination","Humid",0.7673,11.04,10.19,8.75,8.07,2.205,2.82,2.5911,2.02,0.72,NA,"UniqueID",6,138.825,23.137,25.17
"380",2089,1998,158,29,"Eucalyptus seeana","Combination","Humid",0.8855,9.33,8.96,8.3,7.68,1.155,2.55,0.9661,1.39,0.55,NA,"UniqueID",9,88.699,9.855,16.082
"381",2089,1998,158,30,"Eucalyptus seeana","Combination","Humid",0.8855,9.73,9.76,8.09,8.12,1.64,2.63,0.7982,1.45,0.55,NA,"UniqueID",8,81.412,10.177,14.761
"382",2089,1998,158,31,"Eucalyptus seeana","Combination","Humid",0.8855,9.66,9.79,8.09,7.79,1.785,2.76,1.0948,1.51,0.55,NA,"UniqueID",7,86.825,12.404,15.742
"383",2099,1998,151,29,"Eucalyptus ophitica","Combination","DrySubhumid",0.6461,12.94,12.48,10.23,9.61,2.79,3.7,5.3574,2.28,0.62,NA,"UniqueID",6,177.774,29.629,32.232
"384",2099,1998,151,30,"Eucalyptus ophitica","Combination","DrySubhumid",0.6461,11.2,11.15,8.06,8.44,2.925,2.83,3.7803,2.03,0.72,NA,"UniqueID",6,137.571,22.929,24.943
"385",2099,1998,151,32,"Eucalyptus ophitica","Combination","DrySubhumid",0.6461,12.19,11.26,8.25,9.53,2.835,2.71,4.8078,1.88,0.69,NA,"UniqueID",6,180.034,30.006,32.642
"386",2104,1998,150,1,"Eucalyptus rhombica","Combination","Semiarid",0.3714,12.05,11.35,9.14,8.76,2.75,3.09,3.0151,2.16,0.7,NA,"UniqueID",6,107.633,17.939,19.515
"387",2104,1998,150,3,"Eucalyptus rhombica","Combination","Semiarid",0.3714,7.8,7.92,6.16,5.75,1.905,1.43,3.0925,1.04,0.73,NA,"UniqueID",6,133.264,22.211,24.162
"388",2104,1998,150,4,"Eucalyptus rhombica","Combination","Semiarid",0.3714,10.74,10.19,8,7.46,2.735,2.13,2.8334,1.53,0.72,NA,"UniqueID",6,117.6,19.6,21.322
