phylo.tip.label.match,new.tip_unique.ID,edge.length
NA,corymbia_novoguinensis_16616,NA
NA,corymbia_paractia_1901,NA
NA,corymbia_setosa_subsp._pedicellaris_x_c._brachycarpa_1286,NA
NA,corymbia_setosa_subsp._setosa_2441,NA
NA,corymbia_x_opacula_(c._capricornia_-_c._opaca_intergrade)_4234,NA
NA,eucalyptus_aequioperta_x_e._sheathiana_307,NA
NA,eucalyptus_arenicola_6786,NA
NA,eucalyptus_baiophylla_1181,NA
NA,eucalyptus_cajuputea_x_e._percostata_(e._'desquamata')_567,NA
NA,eucalyptus_coccifera_1961,NA
NA,eucalyptus_coccifera_7390,NA
NA,eucalyptus_dumosa_x_e._largiflorens_2557,NA
NA,eucalyptus_eremophila_x_e._stricklandii_3648,NA
NA,eucalyptus_glomericassis_5219,NA
NA,eucalyptus_gomphocephala_x_e._zopherophloia_7226,NA
NA,eucalyptus_grasbyi_5689,NA
NA,eucalyptus_grasbyi_6997,NA
NA,eucalyptus_largiflorens_x_e._odorata_(e._yarriambiack)_6780,NA
NA,eucalyptus_leucophylla_1331,NA
NA,eucalyptus_leucophylla_1937,NA
NA,eucalyptus_leucophylla_4181,NA
NA,eucalyptus_leucophylla_4236,NA
NA,eucalyptus_odorata_x_e._phenax_1360,NA
NA,eucalyptus_pachycalyx_subsp._banyabba_2098,NA
NA,eucalyptus_pachycalyx_subsp._waajensis_1265,NA
NA,eucalyptus_pachyloma_x_e._preissiana_subsp._preissiana_3553,NA
NA,eucalyptus_peninsularis_948,NA
NA,eucalyptus_peninsularis_1953,NA
NA,eucalyptus_peninsularis_1955,NA
NA,eucalyptus_provecta_6413,NA
NA,eucalyptus_ecdysiastes_-_e._lunata_intergrade_3722,NA
NA,eucalyptus_viridis_x_e._froggattii?_4534,NA
NA,eucalyptus_viridis_x_e._woollsiana_6172,NA
NA,eucalyptus_websteriana_331,NA
NA,eucalyptus_websteriana_6947,NA
NA,eucalyptus_websteriana_(subsp._norsemanica)_138,NA
NA,eucalyptus_x_bennettiae_(e._lehmannii_x_e._sporadica)_3576,NA
NA,eucalyptus_x_calyerup_(e._occidentalis_x_e._platypus)_4799,NA
NA,eucalyptus_x_crispata_(e._accedens_x_e._arachnaea)_3545,NA
NA,eucalyptus_x_erythrandra_(e._angulosa_x_e._tetraptera)_1098,NA
NA,eucalyptus_x_intrasilvatica_(e._aspersa_x_e._dorrienii)_3509,NA
NA,eucalyptus_x_intrasilvatica_(e._aspersa_x_e._dorrienii)_5069,NA
NA,eucalyptus_x_leprophloia_(e._accedens_x_e._zopherophloia)_3519,NA
NA,eucalyptus_x_macmahonii_(e._phenax_x_e._wimmerensis)_2582,NA
NA,eucalyptus_x_missilis_(e._angulosa_x_e._cornuta)_226,NA
NA,eucalyptus_x_stoaptera_(e._stoatei_x_e._tetraptera)_3703,NA
