UniqueID,Drought2020Scale
4211,0
4215,0
4218,0
4226,0
4226,0
4226,0
423,0
423,0
423,0
423,0
4231,2
4231,0
4231,0
4231,0
4236,0
4236,0
4241,0
4241,0
4241,0
4258,0
4258,0
4258,1
4269,0
427,0
427,0
427,0
4277,0
4279,0
4279,0
4279,0
4281,0
4283,0
4283,0
4283,0
4283,0
4284,0
4284,0
4287,0
4288,0
4288,0
4288,0
4289,0
4294,0
4302,0
4303,0
4303,0
4303,0
4305,0
4305,0
4305,0
4306,0
4306,0
4306,0
4310,0
4310,0
4310,0
4310,1
4310,0
4310,0
4310,0
4310,1
4311,3
4311,3
4313,4
4313,3
4313,1
4314,4
4314,4
4314,4
4314,3
4316,4
4318,4
4318,3
4319,4
4319,4
4319,4
4412,0
4412,0
4423,0
4425,0
4425,0
4430,0
4432,1
4437,0
4437,0
444,0
444,0
444,0
4448,0
447,0
447,0
447,0
447,0
449,3
449,2
449,1
4513,3
4513,3
4513,3
4516,4
4516,3
4516,3
4516,2
453,0
453,0
4534,0
4539,0
4539,0
4542,0
4542,0
4546,0
4546,0
455,3
4550,0
4550,0
4550,0
4551,0
4553,0
4553,0
4553,0
4555,0
4555,0
457,0
457,0
457,1
457,1
4570,0
4570,0
4571,0
4571,0
4572,0
4572,0
4576,2
4576,4
4579,2
4579,2
4586,1
4587,1
4587,1
4587,1
4587,1
4588,0
4588,0
4588,0
4597,0
4597,1
460,0
460,0
460,0
4602,0
4604,4
4604,4
4621,0
4629,3
4629,3
4629,3
4629,3
4632,0
4632,0
4632,0
4632,1
4635,1
4635,1
4655,2
4668,0
4677,0
4678,0
468,0
468,4
468,1
4700,1
4700,1
4704,0
473,0
473,0
473,1
4733,0
4733,0
4733,0
4736,0
4736,0
4745,4
4745,3
4745,1
476,3
4786,0
4793,0
4793,0
4793,0
4793,0
4794,0
4796,0
4796,0
4796,0
4796,1
4799,0
4799,0
4799,1
4799,1
4800,0
4800,0
4800,0
4801,0
4801,0
4801,1
4801,1
4804,0
4805,4
4805,2
4805,1
4805,1
482,0
482,0
482,0
482,0
4867,4
4867,4
4867,4
487,0
487,0
4883,0
4883,0
4883,0
4883,1
500,0
500,0
5010,4
5010,4
5022,4
5022,4
5022,3
5024,4
5024,4
5024,2
5025,4
5025,4
5025,4
5025,2
5033,0
5033,0
5033,0
5033,0
5040,0
5040,0
5040,0
5046,0
5046,0
5046,0
5046,0
505,0
505,0
505,0
5053,0
5053,0
5053,0
5053,0
5057,1
5057,1
5057,1
5057,1
5061,1
5061,1
5061,1
5062,0
5062,0
5071,0
5071,0
5071,0
5071,0
5071,0
5071,0
5074,0
5074,0
5074,0
5075,2
5075,2
5075,1
5075,2
5077,0
5077,0
5077,1
5077,1
5078,0
5081,0
5081,0
5081,0
5086,0
5112,0
5112,0
5112,0
5112,0
5117,0
5117,0
5117,1
5117,1
5121,0
5121,0
5121,0
5121,0
5128,0
5128,1
5128,1
5128,2
513,0
5133,0
5133,0
5133,0
5133,1
5136,0
5136,0
5136,0
5136,1
5137,0
5137,0
5137,0
5137,0
5141,0
5141,0
5141,0
5143,0
515,0
515,0
5156,2
5156,2
5156,0
5156,0
516,0
516,0
516,0
516,0
518,0
518,0
5180,0
5180,0
5180,0
5180,0
5180,0
5180,0
5180,0
5196,0
5196,0
5196,0
5196,0
520,0
520,0
520,0
520,0
5200,0
5200,0
5200,0
5203,0
5203,0
5205,0
5205,0
5205,0
5219,0
5219,0
5219,0
5219,0
522,0
522,0
522,0
522,0
5229,0
5229,0
5229,0
523,0
523,0
523,0
5230,0
5230,0
5230,0
5230,0
5233,0
5233,0
5233,1
5233,1
5243,4
5243,4
5243,4
5243,4
5247,4
5247,4
5249,4
5249,4
5249,2
525,0
525,0
525,0
5250,4
5250,4
5250,4
5250,3
5252,4
5252,4
5256,4
5256,4
5256,4
5256,4
526,0
526,0
526,0
526,0
5262,0
5262,0
5262,1
5262,1
5263,1
5263,1
5263,1
5265,2
5265,2
5265,1
5265,1
5266,2
5266,1
527,0
527,0
527,0
5271,2
5271,1
5271,2
5271,1
5279,0
5279,0
5279,0
5279,0
5281,0
5281,0
5281,0
5281,0
5285,0
5285,0
5285,0
5285,0
529,0
533,0
533,0
533,0
533,0
535,0
536,0
536,0
536,0
537,0
539,0
539,0
541,0
541,0
541,0
542,0
543,0
543,0
545,0
545,0
545,0
545,0
5453,0
5453,0
5453,0
5453,0
5455,0
5455,0
5455,1
5455,1
5456,0
5456,0
5456,0
5456,0
5458,0
5458,0
5460,0
5460,0
5460,0
5460,0
5463,0
5463,0
5463,0
5463,0
5466,0
5466,0
5466,0
5466,0
5468,0
5468,0
5468,0
5468,0
547,0
547,0
5472,0
5472,0
5477,0
5477,0
5477,0
5478,0
5478,0
5478,0
548,0
548,0
548,0
5480,0
5487,0
5487,0
549,0
549,0
5492,0
5492,0
5492,0
5492,0
5493,4
5493,0
5493,0
5493,0
5496,0
5496,0
5496,0
550,0
5503,0
5503,0
5503,0
5509,0
5509,0
5509,0
5509,0
551,0
551,0
5513,0
5513,0
5513,0
5513,0
5514,0
5514,0
5514,0
5514,0
5518,0
5518,0
5518,0
5518,0
5523,2
5523,2
5523,1
553,0
553,0
553,0
5530,2
5535,2
5535,2
5535,1
5536,0
5536,0
5538,3
5538,1
5538,1
5538,1
5541,4
5541,4
5541,1
5541,1
5542,0
5542,0
5542,0
5542,0
5543,0
5543,0
5543,0
5543,0
5547,0
555,0
555,0
555,0
555,0
5550,0
5550,0
5551,0
5551,0
5551,0
5554,0
5554,0
5554,0
5554,0
5556,0
5556,0
5556,0
5567,0
5567,0
5567,0
5567,0
5568,0
5568,0
5568,0
5571,2
5571,1
5571,1
5571,1
5575,0
5575,0
5575,0
5575,0
5577,0
5577,0
5577,0
5578,0
5578,0
558,0
558,0
558,0
558,0
5583,0
5583,0
5585,0
5585,0
5585,0
5585,0
5588,0
5588,0
5588,0
559,0
559,0
559,0
559,0
5592,0
5592,0
5593,0
5593,0
5593,0
5593,0
5596,0
5596,0
5596,0
5603,0
5603,0
5603,0
5606,0
5610,1
5610,1
5610,1
5610,1
565,2
565,2
565,2
5660,0
5660,0
5660,0
5660,0
5671,0
5671,0
5671,0
5672,0
5672,0
5672,0
5672,0
5684,0
5689,4
5689,0
5689,0
5689,0
569,2
569,4
569,2
569,2
5693,0
5693,0
5693,0
5693,0
57,0
57,0
57,0
57,0
57,0
57,0
57,0
57,0
570,1
570,1
570,1
570,1
5708,0
5708,0
5733,0
574,3
574,1
5740,0
5747,2
5747,0
5747,0
5747,1
5750,0
5750,0
5750,0
5750,0
5750,0
5750,0
576,4
576,4
576,3
5766,0
5778,0
5778,0
5778,0
5778,0
5779,0
5804,0
5804,0
5804,0
5806,0
5806,0
5806,0
581,3
581,2
5810,0
5810,0
5810,0
582,3
582,4
583,2
583,1
583,1
583,1
584,4
5851,0
5868,4
5868,4
5868,4
5868,4
5869,4
5869,4
5872,4
5872,4
588,4
5905,0
5905,0
5905,0
5907,4
5907,0
5907,0
5907,1
5908,0
5908,0
5908,0
5908,0
591,3
591,4
591,3
591,1
5915,0
5915,0
5915,0
5915,0
5924,0
5924,0
5924,0
5924,0
5929,0
5929,0
5929,0
5929,0
5932,0
5932,0
5932,0
5932,0
5933,0
5933,0
5933,0
5933,0
5936,0
5936,0
5936,0
5936,0
5936,0
5938,0
5938,0
5938,0
5938,0
594,4
594,4
594,4
596,2
5966,0
5966,0
5966,0
5966,0
5976,0
5976,0
5976,0
5976,0
598,2
598,3
598,3
598,1
5983,0
5983,0
5983,0
5993,0
5993,0
5993,0
5993,0
5994,0
5994,0
5994,0
5996,0
5996,0
5996,0
5997,0
5997,0
5997,0
5997,0
600,3
600,3
6000,0
6000,0
6000,0
6000,0
6005,0
6005,0
6005,0
6005,0
6010,0
6010,0
6010,0
6010,0
6015,0
6015,0
6015,1
6015,1
6016,0
6016,0
6016,0
6017,0
6017,0
6017,0
602,4
602,4
6021,0
6021,0
6021,0
6022,0
6022,0
6022,0
6022,0
6025,4
6025,0
6026,0
6026,0
6026,0
6026,0
603,4
604,1
604,1
604,2
604,2
6085,0
6085,0
6085,0
6085,0
609,2
609,3
6093,4
6093,4
6093,4
6093,1
6095,0
6095,0
6095,1
6097,0
6097,0
6097,0
6097,0
6098,0
6098,1
6098,1
6098,1
6099,0
6099,0
6099,0
6104,0
6104,0
6105,0
6105,0
6105,0
6105,0
6106,2
6106,0
6106,0
6106,0
6108,0
6108,1
6108,1
611,2
611,4
611,3
6114,0
6114,0
6114,0
6114,0
6119,4
6119,4
6119,0
6119,0
612,2
612,0
612,1
6121,0
6121,0
6121,1
6136,0
6136,0
6136,0
6136,0
614,3
6147,0
6147,0
6147,0
6147,0
6148,0
6148,0
6148,0
6148,0
615,0
615,1
6157,1
6157,1
6157,1
6158,0
6158,0
6158,0
6158,1
616,4
616,2
616,2
616,3
6160,0
6160,0
6160,0
6160,0
6164,0
6164,0
6164,0
6164,0
6168,0
6168,0
6168,0
6168,0
6170,0
6170,0
6170,0
6170,0
6171,0
6171,0
6171,0
6172,0
6172,0
6173,0
6173,0
6173,0
6173,0
6175,0
6175,1
6176,0
6176,0
6176,0
6176,0
6177,0
6177,0
6177,0
6177,0
618,2
618,3
618,2
618,2
6191,2
6191,2
6191,1
6191,1
6194,3
6194,1
6194,1
6196,2
6196,1
6196,0
6196,1
6197,0
6197,0
6197,0
6197,1
620,4
620,4
6203,0
6203,0
6203,0
6203,0
6205,0
6205,0
6205,0
6206,2
6206,0
6206,0
6217,2
6217,1
6217,1
6219,1
622,2
622,0
622,1
6228,0
6228,1
6228,1
6228,1
6231,0
6231,0
6231,1
6231,1
624,3
624,1
6241,0
6241,0
6241,0
6242,0
6242,0
6249,0
6249,0
6249,1
6249,1
6258,0
6258,0
6258,0
6258,0
6263,0
6263,0
6263,0
6263,1
627,4
6276,0
6276,0
6276,1
6276,1
6277,0
6277,0
6277,1
6277,0
628,4
6282,0
6282,0
6282,0
6282,1
6283,0
6283,1
6284,4
6284,0
6284,1
629,2
629,1
6297,0
6297,0
6297,0
6297,1
630,4
630,4
6303,4
6303,4
6306,3
6306,1
6307,4
6307,0
6307,2
6307,1
6312,0
6312,0
6312,0
6319,0
6319,0
6319,0
6319,1
632,2
632,2
632,3
632,1
6323,2
6323,0
6323,0
6323,0
633,1
633,4
633,4
6333,4
6333,1
6333,1
634,1
634,2
634,1
634,1
6349,0
6349,0
6349,0
6349,0
6350,0
6350,0
6350,0
6350,0
6350,0
6350,0
6355,0
6355,0
6355,0
6355,0
6359,0
6359,0
6359,0
6359,0
6359,0
6359,0
636,0
636,0
636,1
6370,0
6370,0
6370,1
6377,0
6377,0
6377,0
6377,0
6378,0
6378,0
6378,0
638,4
6382,0
6382,0
6382,0
6383,0
6383,0
6383,0
6383,0
6387,0
6387,0
6387,0
6387,0
6388,1
6388,0
6388,1
6388,1
6389,0
6389,0
6389,0
6389,1
639,0
639,0
639,0
639,1
640,2
640,3
640,1
6401,0
6401,0
6401,0
6403,0
6403,0
6403,0
6403,0
641,3
641,1
641,1
6413,0
6413,0
6413,0
6413,0
6414,0
6414,0
6414,0
6414,0
6419,0
6419,0
6419,0
6419,0
642,2
642,3
642,2
6422,0
6422,0
6422,0
6422,0
643,0
643,0
643,0
643,1
6438,0
6438,0
6438,0
644,4
6447,0
6447,0
6447,0
6447,0
6449,0
6449,0
6449,1
645,1
645,1
645,1
645,1
6453,0
6453,0
6453,0
6453,0
6455,0
6455,0
6455,0
6455,0
6456,2
6456,2
6456,2
6457,1
6457,0
6457,0
6457,0
646,1
646,1
646,0
646,1
6464,0
6464,0
6464,0
6472,0
6472,0
6472,0
6472,1
6473,2
6473,2
6473,1
6473,1
6474,0
6474,0
6474,0
6474,0
6475,3
6475,1
6478,1
648,1
648,1
6482,0
6482,0
6482,0
6482,1
6486,1
6486,1
6486,1
649,0
649,1
6491,0
6491,0
6491,1
6491,1
6495,0
6495,0
6495,0
6495,0
6497,0
6497,0
6497,0
6497,0
6499,0
6499,0
6499,0
6499,0
650,1
650,1
650,1
650,1
6502,0
6502,0
6502,0
6502,0
651,1
653,0
653,0
653,1
654,0
654,1
654,1
654,1
655,4
656,4
656,4
659,1
659,1
660,1
661,4
661,4
663,2
6637,0
6637,0
664,1
664,1
6640,0
6640,0
6640,0
6641,0
6641,0
6641,0
6645,0
6645,0
6645,0
6645,0
6646,0
6646,0
6646,0
6646,0
665,1
6652,0
6652,0
6652,0
6652,0
666,1
666,1
666,1
666,1
6661,0
6661,0
6661,0
6661,0
667,3
667,2
667,2
668,4
668,0
668,1
668,1
6682,0
6682,0
6682,0
669,1
669,4
669,4
669,2
669,3
6691,0
6691,0
6691,0
6693,0
6693,0
6693,0
6697,0
6697,0
6697,0
670,2
670,1
670,1
6703,0
6703,0
6705,4
6705,4
6707,0
6707,0
6707,0
6707,0
671,1
671,4
671,1
672,0
672,0
6721,4
6721,4
6721,4
6721,2
6722,4
6722,4
6722,2
6722,1
6723,1
6723,1
6723,1
6723,1
6725,4
6726,4
6726,1
6726,0
6736,4
6736,0
6736,0
6736,1
674,0
674,0
674,0
674,0
6741,1
6742,4
6742,2
6742,1
6742,2
6746,0
6746,0
6746,0
675,0
675,1
675,1
675,1
676,2
676,1
676,1
676,1
676,1
6780,0
6780,0
6780,0
6780,0
6781,0
6781,0
6781,1
6781,1
6782,0
6782,0
6782,1
6782,1
6783,0
6783,0
6783,1
6784,0
6784,0
6784,0
6784,0
6785,0
6785,0
6785,0
6785,1
6786,4
6786,4
6786,4
6786,4
6787,3
6787,2
6787,3
679,0
679,1
679,0
679,0
6791,4
6791,1
6793,4
6793,4
6793,1
6793,2
6794,4
6794,0
6794,0
6794,0
6795,0
6795,0
6795,0
6795,0
6796,0
6796,0
6796,0
6796,0
6798,1
6798,1
6798,4
680,0
680,0
680,0
6801,2
6801,3
6801,1
6801,1
6806,0
6806,0
6806,0
6807,0
6807,0
6807,0
6807,0
681,0
681,0
681,0
681,0
682,0
682,0
682,1
682,1
683,0
683,0
683,1
684,0
684,0
684,0
685,0
685,0
685,1
685,1
686,0
686,0
686,0
686,0
6866,0
6866,0
6866,0
6866,0
6867,0
6867,0
687,2
687,0
687,0
687,1
688,0
688,0
688,0
689,0
689,0
689,0
689,0
690,0
6916,0
6916,0
6916,0
6916,0
6921,0
6921,0
6921,0
6921,0
6926,0
6926,0
6926,0
6926,0
6928,0
6928,0
6928,0
693,0
6931,0
6931,0
6931,0
6931,0
6939,0
6939,0
694,0
694,1
6941,0
6941,0
6941,0
6941,0
6943,0
6943,0
6943,0
6945,0
6945,0
6945,0
6945,0
6947,0
6947,0
6947,0
6947,0
6951,0
6951,0
6951,0
6951,0
6955,0
6955,0
6955,0
6955,0
6956,0
6956,0
6956,0
6956,0
696,1
696,1
697,0
697,0
697,0
698,0
698,0
698,0
698,1
6985,0
6985,0
6985,0
6985,0
6993,0
6993,0
6993,0
6993,0
6996,0
6996,0
6996,0
6996,0
6997,0
6997,0
6997,0
6997,0
700,0
7001,0
7001,0
7001,0
7001,0
701,4
701,0
701,0
702,0
702,0
702,0
702,0
702,1
702,0
702,1
704,2
704,3
704,3
7046,4
7046,0
7046,0
7046,0
7047,2
7047,2
7047,2
7047,1
706,1
706,1
706,1
706,2
707,4
708,3
708,3
709,1
711,1
711,1
712,0
712,0
712,0
712,0
713,2
713,2
713,2
713,1
714,3
714,0
714,0
714,0
714,0
714,0
715,0
715,0
716,1
716,1
716,1
716,1
717,1
717,0
717,0
717,1
720,0
720,1
720,1
720,0
722,0
722,0
722,1
7220,1
7220,1
7220,1
7220,1
7223,2
7223,4
7223,1
7224,0
7224,0
7224,0
7226,0
7226,0
7227,0
7227,0
7227,4
7228,0
7228,0
7228,0
7228,0
7229,0
7229,0
7229,0
7229,0
723,0
723,1
723,1
723,1
7230,0
7230,0
7230,0
7233,4
7233,4
7233,4
7233,1
7234,0
7234,1
7234,0
7234,1
7235,4
7235,0
7235,0
7235,0
7236,2
7236,2
7236,2
7236,1
724,1
724,0
724,0
725,2
725,0
725,1
725,2
728,0
728,0
728,0
728,0
7285,0
7285,0
7285,0
7285,0
729,0
729,0
729,0
7295,0
7295,0
7295,0
7295,0
730,0
730,0
730,0
7300,0
7300,0
7300,0
7300,0
7307,0
7307,0
7307,0
7307,0
7311,0
7311,0
7311,0
7312,0
7312,0
7312,0
7312,0
7315,0
7315,0
7315,0
7315,0
7318,0
7318,0
7318,0
7318,0
732,0
732,0
732,0
732,0
7324,0
7324,0
7324,0
7324,0
7354,0
7354,0
7354,0
7354,0
7355,0
7355,0
7355,0
7355,0
7356,0
7356,0
7356,0
7356,0
7357,2
7357,0
7357,0
7357,1
7358,4
7358,0
7358,1
7358,0
7359,3
7359,1
7359,1
7359,1
736,0
736,0
736,0
736,0
7360,4
7360,2
7360,0
7360,0
7361,0
7361,0
7361,0
7361,0
7363,0
7363,0
7363,1
7363,1
7364,0
7364,0
7364,0
7364,0
7365,1
7365,0
7365,0
7365,1
7366,4
7366,4
7366,4
7366,1
7367,2
7367,1
7367,1
7367,1
7367,1
7369,0
7369,0
7369,0
7369,0
737,0
737,0
737,0
7371,4
7371,4
7371,4
7371,3
7372,4
7372,0
7372,0
7372,0
7378,0
7378,0
7378,1
7378,1
7379,2
7379,0
7379,0
7379,1
7382,3
7382,3
7382,3
7382,3
7385,4
7385,4
7385,1
7385,1
7387,0
7387,0
7387,1
7387,1
7389,2
7389,1
7389,0
7389,1
7390,4
7390,0
7390,2
7390,3
7398,4
7398,2
7398,2
7398,0
7399,3
7399,1
7399,4
7399,1
7400,4
7400,2
7400,1
7400,4
7402,0
7402,0
7402,0
7402,0
7403,4
7403,4
7403,4
7403,4
7406,1
7406,1
7406,1
7406,1
7407,4
7407,2
7407,3
7407,3
7410,4
7410,2
7410,4
7410,3
7411,0
7411,0
7411,0
7411,0
7412,0
7412,3
7412,0
7412,0
742,0
7425,0
7425,0
7425,0
7425,0
7426,0
7426,0
7426,0
7426,0
7427,0
7427,0
7427,0
7427,0
7427,0
7427,0
743,0
743,0
743,0
743,1
746,0
746,0
746,0
746,0
747,1
747,1
747,1
747,1
75,2
75,1
75,1
751,0
751,0
751,0
751,0
753,4
753,4
760,0
760,1
760,1
762,4
762,2
762,2
762,2
763,0
763,0
772,4
772,3
773,1
776,4
776,4
776,4
777,0
777,1
777,0
777,1
779,0
779,1
781,2
781,1
783,0
783,0
783,0
783,0
792,0
792,0
792,0
792,0
804,4
804,4
805,0
805,1
805,0
806,2
806,2
806,1
806,1
812,4
812,3
812,3
822,0
822,0
822,0
822,0
823,0
823,0
823,1
823,0
824,0
824,0
825,0
825,0
825,0
928,0
928,0
928,0
928,0
929,0
929,0
929,0
929,0
930,0
930,0
930,0
930,0
931,0
931,0
931,0
933,0
933,0
933,0
933,0
936,0
936,0
936,0
936,0
938,0
938,0
938,0
939,0
939,0
939,0
939,0
941,3
941,3
941,1
941,1
942,0
942,0
942,0
944,0
944,0
944,0
944,0
945,2
945,1
945,1
946,0
946,0
946,0
947,0
947,0
948,0
948,0
948,0
948,0
949,0
949,0
949,0
950,0
950,0
950,0
950,0
980,0
980,0
980,0
980,0
980,0
981,0
981,0
981,0
981,0
983,0
983,0
983,0
983,0
Eflinder_1,0
Eflinder_1,0
Eflinder_1,1
Eflinder_1,1
Ealb_1,2
Ealb_1,0
Ealb_1,0
Ealb_1,1
Egillii_1,0
Egillii_1,0
Egillii_1,0
Elargif_1,0
Elargif_1,0
Elargif_1,0
Elargif_1,0
Ahisp_1,0
Capa_1,0
Capa_1,0
Capa_1,0
Cgummi_1,0
Cgummi_1,0
Cgummi_1,0
Ctesse_1,0
Ctesse_1,0
Ctesse_1,0
Ctesse_1,0
Ctesse_1,0
Ctore_1,2
Ecool_1,0
Ecool_1,0
Ecool_1,0
Eery_1,0
Eery_1,0
Eery_1,0
Eformform_1,0
Eformform_1,0
Efrench_1,0
Efrench_1,0
Efrench_1,0
Egom_1,1
Egom_1,2
Eleuco_1,0
Eleuco_1,0
Eleuco_1,0
Elock_1,0
Elock_1,1
Elock_1,0
Elock_1,1
Erobxter_1,1
Esubunew_1,0
Esubunew_1,0
Estel_1,1
Eyilgar_1,0
Eyilgar_1,0
Eyilgar_1,0
21163,4
21163,4
21163,0
21163,0
567,0
567,0
567,0
567,0
60,0
60,0
60,0
60,0
7,0
8,0
8,0
Egamo_1,0
Eglom_1,0
Emanne_1,0
Eoxym_1,0
Eperc_1,0
Eperc_1,0
Eperc_1,0
Eperc_1,0
Epetiol_1,0
Epetiol_1,0
Epetiol_1,2
Epolyb_1,0
Epolyb_1,0
Epolyb_1,0
Epolyb_1,0
Epopbim_1,0
Epopbim_1,0
Epopbim_1,0
Epopbim_1,0
Esocia_1,0
Esocia_1,0
Esocia_1,0
93,0
93,0
93,0
3616,4
Evict_1,0
